address,bstory_cnt,old,lat,lon,in_flood_area,flood_point_count,height(m),ground_nof,struc,1f_flo,flood_risk_score,flood_risk_level,cluster
서울특별시 강남구 역삼동 839-6번지,1,36,37.4908748,127.0344071,1,3531,13.2,4,6,3.63,29.57935310876487,2,1.0
서울특별시 강남구 역삼동 839-7번지,2,32,37.4909373,127.034613,1,3553,0.0,7,6,0.0,29.763700351935647,2,2.0
서울특별시 강남구 역삼동 839-8번지,1,34,37.490835,127.0347397,1,3525,23.4,7,6,3.677142857142857,29.529076587900114,2,1.0
서울특별시 강남구 역삼동 839-10번지,1,33,37.4907282,127.0345907,1,3478,21.2,6,6,3.8866666666666663,29.1352438411262,2,1.0
서울특별시 강남구 역삼동 839-11번지,1,39,37.490676,127.0344195,1,3448,21.4,5,6,4.707999999999999,28.88386123680241,2,1.0
서울특별시 강남구 역삼동 839-12번지,1,35,37.4906307,127.0342709,1,3426,14.1,4,6,3.8775,28.69951399363164,2,1.0
서울특별시 강남구 개포동 1281-1번지,0,6,37.4841788,127.0653027,1,194,7.8,1,6,8.58,1.617228087816323,1,0.0
서울특별시 강남구 역삼동 833-7번지,0,22,37.4928011,127.0327832,1,3874,16.8,3,6,6.160000000000001,32.4534942182001,2,0.0
서울특별시 강남구 역삼동 833-7번지,0,29,37.4928011,127.0327832,1,3874,0.0,4,6,0.0,32.4534942182001,2,2.0
서울특별시 강남구 역삼동 833-52번지,1,42,37.4933484,127.0320347,1,3918,0.0,3,6,0.0,32.822188704541645,2,2.0
서울특별시 강남구 역삼동 834번지,1,20,37.4939613,127.0336597,1,4312,30.9,6,6,5.665,36.1236802413273,2,0.0
서울특별시 강남구 역삼동 834-2번지,0,14,37.4938674,127.0338581,1,4344,14.5,6,6,2.658333333333333,36.39182168593933,2,0.0
서울특별시 강남구 역삼동 834-3번지,1,47,37.4937339,127.0339216,1,4293,0.0,2,2,0.0,35.9644712585889,2,4.0
서울특별시 강남구 역삼동 834-4번지,1,34,37.4936909,127.0337803,1,4229,7.3,2,2,4.015000000000001,35.42818836936484,2,4.0
서울특별시 강남구 역삼동 902번지,2,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,1,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,3,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,0.0,1,6,0.0,14.647226411932296,1,0.0
서울특별시 강남구 역삼동 902번지,2,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,81.55,30,6,2.990166666666666,14.647226411932296,1,3.0
서울특별시 강남구 역삼동 799-23번지,1,23,37.491876,127.0382922,1,3845,19.55,6,6,3.584166666666667,32.21049103402044,2,1.0
서울특별시 강남구 역삼동 799-24번지,1,38,37.4918258,127.0381282,1,3831,17.6,5,6,3.8720000000000008,32.09317915200268,2,1.0
서울특별시 강남구 역삼동 799-25번지,2,2,37.4917658,127.0379348,1,3786,24.2,7,6,3.802857142857143,31.716105245517014,2,0.0
서울특별시 강남구 역삼동 799-26번지,1,42,37.4917256,127.0377535,1,3742,0.0,5,6,0.0,31.347410759175464,2,2.0
서울특별시 강남구 역삼동 808번지,7,8,37.5043512,127.0250471,1,3578,85.35,16,5,5.8678125,29.9731858555388,2,3.0
서울특별시 강남구 역삼동 808-1번지,2,3,37.5044285,127.0252814,1,3664,54.91,13,6,4.646230769230769,30.69381598793364,2,3.0
서울특별시 강남구 역삼동 808-5번지,5,14,37.5042025,127.0251143,1,3618,62.4,12,5,5.720000000000001,30.30836266130384,2,3.0
서울특별시 강남구 역삼동 809번지,4,39,37.5039133,127.0252287,1,3710,25.35,7,6,3.983571428571429,31.079269314563437,2,1.0
서울특별시 강남구 역삼동 809-1번지,0,52,37.5040369,127.0254471,1,3775,0.0,2,2,0.0,31.62393162393162,2,4.0
서울특별시 강남구 역삼동 809-2번지,1,29,37.5039544,127.0254906,1,3791,10.2,3,6,3.74,31.75800234623764,2,1.0
서울특별시 강남구 역삼동 809-3번지,2,3,37.5038674,127.0255305,1,3801,12.05,3,6,4.418333333333334,31.841796547678904,2,0.0
서울특별시 강남구 역삼동 809-6번지,1,37,37.5036261,127.025643,1,3829,0.0,5,6,0.0,32.07642031171443,2,2.0
서울특별시 강남구 역삼동 809-8번지,3,40,37.5034661,127.0257192,1,3844,39.23,10,6,4.3153,32.20211161387632,2,3.0
서울특별시 강남구 역삼동 812-18번지,1,11,37.5024391,127.0271117,1,4109,10.87,4,6,2.98925,34.42265795206972,2,0.0
서울특별시 강남구 역삼동 813번지,1,1,37.5028118,127.0263647,1,4032,29.38,5,6,6.4636,33.777442600972016,2,0.0
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,0.0,1,6,0.0,14.647226411932296,1,0.0
서울특별시 강남구 역삼동 902번지,2,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,1,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,1,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,87.15,32,6,2.9957812500000003,14.647226411932296,1,3.0
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,95.55,35,6,3.003,14.647226411932296,1,3.0
서울특별시 강남구 역삼동 902번지,1,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,0.0,1,6,0.0,14.647226411932296,1,0.0
서울특별시 강남구 개포동 182번지,3,16,37.4897826,127.0690801,1,1606,17.1,4,6,4.702500000000001,13.448969331322274,1,1.0
서울특별시 강남구 역삼동 809-9번지,1,33,37.5033842,127.0257562,1,3860,6.95,2,6,3.8225,32.33618233618233,2,1.0
서울특별시 강남구 역삼동 809-10번지,3,39,37.5031806,127.0256302,1,3841,59.23,15,5,4.343533333333333,32.17697335344394,2,3.0
서울특별시 강남구 역삼동 809-11번지,1,41,37.50312,127.0258799,1,3926,0.0,4,6,0.0,32.889224065694656,2,2.0
서울특별시 강남구 역삼동 826-9번지,1,35,37.4958358,127.0295658,1,4159,17.1,5,6,3.762000000000001,34.841628959276015,2,1.0
서울특별시 강남구 역삼동 826-10번지,1,36,37.4957192,127.0296216,1,4177,16.55,5,6,3.641000000000001,34.99245852187028,2,1.0
서울특별시 강남구 역삼동 826-14번지,7,29,37.4950386,127.0297037,1,4175,90.07,20,5,4.95385,34.97569968158204,2,3.0
서울특별시 강남구 역삼동 826-20번지,7,29,37.4953381,127.0295533,1,4164,90.07,20,5,4.95385,34.88352605999665,2,3.0
서울특별시 강남구 역삼동 826-21번지,4,8,37.4955525,127.0292924,1,4088,85.5,18,5,5.2250000000000005,34.246690129043074,2,3.0
서울특별시 강남구 역삼동 826-22번지,1,31,37.4957163,127.0292141,1,4063,18.9,5,6,4.158,34.03720462543992,2,1.0
서울특별시 강남구 역삼동 826-23번지,2,41,37.4958411,127.0291545,1,4039,24.0,6,6,4.4,33.836098541980896,2,1.0
서울특별시 강남구 역삼동 826-24번지,4,34,37.4959528,127.029101,1,4017,68.1,17,6,4.406470588235295,33.651751298810126,2,3.0
서울특별시 강남구 역삼동 826-26번지,7,16,37.4965546,127.0296354,1,4151,49.9,15,5,3.6593333333333335,34.77459359812301,2,3.0
서울특별시 강남구 역삼동 826-27번지,3,17,37.4966779,127.0299896,1,4257,49.9,14,6,3.920714285714286,35.662812133400365,2,3.0
서울특별시 강남구 청담동 40-19번지,1,29,37.5184282,127.0414573,1,305,12.9,4,6,3.5475000000000003,2.547343723814312,1,1.0
서울특별시 강남구 청담동 40-20번지,0,24,37.5184689,127.0416198,1,273,11.75,4,6,3.23125,2.2792022792022792,1,0.0
서울특별시 강남구 청담동 40-21번지,1,22,37.5183322,127.0416711,1,275,16.5,5,6,3.63,2.2959611194905314,1,1.0
서울특별시 강남구 청담동 40-23번지,1,24,37.5181549,127.0415605,1,314,18.3,5,6,4.026000000000001,2.6227585051114466,1,1.0
서울특별시 강남구 청담동 40-24번지,1,5,37.5181897,127.0417256,1,276,26.5,5,6,5.83,2.304340539634657,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,9.0,2,6,4.95,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,3,6,37.48411050000001,127.0675212,1,786,5.0,1,6,5.5,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,5.0,1,6,5.5,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,67.45,21,6,3.5330952380952385,6.57784481313893,1,3.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,5.25,2,6,2.8875,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,64.45,20,6,3.5447500000000005,6.57784481313893,1,3.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,8.25,2,6,4.5375000000000005,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,91.45,29,6,3.4687931034482764,6.57784481313893,1,3.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,5.0,1,6,5.5,6.57784481313893,1,0.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,5.0,1,6,5.5,6.57784481313893,1,0.0
서울특별시 강남구 역삼동 813-2번지,1,41,37.5029028,127.0266662,1,4074,0.0,3,6,0.0,34.12937824702531,2,2.0
서울특별시 강남구 역삼동 813-3번지,1,6,37.5027789,127.0266567,1,4073,17.3,5,6,3.806,34.120998826881184,2,0.0
서울특별시 강남구 역삼동 813-4번지,3,21,37.5027041,127.0264143,1,4033,28.84,7,4,4.532000000000001,33.78582202111614,2,1.0
서울특별시 강남구 역삼동 813-8번지,1,23,37.5024197,127.0265233,1,4046,12.86,4,4,3.5365,33.894754482989775,2,1.0
서울특별시 강남구 역삼동 813-9번지,1,47,37.5024668,127.0266781,1,4066,8.6,3,2,3.1533333333333338,34.0623428858723,2,4.0
서울특별시 강남구 역삼동 813-10번지,1,21,37.5024963,127.0268427,1,4083,14.68,5,6,3.2296,34.20479302832244,2,1.0
서울특별시 강남구 역삼동 813-11번지,1,29,37.5023537,127.0269255,1,4083,9.0,4,6,2.475,34.20479302832244,2,1.0
서울특별시 강남구 역삼동 813-12번지,1,37,37.5022229,127.0269813,1,4094,10.8,3,6,3.96,34.29696664990783,2,1.0
서울특별시 강남구 역삼동 813-13번지,1,22,37.5020505,127.0268491,1,4061,12.48,4,6,3.4320000000000004,34.020445785151665,2,1.0
서울특별시 강남구 역삼동 813-14번지,1,28,37.5021752,127.0267965,1,4070,10.2,3,6,3.74,34.095860566448806,2,1.0
서울특별시 강남구 역삼동 813-15번지,1,28,37.5022982,127.0267351,1,4062,9.32,3,6,3.417333333333334,34.0288252052958,2,1.0
서울특별시 강남구 역삼동 813-16번지,1,21,37.502241,127.0265948,1,4029,15.3,5,6,3.3660000000000005,33.75230434053964,2,1.0
서울특별시 강남구 역삼동 827-54번지,1,29,37.4965939,127.0313473,1,4514,12.2,3,6,4.473333333333334,37.81632311044076,2,1.0
서울특별시 강남구 개포동 183번지,1,29,37.4904255,127.07003,1,2067,0.0,4,6,0.0,17.311882017764376,1,2.0
서울특별시 강남구 개포동 183-1번지,0,14,37.4907795,127.0692769,1,1941,0.0,1,6,0.0,16.256075079604493,1,2.0
서울특별시 강남구 개포동 183-1번지,3,19,37.4907795,127.0692769,1,1941,5.35,1,6,5.885,16.256075079604493,1,1.0
서울특별시 강남구 개포동 184번지,0,29,37.4913769,127.0714248,1,3207,16.5,2,6,9.075,26.86442098206804,2,1.0
서울특별시 강남구 개포동 184번지,1,29,37.4913769,127.0714248,1,3207,0.0,4,6,0.0,26.86442098206804,2,2.0
서울특별시 강남구 개포동 184번지,1,29,37.4913769,127.0714248,1,3207,16.2,4,6,4.455,26.86442098206804,2,1.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,15,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,15,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,13,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,15,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,13,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 역삼동 826-28번지,4,16,37.4965132,127.0300705,1,4256,49.9,14,5,3.920714285714286,35.65443271325625,2,3.0
서울특별시 강남구 역삼동 826-29번지,3,21,37.4963039,127.0301706,1,4273,45.75,15,6,3.355,35.796882855706386,2,3.0
서울특별시 강남구 역삼동 826-30번지,3,27,37.4961505,127.0303601,1,4289,43.62,13,6,3.690923076923077,35.93095357801241,2,3.0
서울특별시 강남구 역삼동 826-34번지,2,17,37.4959565,127.0302668,1,4280,39.7,12,6,3.639166666666667,35.85553879671527,2,3.0
서울특별시 강남구 역삼동 826-35번지,1,21,37.4960065,127.0304315,1,4293,38.95,10,5,4.2845,35.9644712585889,2,1.0
서울특별시 강남구 역삼동 834-5번지,0,20,37.4938254,127.0337181,1,4254,8.0,2,6,4.4,35.63767387296799,2,0.0
서울특별시 강남구 역삼동 834-6번지,1,49,37.4940807,127.0339659,1,4462,0.0,3,6,0.0,37.380593262946206,2,2.0
서울특별시 강남구 역삼동 834-7번지,3,2,37.4940861,127.0341443,1,4462,35.4,7,6,5.562857142857143,37.380593262946206,2,3.0
서울특별시 강남구 역삼동 834-8번지,1,17,37.4941337,127.0343061,1,4479,21.85,4,6,6.008750000000001,37.52304340539634,2,0.0
서울특별시 강남구 역삼동 834-12번지,0,14,37.4938118,127.0342583,1,4409,11.8,4,6,3.245000000000001,36.936483995307526,2,0.0
서울특별시 강남구 역삼동 834-13번지,1,3,37.4936552,127.03452,1,4368,14.9,5,6,3.278,36.59292776939836,2,0.0
서울특별시 강남구 역삼동 834-14번지,1,37,37.4935581,127.0345667,1,4343,0.0,2,2,0.0,36.38344226579521,2,4.0
서울특별시 강남구 역삼동 834-15번지,1,51,37.4935477,127.0343818,1,4327,0.0,2,2,0.0,36.24937154348919,2,4.0
서울특별시 강남구 청담동 40-25번지,1,50,37.5186193,127.040989,1,326,17.05,5,6,3.751,2.7233115468409586,1,1.0
서울특별시 강남구 청담동 40-26번지,1,35,37.5186578,127.0411499,1,317,13.6,5,6,2.992,2.6478967655438246,1,1.0
서울특별시 강남구 청담동 40-27번지,1,5,37.5185148,127.0412023,1,317,23.1,7,6,3.630000000000001,2.6478967655438246,1,0.0
서울특별시 강남구 청담동 40-28번지,1,48,37.5184763,127.0410422,1,330,0.0,4,2,0.0,2.756829227417463,1,4.0
서울특별시 강남구 청담동 40-29번지,2,5,37.5183568,127.0411739,1,321,27.87,7,6,4.379571428571429,2.6814144461203284,1,0.0
서울특별시 강남구 청담동 40-31번지,1,36,37.5182379,127.0413039,1,325,12.9,4,6,3.5475000000000003,2.7149321266968327,1,1.0
서울특별시 강남구 청담동 40-32번지,1,40,37.5182014,127.0411432,1,346,15.5,5,6,3.4100000000000006,2.890899949723479,1,1.0
서울특별시 강남구 청담동 40-33번지,1,40,37.5180963,127.0412761,1,335,18.0,5,6,3.96,2.798726328138093,1,1.0
서울특별시 강남구 청담동 41번지,4,30,37.5178733,127.0413749,1,352,44.25,12,5,4.05625,2.941176470588235,1,3.0
서울특별시 강남구 청담동 41-2번지,7,30,37.51757,127.041488,1,376,76.9,18,5,4.6994444444444445,3.1422825540472608,1,3.0
서울특별시 강남구 개포동 1281번지,1,6,37.48411050000001,127.0675212,1,786,0.0,0,6,,6.57784481313893,1,
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,64.45,20,6,3.5447500000000005,6.57784481313893,1,3.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,88.45,28,6,3.474821428571429,6.57784481313893,1,3.0
서울특별시 강남구 개포동 1281번지,0,6,37.48411050000001,127.0675212,1,786,5.0,1,6,5.5,6.57784481313893,1,0.0
서울특별시 강남구 역삼동 827-55번지,1,30,37.4966425,127.0315111,1,4570,10.3,3,6,3.7766666666666673,38.28557063851182,2,1.0
서울특별시 강남구 역삼동 827-56번지,1,30,37.4967729,127.0314505,1,4596,10.3,3,6,3.7766666666666673,38.50343556225909,2,1.0
서울특별시 강남구 역삼동 827-57번지,1,30,37.4968158,127.0316373,1,4645,10.5,3,6,3.850000000000001,38.91402714932127,2,1.0
서울특별시 강남구 역삼동 827-58번지,1,23,37.4968735,127.031829,1,4701,22.5,6,6,4.125,39.38327467739233,2,1.0
서울특별시 강남구 역삼동 827-59번지,1,22,37.4967153,127.0319056,1,4673,22.85,6,6,4.189166666666667,39.1486509133568,2,1.0
서울특별시 강남구 역삼동 827-60번지,1,32,37.4966575,127.0317101,1,4620,10.4,3,6,3.813333333333334,38.70454164571812,2,1.0
서울특별시 강남구 역삼동 827-61번지,2,19,37.4964913,127.031845,1,4626,23.4,5,6,5.148,38.75481816658287,2,1.0
서울특별시 강남구 역삼동 827-64번지,2,7,37.4962476,127.0320077,1,4624,29.96,6,6,5.492666666666667,38.73805932629463,2,0.0
서울특별시 강남구 역삼동 827-65번지,2,14,37.496128,127.0321,1,4612,29.1,7,6,4.572857142857144,38.63750628456511,2,0.0
서울특별시 강남구 역삼동 827-66번지,2,21,37.4959949,127.0321635,1,4600,25.6,6,6,4.693333333333333,38.5369532428356,2,1.0
서울특별시 강남구 역삼동 827-67번지,1,33,37.4958617,127.0322271,1,4573,7.05,2,6,3.8775,38.3107088989442,2,1.0
서울특별시 강남구 역삼동 827-68번지,1,33,37.4957347,127.032288,1,4572,8.25,2,6,4.5375000000000005,38.30232947880007,2,1.0
서울특별시 강남구 역삼동 827-69번지,1,30,37.4956533,127.0319876,1,4458,13.2,5,6,2.904,37.3470755823697,2,1.0
서울특별시 강남구 청담동 23-4번지,1,50,37.5205993,127.0422861,1,109,0.0,2,6,0.0,0.9049773755656108,1,2.0
서울특별시 강남구 청담동 23-4번지,0,23,37.5205993,127.0422861,1,109,16.75,4,4,4.60625,0.9049773755656108,1,0.0
서울특별시 강남구 청담동 23-4번지,1,48,37.5205993,127.0422861,1,109,0.0,4,6,0.0,0.9049773755656108,1,2.0
서울특별시 강남구 청담동 23-4번지,1,52,37.5205993,127.0422861,1,109,0.0,4,6,0.0,0.9049773755656108,1,2.0
서울특별시 강남구 청담동 23-4번지,0,52,37.5205993,127.0422861,1,109,0.0,6,6,0.0,0.9049773755656108,1,2.0
서울특별시 강남구 청담동 26번지,0,21,37.5204297,127.043807,1,2,13.11,4,6,3.60525,0.008379420144126,1,0.0
서울특별시 강남구 청담동 26번지,2,21,37.5204297,127.043807,1,2,0.0,0,6,,0.008379420144126,1,
서울특별시 강남구 청담동 26번지,0,21,37.5204297,127.043807,1,2,13.11,4,6,3.60525,0.008379420144126,1,0.0
서울특별시 강남구 역삼동 816-4번지,2,35,37.4998285,127.027454,1,4409,21.55,5,6,4.7410000000000005,36.936483995307526,2,1.0
서울특별시 강남구 역삼동 816-5번지,0,19,37.4999771,127.0273849,1,4412,7.6,2,4,4.18,36.961622255739904,2,0.0
서울특별시 강남구 역삼동 827-72번지,1,12,37.4957998,127.0319182,1,4465,16.7,6,6,3.061666666666667,37.40573152337858,2,0.0
서울특별시 강남구 역삼동 827-73번지,1,8,37.4959496,127.0318449,1,4502,19.37,6,6,3.551166666666667,37.71577006871125,2,0.0
서울특별시 강남구 역삼동 827-74번지,1,30,37.4958989,127.0316801,1,4433,10.6,3,2,3.8866666666666663,37.13759007876655,2,4.0
서울특별시 강남구 역삼동 827-75번지,1,9,37.4960798,127.0315942,1,4470,17.4,6,6,3.19,37.44762862409921,2,0.0
서울특별시 강남구 역삼동 827-76번지,1,1,37.4961285,127.0317569,1,4529,21.51,7,6,3.3801428571428573,37.942014412602646,2,0.0
서울특별시 강남구 역삼동 827-77번지,0,32,37.4962802,127.0316316,1,4519,4.4,1,6,4.840000000000001,37.85822021116139,2,1.0
서울특별시 강남구 역삼동 827-81번지,1,29,37.49648699999999,127.0315839,1,4562,10.4,3,6,3.813333333333334,38.2185352773588,2,1.0
서울특별시 강남구 역삼동 827-82번지,1,19,37.4964372,127.0314211,1,4501,17.25,6,6,3.1625,37.70739064856712,2,0.0
서울특별시 강남구 역삼동 828번지,1,41,37.4972898,127.032158,1,4852,0.0,5,6,0.0,40.64856711915535,3,2.0
서울특별시 강남구 역삼동 828-1번지,1,42,37.49736559999999,127.0325989,1,4964,25.3,5,6,5.566000000000001,41.58706217529747,3,1.0
서울특별시 강남구 역삼동 828-5번지,2,35,37.4968373,127.0323749,1,4813,26.25,6,6,4.8125,40.32176973353444,3,1.0
서울특별시 강남구 역삼동 834-16번지,0,7,37.493422,127.0346326,1,4309,15.6,5,6,3.4320000000000004,36.09854198089492,2,0.0
서울특별시 강남구 역삼동 834-17번지,0,16,37.4933205,127.0346815,1,4277,12.4,4,6,3.4100000000000006,35.830400536282895,2,0.0
서울특별시 강남구 역삼동 834-18번지,0,15,37.4933305,127.0344866,1,4233,14.6,5,6,3.212,35.46170604994134,2,0.0
서울특별시 강남구 역삼동 834-19번지,1,2,37.4932194,127.0347458,1,4226,17.0,5,6,3.74,35.40305010893246,2,0.0
서울특별시 강남구 역삼동 834-20번지,1,35,37.4931698,127.0345809,1,4170,16.9,5,6,3.718,34.9338025808614,2,1.0
서울특별시 강남구 역삼동 834-21번지,1,27,37.4930683,127.0348243,1,4173,9.9,3,6,3.630000000000001,34.95894084129378,2,1.0
서울특별시 강남구 역삼동 834-22번지,1,29,37.4929465,127.0348824,1,4144,14.7,5,6,3.234,34.715937657114125,2,1.0
서울특별시 강남구 역삼동 902번지,1,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,0.0,1,6,0.0,14.647226411932296,1,0.0
서울특별시 강남구 역삼동 902번지,0,3,37.5164561,127.0318878,1,1749,95.55,35,6,3.003,14.647226411932296,1,3.0
서울특별시 강남구 역삼동 902번지,3,3,37.5164561,127.0318878,1,1749,0.0,0,6,,14.647226411932296,1,
서울특별시 강남구 역삼동 903번지,3,3,37.5164561,127.0318878,1,1749,25.1,7,6,3.944285714285715,14.647226411932296,1,0.0
서울특별시 강남구 역삼동 809-12번지,1,45,37.5029291,127.0259423,1,3956,20.4,6,6,3.74,33.140606670018435,2,1.0
서울특별시 강남구 역삼동 809-12번지,0,45,37.5029291,127.0259423,1,3956,3.2,1,1,3.5200000000000005,33.140606670018435,2,4.0
서울특별시 강남구 역삼동 810번지,1,35,37.5038636,127.0258264,1,3870,13.4,4,6,3.685000000000001,32.4199765376236,2,1.0
서울특별시 강남구 역삼동 810-1번지,1,35,37.5037426,127.0258894,1,3890,13.0,4,6,3.575,32.58756494050612,2,1.0
서울특별시 강남구 역삼동 810-2번지,1,48,37.50362860000001,127.025943,1,3893,0.0,2,1,0.0,32.6127032009385,2,4.0
서울특별시 강남구 역삼동 810-3번지,1,33,37.5035225,127.0260012,1,3910,12.5,4,6,3.4375000000000004,32.755153343388635,2,1.0
서울특별시 강남구 역삼동 810-4번지,1,51,37.5035391,127.0261446,1,3934,8.4,2,1,4.620000000000001,32.95625942684766,2,4.0
서울특별시 강남구 역삼동 810-5번지,2,21,37.5033413,127.0261247,1,3953,19.4,6,6,3.556666666666666,33.11546840958606,2,1.0
서울특별시 강남구 역삼동 810-7번지,1,21,37.5031596,127.0262088,1,3974,18.37,6,6,3.367833333333334,33.2914362326127,2,1.0
서울특별시 강남구 역삼동 810-8번지,1,38,37.5029918,127.0262228,1,3990,11.6,4,6,3.19,33.425506954918724,2,1.0
서울특별시 강남구 역삼동 810-9번지,1,35,37.5030264,127.0263462,1,4008,13.25,4,6,3.64375,33.57633651751299,2,1.0
서울특별시 강남구 청담동 26-10번지,1,33,37.5201645,127.0440553,1,4,7.3,2,2,4.015000000000001,0.025138260432378,1,4.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,34,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,34,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,0,34,37.4941844,127.0752156,1,6243,0.0,2,2,0.0,52.304340539634666,3,4.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,3,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,2,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 12번지,1,33,37.4941844,127.0752156,1,6243,0.0,15,6,0.0,52.304340539634666,3,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,2,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,2,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,2,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 개포동 185번지,1,42,37.4888759,127.0716679,1,2627,0.0,13,6,0.0,22.004357298474947,2,2.0
서울특별시 강남구 역삼동 810-10번지,2,3,37.5030689,127.0265265,1,4071,27.175,6,6,4.982083333333334,34.10423998659293,2,0.0
서울특별시 강남구 역삼동 810-12번지,1,2,37.5032837,127.0264275,1,4018,18.0,5,6,3.96,33.66013071895425,2,0.0
서울특별시 강남구 역삼동 810-13번지,1,10,37.5033813,127.0263822,1,4012,14.85,4,4,4.08375,33.609854198089494,2,0.0
서울특별시 강남구 역삼동 810-14번지,1,9,37.5034798,127.0263357,1,3978,17.9,4,6,4.9225,33.32495391318921,2,0.0
서울특별시 강남구 역삼동 810-15번지,1,28,37.5035956,127.0263275,1,3959,10.2,3,6,3.74,33.16574493045081,2,1.0
서울특별시 강남구 역삼동 826-36번지,3,15,37.49582780000001,127.0305132,1,4294,39.9,13,6,3.376153846153846,35.97285067873303,2,3.0
서울특별시 강남구 역삼동 826-37번지,5,18,37.4953995,127.030406,1,4270,49.55,15,5,3.633666666666667,35.77174459527401,2,3.0
