대지위치,세대수,가구수,노후화
서울특별시 강남구 논현동 171,0,9,28
서울특별시 강남구 신사동 554-17,0,10,31
서울특별시 강남구 개포동 1164-25,10,0,23
서울특별시 강남구 역삼동 728-31,16,0,22
서울특별시 강남구 청담동 134,177,0,33
서울특별시 강남구 논현동 273-1,14,0,23
서울특별시 강남구 논현동 166-22,11,0,24
서울특별시 강남구 역삼동 757,48,0,20
서울특별시 강남구 삼성동 94-27,3,0,36
서울특별시 강남구 삼성동 84-7,3,0,37
서울특별시 강남구 논현동 257-4,0,7,23
서울특별시 강남구 논현동 190-5,0,0,30
서울특별시 강남구 역삼동 683-5,0,1,41
서울특별시 강남구 일원동 631-7,0,1,39
서울특별시 강남구 삼성동 31-4,7,0,14
서울특별시 강남구 청담동 134-38,0,0,14
서울특별시 강남구 세곡동 533,60,0,13
서울특별시 강남구 개포동 1183-17,0,1,34
서울특별시 강남구 역삼동 782-3,0,7,28
서울특별시 강남구 역삼동 782-13,0,7,31
서울특별시 강남구 대치동 991-9,0,1,39
서울특별시 강남구 역삼동 817-7,0,0,21
서울특별시 강남구 일원동 652-8,0,1,41
서울특별시 강남구 삼성동 115-37,0,13,28
서울특별시 강남구 신사동 542,0,0,36
서울특별시 강남구 신사동 556-26,0,0,22
서울특별시 강남구 대치동 999-3,0,0,35
서울특별시 강남구 역삼동 751-2,0,0,38
서울특별시 강남구 논현동 111-26,0,0,33
서울특별시 강남구 신사동 517-15,0,0,50
서울특별시 강남구 논현동 12-13,0,5,31
서울특별시 강남구 자곡동 651,0,0,11
서울특별시 강남구 대치동 1022,0,0,32
서울특별시 강남구 역삼동 792-79,12,0,24
서울특별시 강남구 삼성동 54-6,17,0,42
서울특별시 강남구 삼성동 91-18,9,0,34
서울특별시 강남구 개포동 1222-1,10,0,32
서울특별시 강남구 대치동 915-2,6,0,21
서울특별시 강남구 일원동 664-12,9,0,1
서울특별시 강남구 일원동 670-9,0,1,39
서울특별시 강남구 역삼동 695-27,0,0,42
서울특별시 강남구 신사동 588-8,0,7,22
서울특별시 강남구 삼성동 76-13,0,0,34
서울특별시 강남구 논현동 83-4,0,0,25
서울특별시 강남구 역삼동 613,0,0,37
서울특별시 강남구 청담동 101-6,0,0,22
서울특별시 강남구 삼성동 26-8,0,1,39
서울특별시 강남구 역삼동 781-8,0,12,23
서울특별시 강남구 논현동 146-7,0,1,48
서울특별시 강남구 일원동 150,0,1,25
서울특별시 강남구 청담동 12-3,0,1,45
서울특별시 강남구 대치동 983,0,0,30
서울특별시 강남구 청담동 110-17,0,1,21
서울특별시 강남구 청담동 79-19,0,0,34
서울특별시 강남구 논현동 212-2,0,0,41
서울특별시 강남구 도곡동 952-4,0,0,17
서울특별시 강남구 개포동 1195-13,0,1,35
서울특별시 강남구 논현동 156-17,0,6,29
서울특별시 강남구 논현동 130-1,0,0,17
서울특별시 강남구 논현동 219-32,0,7,30
서울특별시 강남구 신사동 664-19,0,1,29
서울특별시 강남구 신사동 589-19,0,0,23
서울특별시 강남구 역삼동 648-3,0,0,40
서울특별시 강남구 대치동 958,0,9,29
서울특별시 강남구 논현동 68-11,0,0,21
서울특별시 강남구 삼성동 151-6,0,0,32
서울특별시 강남구 도곡동 416-11,0,0,34
서울특별시 강남구 삼성동 165-10,7,0,21
서울특별시 강남구 논현동 232-21,0,1,28
서울특별시 강남구 대치동 1023-9,0,0,18
서울특별시 강남구 역삼동 626-25,0,3,23
서울특별시 강남구 역삼동 828-43,0,9,30
서울특별시 강남구 논현동 75,0,0,47
서울특별시 강남구 도곡동 300-8,0,1,25
서울특별시 강남구 삼성동 169-5,0,0,33
서울특별시 강남구 삼성동 112-20,0,1,34
서울특별시 강남구 신사동 544-23,0,1,30
서울특별시 강남구 율현동 110,0,0,22
서울특별시 강남구 논현동 167-10,6,0,39
서울특별시 강남구 대치동 904-19,9,0,24
서울특별시 강남구 역삼동 663-21,7,0,24
서울특별시 강남구 삼성동 48-9,13,0,22
서울특별시 강남구 삼성동 97,19,0,33
서울특별시 강남구 도곡동 414-13,0,0,37
서울특별시 강남구 역삼동 829-15,0,0,41
서울특별시 강남구 대치동 911-13,0,0,50
서울특별시 강남구 역삼동 626-7,0,0,45
서울특별시 강남구 역삼동 677-2,0,0,25
서울특별시 강남구 논현동 193-27,0,8,28
서울특별시 강남구 대치동 953-15,0,1,38
서울특별시 강남구 개포동 1202-7,0,1,37
서울특별시 강남구 논현동 130,0,0,31
서울특별시 강남구 신사동 563-15,0,0,33
서울특별시 강남구 도곡동 543-7,0,0,18
서울특별시 강남구 삼성동 33-3,0,1,36
서울특별시 강남구 율현동 201-38,0,1,37
서울특별시 강남구 논현동 218-31,0,0,35
서울특별시 강남구 신사동 657-36,0,0,32
서울특별시 강남구 삼성동 118-11,0,1,32
서울특별시 강남구 역삼동 736,0,0,33
서울특별시 강남구 일원동 618,0,0,40
서울특별시 강남구 대치동 926-18,4,0,22
서울특별시 강남구 도곡동 453-4,6,0,37
서울특별시 강남구 신사동 566-4,0,1,34
서울특별시 강남구 청담동 13-4,5,0,38
서울특별시 강남구 개포동 1238-6,0,0,37
서울특별시 강남구 논현동 107-35,0,0,19
서울특별시 강남구 논현동 65-17,0,3,25
서울특별시 강남구 논현동 181-14,0,0,38
서울특별시 강남구 삼성동 74-13,0,0,25
서울특별시 강남구 삼성동 123-36,0,1,32
서울특별시 강남구 논현동 103-7,0,1,51
서울특별시 강남구 삼성동 25-25,0,1,37
서울특별시 강남구 신사동 560-11,0,7,30
서울특별시 강남구 역삼동 624-29,0,15,30
서울특별시 강남구 역삼동 613-21,0,1,34
서울특별시 강남구 청담동 31-2,0,0,36
서울특별시 강남구 논현동 175-31,0,0,39
서울특별시 강남구 역삼동 704-3,0,0,22
서울특별시 강남구 청담동 21-9,0,9,31
서울특별시 강남구 삼성동 141-20,0,0,22
서울특별시 강남구 율현동 298,0,1,25
서울특별시 강남구 논현동 133-9,7,0,22
서울특별시 강남구 역삼동 781-38,6,0,22
서울특별시 강남구 대치동 954-17,6,0,19
서울특별시 강남구 논현동 257-13,8,0,24
서울특별시 강남구 대치동 928-27,10,0,23
서울특별시 강남구 신사동 544-4,0,7,28
서울특별시 강남구 신사동 621,0,0,29
서울특별시 강남구 논현동 257-19,0,6,23
서울특별시 강남구 신사동 567-15,0,3,21
서울특별시 강남구 신사동 561-30,0,0,45
서울특별시 강남구 일원동 620-16,0,1,40
서울특별시 강남구 신사동 653-19,0,0,34
서울특별시 강남구 도곡동 948-7,0,1,41
서울특별시 강남구 신사동 512-8,0,0,25
서울특별시 강남구 삼성동 26-35,0,0,29
서울특별시 강남구 논현동 268-10,0,0,49
서울특별시 강남구 역삼동 683-25,0,0,22
서울특별시 강남구 논현동 162-1,0,10,32
서울특별시 강남구 역삼동 704-51,0,0,21
서울특별시 강남구 대치동 923-35,0,16,31
서울특별시 강남구 삼성동 62-3,1,1,49
서울특별시 강남구 논현동 41-14,0,1,35
서울특별시 강남구 신사동 535-8,0,0,20
서울특별시 강남구 신사동 615-2,0,0,41
서울특별시 강남구 일원동 687-4,0,1,35
서울특별시 강남구 역삼동 608,0,0,42
서울특별시 강남구 도곡동 895-9,0,0,52
서울특별시 강남구 삼성동 115-41,0,9,27
서울특별시 강남구 개포동 186-4,0,0,41
서울특별시 강남구 역삼동 834,0,0,20
서울특별시 강남구 개포동 162,0,1,38
서울특별시 강남구 개포동 1222-3,0,1,32
서울특별시 강남구 논현동 166,0,0,21
서울특별시 강남구 논현동 240-12,2,0,29
서울특별시 강남구 대치동 896-33,6,0,23
서울특별시 강남구 청담동 110,10,0,21
서울특별시 강남구 삼성동 110-1,0,0,17
서울특별시 강남구 역삼동 793-42,0,0,22
서울특별시 강남구 개포동 1244-4,0,0,35
서울특별시 강남구 역삼동 776-22,0,0,42
서울특별시 강남구 개포동 1247-4,0,1,35
서울특별시 강남구 신사동 566-26,0,11,31
서울특별시 강남구 역삼동 749-31,0,13,29
서울특별시 강남구 신사동 524-20,0,3,29
서울특별시 강남구 삼성동 159,0,0,23
서울특별시 강남구 논현동 132-21,0,0,38
서울특별시 강남구 신사동 629-24,0,0,23
서울특별시 강남구 역삼동 834-62,0,1,33
서울특별시 강남구 역삼동 831-3,0,0,34
서울특별시 강남구 수서동 738-1,0,0,30
서울특별시 강남구 역삼동 787-1,0,1,27
서울특별시 강남구 역삼동 657-16,0,8,25
서울특별시 강남구 역삼동 834-6,0,0,49
서울특별시 강남구 수서동 10-1,0,0,28
서울특별시 강남구 신사동 521-7,0,0,25
서울특별시 강남구 역삼동 778-22,7,0,22
서울특별시 강남구 대치동 900-61,9,0,18
서울특별시 강남구 삼성동 30-4,8,0,23
서울특별시 강남구 삼성동 94-18,3,0,36
서울특별시 강남구 신사동 590-7,14,0,18
서울특별시 강남구 청담동 46-3,0,0,22
서울특별시 강남구 청담동 109-1,0,2,33
서울특별시 강남구 도곡동 903-1,0,0,35
서울특별시 강남구 논현동 118-14,0,0,49
서울특별시 강남구 논현동 72-13,0,4,25
서울특별시 강남구 도곡동 954-25,11,0,33
서울특별시 강남구 역삼동 681-4,0,2,22
서울특별시 강남구 신사동 661-15,0,0,36
서울특별시 강남구 역삼동 642-4,0,0,32
서울특별시 강남구 신사동 566-8,0,1,30
서울특별시 강남구 일원동 684-2,0,0,37
서울특별시 강남구 논현동 171-21,0,11,24
서울특별시 강남구 신사동 512,0,0,35
서울특별시 강남구 신사동 637-12,0,0,43
서울특별시 강남구 신사동 581-8,0,0,35
서울특별시 강남구 신사동 629-32,0,0,29
서울특별시 강남구 논현동 160-1,1,1,21
서울특별시 강남구 개포동 1239-1,0,0,33
서울특별시 강남구 논현동 254-29,0,0,50
서울특별시 강남구 역삼동 682-7,0,0,40
서울특별시 강남구 역삼동 836-39,0,9,23
서울특별시 강남구 개포동 1256-7,0,0,36
서울특별시 강남구 세곡동 170-25,0,3,43
서울특별시 강남구 일원동 131,0,1,25
서울특별시 강남구 대치동 939-11,0,0,35
서울특별시 강남구 역삼동 647-7,0,0,36
서울특별시 강남구 논현동 140-11,16,0,23
서울특별시 강남구 역삼동 683-6,19,0,29
서울특별시 강남구 역삼동 770-17,10,0,23
서울특별시 강남구 역삼동 758,0,7,23
서울특별시 강남구 일원동 640-2,0,1,36
서울특별시 강남구 논현동 226-6,0,1,43
서울특별시 강남구 대치동 937,0,0,39
서울특별시 강남구 논현동 256-13,0,0,36
서울특별시 강남구 삼성동 44-29,0,15,29
서울특별시 강남구 역삼동 729-6,0,14,28
서울특별시 강남구 삼성동 168-12,0,0,19
서울특별시 강남구 청담동 11-27,8,0,24
서울특별시 강남구 개포동 1202-8,9,0,32
서울특별시 강남구 삼성동 124-6,9,0,49
서울특별시 강남구 대치동 913-20,4,0,23
서울특별시 강남구 청담동 116-1,0,1,38
서울특별시 강남구 신사동 643-2,0,0,43
서울특별시 강남구 역삼동 659-10,0,0,32
서울특별시 강남구 일원동 623-18,0,1,38
서울특별시 강남구 대치동 150,0,1,25
서울특별시 강남구 역삼동 666-14,0,1,35
서울특별시 강남구 논현동 175-29,0,11,24
서울특별시 강남구 일원동 641-10,0,1,38
서울특별시 강남구 신사동 508-12,0,0,22
서울특별시 강남구 자곡동 440-82,0,1,29
서울특별시 강남구 신사동 608-8,0,0,35
서울특별시 강남구 삼성동 153-34,0,0,43
서울특별시 강남구 개포동 1183-9,0,1,36
서울특별시 강남구 신사동 654-14,0,1,33
서울특별시 강남구 역삼동 640-8,0,0,23
서울특별시 강남구 개포동 1163-8,0,0,32
서울특별시 강남구 일원동 632-3,0,1,39
서울특별시 강남구 논현동 234-21,0,4,28
서울특별시 강남구 삼성동 47-9,0,4,34
서울특별시 강남구 일원동 648-5,0,1,38
서울특별시 강남구 삼성동 161,0,0,31
서울특별시 강남구 도곡동 542-4,0,0,24
서울특별시 강남구 논현동 112-15,0,0,21
서울특별시 강남구 대치동 999-12,0,0,19
서울특별시 강남구 대치동 916-16,0,1,37
서울특별시 강남구 일원동 672,0,1,39
서울특별시 강남구 논현동 149-2,0,1,48
서울특별시 강남구 논현동 229-6,0,9,24
서울특별시 강남구 신사동 544-16,0,0,39
서울특별시 강남구 논현동 211,0,0,21
서울특별시 강남구 대치동 926-3,7,0,23
서울특별시 강남구 역삼동 629-25,8,0,22
서울특별시 강남구 역삼동 782-42,4,0,23
서울특별시 강남구 삼성동 140-7,0,7,29
서울특별시 강남구 논현동 235-7,0,1,33
서울특별시 강남구 신사동 526-18,0,0,34
서울특별시 강남구 논현동 181-2,0,0,52
서울특별시 강남구 청담동 44-17,0,0,19
서울특별시 강남구 역삼동 782-19,0,0,29
서울특별시 강남구 역삼동 708-8,0,0,32
서울특별시 강남구 역삼동 671-25,0,12,23
서울특별시 강남구 청담동 57-5,0,1,33
서울특별시 강남구 삼성동 76-10,0,0,25
서울특별시 강남구 신사동 574-1,0,0,42
서울특별시 강남구 논현동 83,0,0,29
서울특별시 강남구 대치동 915-18,0,0,28
서울특별시 강남구 신사동 643-1,0,0,33
서울특별시 강남구 대치동 923-26,0,1,21
서울특별시 강남구 세곡동 168-7,0,0,44
서울특별시 강남구 도곡동 952-10,0,0,33
서울특별시 강남구 율현동 192-25,0,1,33
서울특별시 강남구 대치동 974-1,20,0,48
서울특별시 강남구 논현동 73-22,8,0,22
서울특별시 강남구 신사동 524-33,0,0,27
서울특별시 강남구 신사동 551-1,0,1,36
서울특별시 강남구 역삼동 619-14,0,0,21
서울특별시 강남구 논현동 186-8,15,0,24
서울특별시 강남구 논현동 34-1,15,0,29
서울특별시 강남구 청담동 18-1,0,0,53
서울특별시 강남구 신사동 559-20,0,3,23
서울특별시 강남구 신사동 626-49,0,0,21
서울특별시 강남구 논현동 194-9,0,18,28
서울특별시 강남구 대치동 962-20,14,0,21
서울특별시 강남구 대치동 911-22,12,0,23
서울특별시 강남구 역삼동 695-5,14,0,25
서울특별시 강남구 역삼동 818-11,0,0,36
서울특별시 강남구 역삼동 834-24,0,6,29
서울특별시 강남구 삼성동 69-13,0,0,31
서울특별시 강남구 신사동 576-3,0,0,39
서울특별시 강남구 청담동 96-22,0,0,29
서울특별시 강남구 개포동 1217-1,0,0,36
서울특별시 강남구 논현동 139-29,0,1,34
서울특별시 강남구 신사동 566-19,0,1,33
서울특별시 강남구 논현동 111-30,0,1,45
서울특별시 강남구 자곡동 218-11,0,1,38
서울특별시 강남구 역삼동 834-40,0,0,45
서울특별시 강남구 역삼동 700-26,0,1,44
서울특별시 강남구 역삼동 653-4,0,0,1
서울특별시 강남구 청담동 96-2,0,0,35
서울특별시 강남구 역삼동 644-13,12,0,34
서울특별시 강남구 도곡동 959-27,0,0,43
서울특별시 강남구 개포동 1183-8,13,0,32
서울특별시 강남구 청담동 92-16,0,0,23
서울특별시 강남구 자곡동 686,36,0,11
서울특별시 강남구 대치동 500,0,0,41
서울특별시 강남구 역삼동 792-22,11,0,15
서울특별시 강남구 논현동 230-16,12,0,11
서울특별시 강남구 신사동 594-21,8,0,14
서울특별시 강남구 일원동 653-4,6,0,37
서울특별시 강남구 신사동 635-14,39,0,21
서울특별시 강남구 일원동 634-2,3,0,40
서울특별시 강남구 역삼동 828-76,18,0,20
서울특별시 강남구 일원동 711,0,0,14
서울특별시 강남구 청담동 35-11,8,0,13
서울특별시 강남구 세곡동 579,0,0,12
서울특별시 강남구 일원동 633-3,10,0,4
서울특별시 강남구 일원동 743,0,0,4
서울특별시 강남구 대치동 1027,0,0,10
서울특별시 강남구 역삼동 700,0,0,1
서울특별시 강남구 신사동 655-3,0,1,32
서울특별시 강남구 삼성동 62-6,0,5,34
서울특별시 강남구 논현동 33-8,0,0,20
서울특별시 강남구 역삼동 833-4,0,0,31
서울특별시 강남구 논현동 38-13,18,0,7
서울특별시 강남구 역삼동 794-23,14,0,6
서울특별시 강남구 일원동 742,0,0,4
서울특별시 강남구 세곡동 541,0,0,9
서울특별시 강남구 세곡동 522,0,0,14
서울특별시 강남구 논현동 224-14,18,0,13
서울특별시 강남구 삼성동 122-18,12,0,13
서울특별시 강남구 도곡동 187-1,0,8,32
서울특별시 강남구 논현동 161-11,0,9,28
서울특별시 강남구 역삼동 776-14,0,0,18
서울특별시 강남구 삼성동 61-8,0,0,46
서울특별시 강남구 일원동 743,0,0,4
서울특별시 강남구 삼성동 142-16,28,0,3
서울특별시 강남구 도곡동 538-3,0,0,9
서울특별시 강남구 역삼동 709-5,0,0,11
서울특별시 강남구 논현동 266-10,16,0,12
서울특별시 강남구 도곡동 415,9,0,12
서울특별시 강남구 대치동 916-14,18,0,12
서울특별시 강남구 논현동 175-15,17,0,12
서울특별시 강남구 자곡동 646,8,0,12
서울특별시 강남구 대치동 944-21,0,0,7
서울특별시 강남구 일원동 680-2,10,0,6
서울특별시 강남구 삼성동 46-13,5,0,11
서울특별시 강남구 역삼동 760-5,8,0,30
서울특별시 강남구 대치동 951-3,6,0,39
서울특별시 강남구 역삼동 825-24,0,0,11
서울특별시 강남구 자곡동 611,60,0,11
서울특별시 강남구 논현동 150-14,6,0,17
서울특별시 강남구 일원동 671-13,6,0,39
서울특별시 강남구 역삼동 834-61,12,0,23
서울특별시 강남구 일원동 638-9,4,0,39
서울특별시 강남구 논현동 37-10,5,0,23
서울특별시 강남구 청담동 70-8,9,0,15
서울특별시 강남구 대치동 944-20,0,0,14
서울특별시 강남구 삼성동 16,0,0,17
서울특별시 강남구 도곡동 465,54,0,40
서울특별시 강남구 도곡동 516-1,6,0,38
서울특별시 강남구 논현동 127-4,0,13,34
서울특별시 강남구 대치동 901-21,0,8,30
서울특별시 강남구 삼성동 130-3,0,0,33
서울특별시 강남구 도곡동 465,0,0,40
서울특별시 강남구 도곡동 465,36,0,40
서울특별시 강남구 도곡동 465,54,0,40
서울특별시 강남구 청담동 121-14,9,0,22
서울특별시 강남구 논현동 275,0,0,22
서울특별시 강남구 논현동 275,46,0,22
서울특별시 강남구 대치동 670,0,0,20
서울특별시 강남구 대치동 670,104,0,20
서울특별시 강남구 도곡동 967,88,0,20
서울특별시 강남구 도곡동 463-1,0,0,39
서울특별시 강남구 대치동 316,210,0,46
서울특별시 강남구 대치동 316,112,0,46
서울특별시 강남구 대치동 316,112,0,45
서울특별시 강남구 논현동 32-6,0,0,41
서울특별시 강남구 개포동 658-1,30,0,38
서울특별시 강남구 도곡동 963,239,0,30
서울특별시 강남구 청담동 23,0,0,37
서울특별시 강남구 대치동 316,0,0,45
서울특별시 강남구 역삼동 743-4,13,0,4
서울특별시 강남구 일원동 743,0,0,4
서울특별시 강남구 삼성동 189,109,0,4
서울특별시 강남구 일원동 625-2,4,0,40
서울특별시 강남구 일원동 661-3,7,0,21
서울특별시 강남구 논현동 10-20,0,0,33
서울특별시 강남구 청담동 66-1,0,0,33
서울특별시 강남구 논현동 231-15,5,0,22
서울특별시 강남구 논현동 217-13,4,0,32
서울특별시 강남구 도곡동 420-14,0,0,28
서울특별시 강남구 청담동 99-16,0,0,31
서울특별시 강남구 역삼동 696-26,0,0,22
서울특별시 강남구 신사동 537-13,0,0,39
서울특별시 강남구 역삼동 827-55,0,12,30
서울특별시 강남구 역삼동 644-19,0,0,33
서울특별시 강남구 청담동 60,18,0,26
서울특별시 강남구 청담동 60,56,0,26
서울특별시 강남구 삼성동 4-6,151,0,27
서울특별시 강남구 청담동 42,0,0,26
서울특별시 강남구 삼성동 17,80,0,25
서울특별시 강남구 삼성동 87,0,0,21
서울특별시 강남구 삼성동 87,0,0,21
서울특별시 강남구 삼성동 87,151,0,21
서울특별시 강남구 신사동 555-2,8,0,21
서울특별시 강남구 도곡동 463-1,54,0,39
서울특별시 강남구 도곡동 463-1,54,0,39
서울특별시 강남구 대치동 65,112,0,42
서울특별시 강남구 대치동 65,56,0,42
서울특별시 강남구 개포동 177,0,0,39
서울특별시 강남구 대치동 901-61,11,0,21
서울특별시 강남구 대치동 316,168,0,45
서울특별시 강남구 대치동 316,112,0,45
서울특별시 강남구 대치동 316,112,0,45
서울특별시 강남구 대치동 316,168,0,46
서울특별시 강남구 대치동 316,196,0,46
서울특별시 강남구 삼성동 34-6,11,0,23
서울특별시 강남구 역삼동 682-4,9,0,23
서울특별시 강남구 대치동 506,90,0,40
서울특별시 강남구 대치동 926-30,5,0,21
서울특별시 강남구 개포동 1201-6,12,0,32
서울특별시 강남구 대치동 932-17,8,0,22
서울특별시 강남구 개포동 1172-10,9,0,32
서울특별시 강남구 개포동 187,18,0,42
서울특별시 강남구 역삼동 749-27,9,0,23
서울특별시 강남구 삼성동 91-12,6,0,39
서울특별시 강남구 대치동 959-16,6,0,21
서울특별시 강남구 역삼동 681-26,77,0,23
서울특별시 강남구 논현동 271-22,6,0,23
서울특별시 강남구 역삼동 697-28,14,0,23
서울특별시 강남구 논현동 102-15,6,0,22
서울특별시 강남구 도곡동 151,6,0,33
서울특별시 강남구 신사동 532-5,0,0,34
서울특별시 강남구 논현동 222-13,0,12,25
서울특별시 강남구 논현동 110-7,0,5,30
서울특별시 강남구 신사동 644-13,0,0,21
서울특별시 강남구 삼성동 78-4,60,0,35
서울특별시 강남구 대치동 952-1,0,0,47
서울특별시 강남구 논현동 43,8,0,33
서울특별시 강남구 논현동 22,101,0,28
서울특별시 강남구 논현동 62-3,20,0,49
서울특별시 강남구 청담동 60,30,0,26
서울특별시 강남구 삼성동 53-2,0,0,41
서울특별시 강남구 삼성동 61-2,2,0,30
서울특별시 강남구 청담동 65,60,0,41
서울특별시 강남구 삼성동 78-4,52,0,33
서울특별시 강남구 삼성동 78-4,0,0,33
서울특별시 강남구 삼성동 84-2,3,0,36
서울특별시 강남구 삼성동 85-5,3,0,37
서울특별시 강남구 삼성동 89-3,8,0,30
서울특별시 강남구 대치동 933-15,8,0,22
서울특별시 강남구 논현동 2-15,0,0,32
서울특별시 강남구 논현동 51,0,0,23
서울특별시 강남구 역삼동 723-24,12,0,23
서울특별시 강남구 논현동 32-4,7,0,22
서울특별시 강남구 삼성동 100-12,3,0,39
서울특별시 강남구 개포동 1185-6,15,0,35
서울특별시 강남구 대치동 316,196,0,45
서울특별시 강남구 대치동 316,112,0,46
서울특별시 강남구 대치동 503,0,0,42
서울특별시 강남구 대치동 503,120,0,42
서울특별시 강남구 대치동 506,0,0,42
서울특별시 강남구 논현동 4-6,0,1,38
서울특별시 강남구 대치동 506,90,0,40
서울특별시 강남구 대치동 985,0,0,11
서울특별시 강남구 청담동 119-8,0,0,11
서울특별시 강남구 역삼동 777-7,0,13,28
서울특별시 강남구 일원동 729-8,0,3,31
서울특별시 강남구 수서동 467-10,0,1,37
서울특별시 강남구 개포동 1216-1,0,11,29
서울특별시 강남구 신사동 661-2,0,0,47
서울특별시 강남구 청담동 63-27,0,0,18
서울특별시 강남구 신사동 595-13,9,0,37
서울특별시 강남구 대치동 905-16,8,0,21
서울특별시 강남구 신사동 523-16,0,8,24
서울특별시 강남구 역삼동 646-18,0,0,41
서울특별시 강남구 신사동 664-17,0,0,31
서울특별시 강남구 일원동 630-9,6,0,39
서울특별시 강남구 논현동 219-25,7,0,18
서울특별시 강남구 삼성동 10-23,12,0,25
서울특별시 강남구 역삼동 778,12,0,18
서울특별시 강남구 도곡동 550-1,17,0,20
서울특별시 강남구 삼성동 39-24,6,0,22
서울특별시 강남구 개포동 1200-10,7,0,24
서울특별시 강남구 대치동 900-27,9,0,23
서울특별시 강남구 역삼동 781-48,12,0,21
서울특별시 강남구 도곡동 200-1,11,0,20
서울특별시 강남구 신사동 552-19,0,0,36
서울특별시 강남구 삼성동 9-22,0,0,18
서울특별시 강남구 삼성동 27-24,0,7,29
서울특별시 강남구 신사동 544-22,0,0,46
서울특별시 강남구 대치동 901-19,0,9,29
서울특별시 강남구 도곡동 869,0,0,42
서울특별시 강남구 일원동 711,120,0,33
서울특별시 강남구 일원동 615,84,0,38
서울특별시 강남구 일원동 615,84,0,38
서울특별시 강남구 일원동 615,30,0,38
서울특별시 강남구 일원동 626,0,0,39
서울특별시 강남구 일원동 626,20,0,39
서울특별시 강남구 일원동 626,20,0,39
서울특별시 강남구 삼성동 95,3,0,35
서울특별시 강남구 삼성동 95,3,0,35
서울특별시 강남구 청담동 113-6,15,0,28
서울특별시 강남구 삼성동 95-6,6,0,33
서울특별시 강남구 청담동 128-14,3,0,35
서울특별시 강남구 역삼동 623-3,3,0,32
서울특별시 강남구 압구정동 426,72,0,43
서울특별시 강남구 압구정동 397,90,0,38
서울특별시 강남구 압구정동 397,68,0,38
서울특별시 강남구 압구정동 426,72,0,43
서울특별시 강남구 개포동 187,156,0,42
서울특별시 강남구 개포동 187,140,0,42
서울특별시 강남구 도곡동 895-8,0,0,37
서울특별시 강남구 삼성동 39-17,9,0,16
서울특별시 강남구 대치동 916-78,9,0,12
서울특별시 강남구 삼성동 10-13,6,0,7
서울특별시 강남구 대치동 506,60,0,40
서울특별시 강남구 대치동 506,0,0,41
서울특별시 강남구 신사동 593-1,13,0,23
서울특별시 강남구 개포동 170-18,5,0,37
서울특별시 강남구 대치동 926-8,6,0,23
서울특별시 강남구 삼성동 118-21,10,0,29
서울특별시 강남구 대치동 919-8,12,0,23
서울특별시 강남구 일원동 688,0,0,3
서울특별시 강남구 역삼동 771-22,10,0,23
서울특별시 강남구 역삼동 837-11,0,0,32
서울특별시 강남구 역삼동 788-12,0,0,34
서울특별시 강남구 일원동 716,60,0,32
서울특별시 강남구 일원동 716,90,0,32
서울특별시 강남구 역삼동 687-7,4,0,22
서울특별시 강남구 일원동 711,120,0,33
서울특별시 강남구 일원동 711,180,0,33
서울특별시 강남구 일원동 711,150,0,33
서울특별시 강남구 일원동 711,60,0,33
서울특별시 강남구 도곡동 933,84,0,47
서울특별시 강남구 역삼동 742-19,6,0,37
서울특별시 강남구 역삼동 742-19,6,0,37
서울특별시 강남구 역삼동 623-3,3,0,32
서울특별시 강남구 역삼동 674-43,9,0,37
서울특별시 강남구 역삼동 685-14,5,0,39
서울특별시 강남구 도곡동 963,60,0,30
서울특별시 강남구 삼성동 127-5,0,0,21
서울특별시 강남구 압구정동 434,52,0,43
서울특별시 강남구 역삼동 697-29,12,0,12
서울특별시 강남구 세곡동 516,30,0,14
서울특별시 강남구 청담동 26-21,16,0,14
서울특별시 강남구 청담동 110-3,10,0,21
서울특별시 강남구 청담동 110-4,10,0,21
서울특별시 강남구 삼성동 87,168,0,21
서울특별시 강남구 신사동 632,43,0,21
서울특별시 강남구 논현동 109-17,7,0,21
서울특별시 강남구 개포동 1255-2,9,0,32
서울특별시 강남구 역삼동 777-16,9,0,25
서울특별시 강남구 대치동 950-9,9,0,21
서울특별시 강남구 수서동 717-1,0,0,23
서울특별시 강남구 대치동 954-9,12,0,24
서울특별시 강남구 대치동 927-22,0,9,29
서울특별시 강남구 청담동 122-8,0,0,36
서울특별시 강남구 논현동 262-30,0,4,32
서울특별시 강남구 개포동 162-5,9,0,30
서울특별시 강남구 역삼동 708-26,0,0,21
서울특별시 강남구 신사동 506-2,7,0,23
서울특별시 강남구 대치동 910-16,4,0,21
서울특별시 강남구 개포동 1257-12,5,0,8
서울특별시 강남구 신사동 627-19,0,0,31
서울특별시 강남구 대치동 941-26,0,0,42
서울특별시 강남구 논현동 158-2,0,12,32
서울특별시 강남구 논현동 130-26,0,9,23
서울특별시 강남구 수서동 712,58,0,32
서울특별시 강남구 수서동 723,178,0,33
서울특별시 강남구 일원동 716,120,0,32
서울특별시 강남구 수서동 708,162,0,33
서울특별시 강남구 대치동 316,140,0,45
서울특별시 강남구 일원동 580,40,0,32
서울특별시 강남구 역삼동 775-7,9,0,33
서울특별시 강남구 역삼동 776-26,6,0,39
서울특별시 강남구 신사동 659,100,0,24
서울특별시 강남구 역삼동 830-12,6,0,36
서울특별시 강남구 역삼동 830-13,6,0,36
서울특별시 강남구 일원동 719,72,0,31
