대지위치,세대수,가구수,노후화
서울특별시 강남구 삼성동 114-11,16,0,20
서울특별시 강남구 논현동 230-12,7,0,22
서울특별시 강남구 역삼동 674-7,2,0,18
서울특별시 강남구 역삼동 824-25,168,0,21
서울특별시 강남구 논현동 268-2,6,0,22
서울특별시 강남구 역삼동 793-5,0,1,35
서울특별시 강남구 도곡동 410-1,0,14,28
서울특별시 강남구 도곡동 945-5,0,13,30
서울특별시 강남구 삼성동 54-7,0,0,34
서울특별시 강남구 신사동 541-14,0,0,2
서울특별시 강남구 논현동 217-34,18,0,20
서울특별시 강남구 역삼동 693-1,13,0,23
서울특별시 강남구 청담동 113,15,0,28
서울특별시 강남구 논현동 74-29,9,0,22
서울특별시 강남구 개포동 1202-3,8,0,32
서울특별시 강남구 신사동 628-12,7,0,39
서울특별시 강남구 논현동 28-14,4,0,25
서울특별시 강남구 대치동 1017-1,14,0,26
서울특별시 강남구 신사동 576-7,0,1,36
서울특별시 강남구 역삼동 824,0,0,29
서울특별시 강남구 역삼동 794-6,9,0,21
서울특별시 강남구 대치동 901-18,12,0,23
서울특별시 강남구 신사동 519-5,8,0,27
서울특별시 강남구 역삼동 791-19,7,0,28
서울특별시 강남구 역삼동 728-23,7,0,34
서울특별시 강남구 역삼동 664-5,15,0,24
서울특별시 강남구 역삼동 682-15,0,0,40
서울특별시 강남구 신사동 594-7,0,0,4
서울특별시 강남구 대치동 991-2,0,0,3
서울특별시 강남구 논현동 44-5,0,0,2
서울특별시 강남구 신사동 648-4,0,0,37
서울특별시 강남구 청담동 18-41,0,0,2
서울특별시 강남구 역삼동 833-7,0,0,2
서울특별시 강남구 압구정동 429,0,0,39
서울특별시 강남구 삼성동 69-5,9,0,24
서울특별시 강남구 삼성동 49-5,8,0,22
서울특별시 강남구 일원동 649-14,3,0,38
서울특별시 강남구 일원동 712,0,0,28
서울특별시 강남구 청담동 87-11,0,1,5
서울특별시 강남구 역삼동 614-4,0,0,10
서울특별시 강남구 도곡동 168,0,0,20
서울특별시 강남구 청담동 58-14,7,0,23
서울특별시 강남구 삼성동 140-41,4,0,40
서울특별시 강남구 청담동 83-13,0,0,16
서울특별시 강남구 삼성동 100-13,0,0,16
서울특별시 강남구 역삼동 781-34,0,0,16
서울특별시 강남구 논현동 39-9,4,0,34
서울특별시 강남구 청담동 57-13,7,0,22
서울특별시 강남구 역삼동 704-64,10,0,23
서울특별시 강남구 청담동 130-13,0,1,11
서울특별시 강남구 청담동 81-2,0,0,5
서울특별시 강남구 논현동 259-14,0,0,10
서울특별시 강남구 삼성동 154-3,0,0,16
서울특별시 강남구 개포동 173,0,0,25
서울특별시 강남구 도곡동 942-9,0,1,15
서울특별시 강남구 논현동 67-13,0,9,15
서울특별시 강남구 신사동 566-5,0,0,24
서울특별시 강남구 삼성동 31-6,7,0,21
서울특별시 강남구 역삼동 749-30,7,0,23
서울특별시 강남구 개포동 1219-8,10,0,28
서울특별시 강남구 대치동 928-21,9,0,23
서울특별시 강남구 도곡동 106-1,0,0,14
서울특별시 강남구 청담동 101-9,1,0,14
서울특별시 강남구 신사동 600-14,0,0,13
서울특별시 강남구 도곡동 193-48,0,14,13
서울특별시 강남구 청담동 97,0,0,34
서울특별시 강남구 역삼동 674-39,12,0,23
서울특별시 강남구 삼성동 140-19,0,0,37
서울특별시 강남구 대치동 917-35,8,0,21
서울특별시 강남구 대치동 898-12,0,0,33
서울특별시 강남구 논현동 278-13,0,1,11
서울특별시 강남구 역삼동 641-15,0,0,17
서울특별시 강남구 개포동 565-3,0,0,17
서울특별시 강남구 청담동 109-20,0,0,17
서울특별시 강남구 논현동 254-7,0,0,28
서울특별시 강남구 개포동 1224-2,13,0,3
서울특별시 강남구 역삼동 678-13,0,0,9
서울특별시 강남구 삼성동 114-32,0,1,9
서울특별시 강남구 논현동 136-8,0,6,23
서울특별시 강남구 청담동 16,0,5,8
서울특별시 강남구 논현동 23-4,0,0,8
서울특별시 강남구 논현동 212-10,0,2,10
서울특별시 강남구 신사동 645-12,0,1,4
서울특별시 강남구 율현동 세곡2지구 단독주택용지,0,4,9
서울특별시 강남구 역삼동 752-43,0,7,15
서울특별시 강남구 역삼동 739-6,0,0,4
서울특별시 강남구 대치동 920,0,0,35
서울특별시 강남구 대치동 511,84,0,40
서울특별시 강남구 대치동 511,112,0,40
서울특별시 강남구 삼성동 96-13,3,0,39
서울특별시 강남구 역삼동 835-51,12,0,25
서울특별시 강남구 역삼동 773-8,0,0,47
서울특별시 강남구 역삼동 795-5,6,0,36
서울특별시 강남구 역삼동 780-21,7,0,23
서울특별시 강남구 논현동 218-21,4,0,21
서울특별시 강남구 역삼동 836-35,20,0,23
서울특별시 강남구 역삼동 779-4,0,0,37
서울특별시 강남구 대치동 911-3,8,0,22
서울특별시 강남구 삼성동 36-2,12,0,23
서울특별시 강남구 역삼동 697-17,13,0,25
서울특별시 강남구 대치동 901,10,0,24
서울특별시 강남구 논현동 277-19,13,0,23
서울특별시 강남구 청담동 70-10,6,0,36
서울특별시 강남구 개포동 166-2,6,0,21
서울특별시 강남구 개포동 1205-3,8,0,22
서울특별시 강남구 삼성동 27-13,6,0,21
서울특별시 강남구 수서동 721-1,73,0,9
서울특별시 강남구 도곡동 527,88,0,19
서울특별시 강남구 도곡동 527,78,0,19
서울특별시 강남구 도곡동 527,97,0,19
서울특별시 강남구 도곡동 527,64,0,19
서울특별시 강남구 도곡동 527,80,0,19
서울특별시 강남구 도곡동 527,84,0,19
서울특별시 강남구 대치동 63,84,0,41
서울특별시 강남구 도곡동 964,0,0,19
서울특별시 강남구 도곡동 964,171,0,19
서울특별시 강남구 도곡동 463-1,36,0,39
서울특별시 강남구 압구정동 436,48,0,43
서울특별시 강남구 청담동 108,102,0,31
서울특별시 강남구 압구정동 456,112,0,47
서울특별시 강남구 대치동 511,112,0,42
서울특별시 강남구 대치동 511,168,0,42
서울특별시 강남구 청담동 14,0,0,19
서울특별시 강남구 삼성동 103-22,35,0,19
서울특별시 강남구 도곡동 527,161,0,19
서울특별시 강남구 청담동 14,0,0,19
서울특별시 강남구 삼성동 105,0,0,20
서울특별시 강남구 역삼동 754-1,0,0,19
서울특별시 강남구 역삼동 754-1,92,0,19
서울특별시 강남구 역삼동 754-1,94,0,19
서울특별시 강남구 역삼동 754-1,96,0,19
서울특별시 강남구 역삼동 757,0,0,20
서울특별시 강남구 역삼동 757,86,0,20
서울특별시 강남구 역삼동 835-68,0,0,18
서울특별시 강남구 역삼동 835-68,0,0,18
서울특별시 강남구 대치동 503,90,0,42
서울특별시 강남구 역삼동 725-68,13,0,25
서울특별시 강남구 역삼동 728-37,22,0,23
서울특별시 강남구 삼성동 38,10,0,23
서울특별시 강남구 삼성동 105,25,0,20
서울특별시 강남구 역삼동 755-4,100,0,20
서울특별시 강남구 도곡동 527,0,0,19
서울특별시 강남구 도곡동 527,0,0,19
서울특별시 강남구 도곡동 527,0,0,19
서울특별시 강남구 도곡동 527,0,0,19
서울특별시 강남구 역삼동 795-41,0,0,20
서울특별시 강남구 논현동 25-10,3,0,33
서울특별시 강남구 삼성동 109-4,4,0,45
서울특별시 강남구 삼성동 109-4,6,0,45
서울특별시 강남구 삼성동 103-22,30,0,19
서울특별시 강남구 삼성동 122-7,27,0,19
서울특별시 강남구 역삼동 755-1,38,0,19
서울특별시 강남구 역삼동 754,0,0,19
서울특별시 강남구 개포동 654,54,0,39
서울특별시 강남구 개포동 653,52,0,41
서울특별시 강남구 신사동 604,6,0,45
서울특별시 강남구 신사동 604,6,0,45
서울특별시 강남구 개포동 12,119,0,34
서울특별시 강남구 개포동 12,161,0,33
서울특별시 강남구 개포동 12,119,0,34
서울특별시 강남구 개포동 12,116,0,34
서울특별시 강남구 개포동 12,131,0,33
서울특별시 강남구 개포동 179,81,0,38
서울특별시 강남구 개포동 649,48,0,41
서울특별시 강남구 개포동 654,36,0,39
서울특별시 강남구 개포동 654,54,0,39
서울특별시 강남구 삼성동 43,0,0,20
서울특별시 강남구 삼성동 43,35,0,20
서울특별시 강남구 삼성동 43,43,0,20
서울특별시 강남구 삼성동 43,0,0,20
서울특별시 강남구 청담동 130-28,0,0,2
서울특별시 강남구 대치동 511,112,0,40
서울특별시 강남구 역삼동 713-11,70,0,19
서울특별시 강남구 역삼동 713-11,178,0,19
서울특별시 강남구 대치동 511,0,0,41
서울특별시 강남구 대치동 511,0,0,41
서울특별시 강남구 신사동 521-14,10,0,23
서울특별시 강남구 논현동 249-7,0,0,39
서울특별시 강남구 도곡동 527,85,0,19
서울특별시 강남구 도곡동 527,88,0,19
서울특별시 강남구 역삼동 674-43,9,0,37
서울특별시 강남구 도곡동 968,23,0,21
서울특별시 강남구 개포동 12-2,0,0,21
서울특별시 강남구 도곡동 527,0,0,19
서울특별시 강남구 삼성동 11,0,0,18
서울특별시 강남구 삼성동 11,38,0,18
서울특별시 강남구 삼성동 11,80,0,18
서울특별시 강남구 삼성동 11,62,0,18
서울특별시 강남구 압구정동 369-1,90,0,49
서울특별시 강남구 일원동 615,30,0,38
서울특별시 강남구 일원동 711,168,0,33
서울특별시 강남구 도곡동 951-20,6,0,39
서울특별시 강남구 개포동 152,0,0,37
서울특별시 강남구 논현동 250-3,7,0,18
서울특별시 강남구 개포동 12,149,0,33
서울특별시 강남구 개포동 12,264,0,34
서울특별시 강남구 삼성동 7-3,0,0,18
서울특별시 강남구 삼성동 7-3,47,0,18
서울특별시 강남구 논현동 250,11,0,18
서울특별시 강남구 삼성동 65-6,6,0,39
서울특별시 강남구 삼성동 58-7,6,0,45
서울특별시 강남구 삼성동 96-8,3,0,39
서울특별시 강남구 신사동 606-7,6,0,43
서울특별시 강남구 삼성동 96,1,0,41
서울특별시 강남구 삼성동 96,1,0,41
서울특별시 강남구 삼성동 91-26,6,0,38
서울특별시 강남구 삼성동 77-19,6,0,39
서울특별시 강남구 삼성동 69-9,6,0,39
서울특별시 강남구 삼성동 31-16,7,0,22
서울특별시 강남구 일원동 682-4,8,0,22
서울특별시 강남구 개포동 1219-10,15,0,30
서울특별시 강남구 일원동 677-8,7,0,20
서울특별시 강남구 삼성동 11,0,0,18
서울특별시 강남구 삼성동 11,0,0,18
서울특별시 강남구 도곡동 543-7,0,0,18
서울특별시 강남구 도곡동 970,26,0,18
서울특별시 강남구 도곡동 970,30,0,18
서울특별시 강남구 대치동 974,0,0,26
서울특별시 강남구 대치동 992,0,0,35
서울특별시 강남구 대치동 992,120,0,35
서울특별시 강남구 대치동 974,41,0,26
서울특별시 강남구 대치동 974,21,0,26
서울특별시 강남구 신사동 651-10,6,0,41
서울특별시 강남구 신사동 605,6,0,44
서울특별시 강남구 신사동 620-8,12,0,45
서울특별시 강남구 신사동 620-8,12,0,45
서울특별시 강남구 신사동 605,6,0,44
서울특별시 강남구 논현동 145-8,0,0,31
서울특별시 강남구 역삼동 750-32,0,0,19
서울특별시 강남구 논현동 135,6,0,22
서울특별시 강남구 역삼동 702-22,0,0,32
서울특별시 강남구 도곡동 200-10,15,0,24
서울특별시 강남구 역삼동 831,0,0,40
서울특별시 강남구 논현동 55-12,14,0,24
서울특별시 강남구 역삼동 836-63,15,0,20
서울특별시 강남구 논현동 9-10,0,0,3
서울특별시 강남구 논현동 183-3,0,0,23
서울특별시 강남구 청담동 5-9,0,0,34
서울특별시 강남구 역삼동 629-18,12,0,23
서울특별시 강남구 도곡동 452-13,6,0,37
서울특별시 강남구 대치동 507,0,0,22
서울특별시 강남구 신사동 521-5,0,1,23
서울특별시 강남구 개포동 1215,1,0,35
서울특별시 강남구 청담동 43-1,19,0,33
서울특별시 강남구 신사동 523-23,12,0,23
서울특별시 강남구 삼성동 90-3,10,0,30
서울특별시 강남구 청담동 123,12,0,34
서울특별시 강남구 논현동 44-8,14,0,22
서울특별시 강남구 개포동 161-1,6,0,34
서울특별시 강남구 청담동 18-12,8,0,18
서울특별시 강남구 역삼동 691,11,0,21
서울특별시 강남구 대치동 988-4,83,0,26
서울특별시 강남구 개포동 1232-12,7,0,21
서울특별시 강남구 대치동 603,0,0,42
서울특별시 강남구 역삼동 778-28,6,0,21
서울특별시 강남구 일원동 638-7,6,0,39
서울특별시 강남구 청담동 12-24,8,0,33
서울특별시 강남구 역삼동 742-13,13,0,18
서울특별시 강남구 삼성동 64-6,10,0,18
서울특별시 강남구 개포동 186-11,0,0,41
서울특별시 강남구 역삼동 695-6,12,0,23
서울특별시 강남구 논현동 68-25,9,0,22
서울특별시 강남구 청담동 58-4,4,0,40
서울특별시 강남구 논현동 122-25,19,0,29
서울특별시 강남구 역삼동 746-11,0,0,3
서울특별시 강남구 삼성동 119-3,0,0,34
서울특별시 강남구 일원동 724-2,0,4,31
서울특별시 강남구 논현동 272,0,2,33
서울특별시 강남구 역삼동 827-67,0,0,33
서울특별시 강남구 청담동 40-9,0,1,2
서울특별시 강남구 삼성동 32-7,4,0,23
서울특별시 강남구 역삼동 825-6,6,0,22
서울특별시 강남구 역삼동 782-22,13,0,23
서울특별시 강남구 청담동 130-10,15,0,29
서울특별시 강남구 삼성동 143-11,0,0,2
서울특별시 강남구 역삼동 636-16,0,0,22
서울특별시 강남구 역삼동 663-24,0,10,25
서울특별시 강남구 역삼동 744-14,0,7,28
서울특별시 강남구 삼성동 107-5,0,0,43
서울특별시 강남구 신사동 596-15,0,8,29
서울특별시 강남구 역삼동 736-28,0,0,1
서울특별시 강남구 역삼동 719-4,0,0,30
서울특별시 강남구 신사동 548,0,0,41
서울특별시 강남구 논현동 28-26,0,1,36
서울특별시 강남구 세곡동 355-2,0,1,43
서울특별시 강남구 개포동 1196-1,0,1,34
서울특별시 강남구 논현동 240-14,0,0,35
서울특별시 강남구 역삼동 794-13,0,10,28
서울특별시 강남구 청담동 31-9,0,0,43
서울특별시 강남구 논현동 188-13,0,4,30
서울특별시 강남구 논현동 270-14,0,1,47
서울특별시 강남구 역삼동 766,0,10,28
서울특별시 강남구 일원동 728-7,0,4,31
서울특별시 강남구 역삼동 840-11,0,0,22
서울특별시 강남구 논현동 148-2,0,1,36
서울특별시 강남구 도곡동 457-10,0,1,23
서울특별시 강남구 개포동 1218-28,0,1,37
서울특별시 강남구 역삼동 775-4,0,1,27
서울특별시 강남구 역삼동 601-24,0,3,22
서울특별시 강남구 삼성동 115-36,0,15,29
서울특별시 강남구 일원동 663-6,0,1,38
서울특별시 강남구 신사동 663-24,0,1,37
서울특별시 강남구 논현동 167-21,0,11,34
서울특별시 강남구 역삼동 684-15,0,1,43
서울특별시 강남구 역삼동 839-15,0,0,34
서울특별시 강남구 역삼동 752-5,0,12,31
서울특별시 강남구 역삼동 748-14,0,0,34
서울특별시 강남구 대치동 896-1,0,0,35
서울특별시 강남구 논현동 67-11,0,0,35
서울특별시 강남구 개포동 1230-3,0,1,35
서울특별시 강남구 신사동 626-18,0,0,21
서울특별시 강남구 율현동 298-12,0,1,38
서울특별시 강남구 역삼동 725-32,0,0,24
서울특별시 강남구 개포동 1172-11,0,1,35
서울특별시 강남구 삼성동 100-5,0,0,36
서울특별시 강남구 개포동 1255-9,0,1,37
서울특별시 강남구 논현동 191-8,0,11,23
서울특별시 강남구 신사동 650-8,0,0,45
서울특별시 강남구 신사동 555-20,0,0,25
서울특별시 강남구 일원동 673,0,1,38
서울특별시 강남구 신사동 569-21,0,0,28
서울특별시 강남구 도곡동 547,0,1,43
서울특별시 강남구 대치동 149,0,1,25
서울특별시 강남구 논현동 170-14,0,12,34
서울특별시 강남구 역삼동 639-19,20,0,6
서울특별시 강남구 자곡동 602,0,0,11
서울특별시 강남구 논현동 276-1,0,0,11
서울특별시 강남구 청담동 38-15,0,1,31
서울특별시 강남구 대치동 919-27,0,11,30
서울특별시 강남구 개포동 1247-5,0,0,37
서울특별시 강남구 청담동 140-17,0,1,51
서울특별시 강남구 논현동 227-9,0,0,21
서울특별시 강남구 논현동 52-9,1,1,2
서울특별시 강남구 역삼동 748-31,0,0,21
서울특별시 강남구 대치동 907-5,0,2,20
서울특별시 강남구 삼성동 35-13,0,0,45
서울특별시 강남구 도곡동 413-4,0,0,30
서울특별시 강남구 도곡동 456-8,0,0,35
서울특별시 강남구 개포동 164,0,6,37
서울특별시 강남구 역삼동 696-42,0,0,21
서울특별시 강남구 논현동 124-22,0,5,23
서울특별시 강남구 신사동 239-3,0,1,50
서울특별시 강남구 신사동 548-4,0,0,35
서울특별시 강남구 신사동 590-6,0,1,28
서울특별시 강남구 개포동 1218-3,0,0,34
서울특별시 강남구 청담동 20-14,0,7,29
서울특별시 강남구 청담동 17-17,0,1,31
서울특별시 강남구 개포동 1245-4,0,1,33
서울특별시 강남구 도곡동 420-9,0,0,33
서울특별시 강남구 논현동 215-3,0,0,33
서울특별시 강남구 역삼동 687-19,0,1,37
서울특별시 강남구 세곡동 21-13,0,0,32
서울특별시 강남구 개포동 167-5,0,1,54
서울특별시 강남구 개포동 1211-8,0,1,35
서울특별시 강남구 율현동 300-21,0,1,38
서울특별시 강남구 도곡동 422-1,0,0,37
서울특별시 강남구 도곡동 950-4,0,1,25
서울특별시 강남구 일원동 625-16,0,1,39
서울특별시 강남구 역삼동 735-3,0,0,22
서울특별시 강남구 청담동 98-7,0,0,18
서울특별시 강남구 세곡동 416-49,0,1,42
서울특별시 강남구 자곡동 519-4,0,1,38
서울특별시 강남구 논현동 204-3,0,0,40
서울특별시 강남구 신사동 519-26,0,0,50
서울특별시 강남구 역삼동 827-8,0,11,31
서울특별시 강남구 역삼동 678-35,0,0,29
서울특별시 강남구 신사동 533-16,1,1,23
서울특별시 강남구 삼성동 90-12,0,0,31
서울특별시 강남구 대치동 889-33,0,0,29
서울특별시 강남구 논현동 147-18,0,9,23
서울특별시 강남구 신사동 524-25,0,4,30
서울특별시 강남구 개포동 1229-18,0,1,35
서울특별시 강남구 개포동 1200-1,0,1,35
서울특별시 강남구 역삼동 782-38,0,9,29
서울특별시 강남구 역삼동 738-6,0,0,34
서울특별시 강남구 논현동 67-10,0,1,31
서울특별시 강남구 신사동 540-7,0,1,49
서울특별시 강남구 논현동 16-30,0,0,33
서울특별시 강남구 신사동 657-24,0,0,22
서울특별시 강남구 역삼동 681-2,0,0,39
서울특별시 강남구 역삼동 626-9,0,0,42
서울특별시 강남구 신사동 555-1,0,13,30
서울특별시 강남구 역삼동 726-9,0,0,22
서울특별시 강남구 신사동 566-33,0,10,32
서울특별시 강남구 대치동 955,0,6,23
서울특별시 강남구 논현동 87,0,0,22
서울특별시 강남구 삼성동 140-39,0,0,40
서울특별시 강남구 신사동 586-5,0,0,39
서울특별시 강남구 자곡동 235-3,0,1,37
서울특별시 강남구 역삼동 601-7,0,0,38
서울특별시 강남구 삼성동 142-12,0,0,23
서울특별시 강남구 신사동 645-15,0,0,51
서울특별시 강남구 역삼동 655-21,0,0,30
서울특별시 강남구 신사동 595-10,0,1,28
서울특별시 강남구 논현동 102-6,0,15,31
서울특별시 강남구 역삼동 622-16,0,1,42
서울특별시 강남구 역삼동 735-29,0,0,29
서울특별시 강남구 대치동 971-15,0,1,41
서울특별시 강남구 개포동 1238-4,0,0,33
서울특별시 강남구 신사동 551-11,0,0,36
서울특별시 강남구 역삼동 837-13,0,0,12
서울특별시 강남구 역삼동 778-11,13,0,15
서울특별시 강남구 논현동 164-2,0,0,44
서울특별시 강남구 대치동 930-28,0,9,23
서울특별시 강남구 논현동 265-19,0,8,24
서울특별시 강남구 논현동 30-9,0,0,1
서울특별시 강남구 논현동 265-10,18,0,13
서울특별시 강남구 역삼동 698-39,16,0,13
서울특별시 강남구 논현동 136-39,14,0,12
서울특별시 강남구 도곡동 413-11,4,0,30
서울특별시 강남구 논현동 121,0,0,51
서울특별시 강남구 논현동 244-17,24,0,12
서울특별시 강남구 역삼동 675-3,0,0,11
서울특별시 강남구 논현동 138-18,0,5,27
서울특별시 강남구 청담동 16-14,0,0,25
서울특별시 강남구 역삼동 747-26,0,0,36
서울특별시 강남구 논현동 158-35,0,0,33
서울특별시 강남구 도곡동 952-11,0,0,20
서울특별시 강남구 율현동 307-2,0,1,33
서울특별시 강남구 압구정동 240-3,0,1,25
서울특별시 강남구 논현동 242-11,0,8,23
서울특별시 강남구 삼성동 52-8,0,0,37
서울특별시 강남구 역삼동 827-44,0,0,24
서울특별시 강남구 신사동 522-7,0,9,24
서울특별시 강남구 신사동 646-9,0,12,29
서울특별시 강남구 역삼동 728-21,0,8,24
서울특별시 강남구 대치동 1023-7,0,0,21
서울특별시 강남구 역삼동 725-45,0,1,47
서울특별시 강남구 대치동 967-14,0,0,35
서울특별시 강남구 역삼동 753-6,0,0,32
서울특별시 강남구 청담동 19-31,0,14,30
서울특별시 강남구 역삼동 661-3,0,9,27
서울특별시 강남구 논현동 243-7,0,1,51
서울특별시 강남구 신사동 566-1,0,0,35
서울특별시 강남구 역삼동 699-19,0,10,29
서울특별시 강남구 세곡동 522,30,0,14
서울특별시 강남구 세곡동 525,0,0,14
서울특별시 강남구 청담동 134-38,160,0,14
서울특별시 강남구 청담동 299,0,1,25
서울특별시 강남구 개포동 170-19,0,3,38
서울특별시 강남구 일원동 647,0,0,31
서울특별시 강남구 도곡동 419-3,0,1,33
서울특별시 강남구 일원동 662-9,0,1,37
서울특별시 강남구 일원동 736,0,0,25
서울특별시 강남구 자곡동 456,0,1,2
서울특별시 강남구 신사동 565-8,0,1,31
서울특별시 강남구 역삼동 725-30,0,0,19
서울특별시 강남구 도곡동 417,0,0,35
서울특별시 강남구 대치동 922-14,0,1,34
서울특별시 강남구 논현동 257-14,0,1,42
서울특별시 강남구 개포동 1163-7,0,0,28
서울특별시 강남구 수서동 461-18,0,0,36
서울특별시 강남구 삼성동 25-1,0,1,34
서울특별시 강남구 역삼동 829-3,0,1,40
서울특별시 강남구 역삼동 728-2,0,1,44
서울특별시 강남구 도곡동 417-7,0,0,33
서울특별시 강남구 역삼동 637-42,0,1,33
서울특별시 강남구 역삼동 830-56,0,9,29
서울특별시 강남구 역삼동 707-10,0,0,19
서울특별시 강남구 역삼동 736-45,0,0,17
서울특별시 강남구 역삼동 626-22,0,1,29
서울특별시 강남구 도곡동 411-17,0,1,33
서울특별시 강남구 도곡동 554-2,0,11,21
서울특별시 강남구 신사동 556-22,0,9,30
서울특별시 강남구 신사동 626-34,0,7,29
서울특별시 강남구 개포동 1181-4,0,8,34
서울특별시 강남구 대치동 1019-2,0,0,1
서울특별시 강남구 청담동 101-5,0,0,32
서울특별시 강남구 율현동 308-22,0,4,36
서울특별시 강남구 일원동 667-8,0,1,37
서울특별시 강남구 논현동 139-16,0,1,31
서울특별시 강남구 대치동 939-17,0,8,32
서울특별시 강남구 삼성동 153-63,0,0,34
서울특별시 강남구 도곡동 200-9,0,0,20
서울특별시 강남구 역삼동 695-11,0,0,1
서울특별시 강남구 자곡동 56-103,0,0,26
서울특별시 강남구 삼성동 146-18,0,9,30
서울특별시 강남구 개포동 660-19,0,1,42
서울특별시 강남구 논현동 132-14,0,9,30
서울특별시 강남구 일원동 686-3,0,1,37
서울특별시 강남구 청담동 45-4,0,0,40
서울특별시 강남구 도곡동 955-20,0,1,37
서울특별시 강남구 논현동 228,0,0,34
서울특별시 강남구 청담동 71-1,0,0,38
서울특별시 강남구 대치동 903-23,0,14,31
서울특별시 강남구 청담동 26-25,0,3,28
서울특별시 강남구 청담동 96-6,0,0,27
서울특별시 강남구 역삼동 671-1,0,10,27
서울특별시 강남구 논현동 140-6,0,1,48
서울특별시 강남구 역삼동 823-9,0,0,37
서울특별시 강남구 신사동 551-24,0,0,31
서울특별시 강남구 자곡동 661,0,0,6
서울특별시 강남구 삼성동 96-14,3,0,39
서울특별시 강남구 청담동 35-47,39,0,22
서울특별시 강남구 대치동 917-3,3,0,21
서울특별시 강남구 역삼동 793-20,7,0,22
서울특별시 강남구 논현동 159-9,7,0,23
서울특별시 강남구 삼성동 44-32,7,0,21
서울특별시 강남구 역삼동 686-20,9,0,25
서울특별시 강남구 도곡동 452-6,0,5,9
서울특별시 강남구 율현동 513,15,0,10
서울특별시 강남구 율현동 365,36,0,10
서울특별시 강남구 논현동 190-2,20,0,10
서울특별시 강남구 신사동 542-3,0,0,1
서울특별시 강남구 논현동 222-18,6,0,29
서울특별시 강남구 논현동 39-8,4,0,34
서울특별시 강남구 개포동 1180-2,9,0,28
서울특별시 강남구 논현동 257-10,7,0,23
서울특별시 강남구 신사동 664-6,0,0,48
서울특별시 강남구 개포동 1173-15,7,0,10
서울특별시 강남구 역삼동 643-13,18,0,9
서울특별시 강남구 도곡동 948-30,19,0,9
서울특별시 강남구 역삼동 752-25,0,0,1
서울특별시 강남구 논현동 37-5,14,0,23
서울특별시 강남구 삼성동 101,41,0,20
서울특별시 강남구 대치동 936-27,5,0,22
서울특별시 강남구 삼성동 4-4,0,0,50
서울특별시 강남구 청담동 96-11,3,0,39
서울특별시 강남구 대치동 930-3,6,0,21
서울특별시 강남구 역삼동 698-5,12,0,23
서울특별시 강남구 개포동 1225,9,0,26
서울특별시 강남구 삼성동 32-14,7,0,23
서울특별시 강남구 개포동 186-15,0,0,41
서울특별시 강남구 대치동 917-22,8,0,23
서울특별시 강남구 논현동 78-15,10,0,23
서울특별시 강남구 대치동 1007-1,0,0,21
서울특별시 강남구 역삼동 747-1,0,0,19
서울특별시 강남구 대치동 940-8,0,0,4
서울특별시 강남구 수서동 799,23,0,9
서울특별시 강남구 역삼동 782-29,9,0,9
서울특별시 강남구 논현동 139-6,12,0,8
서울특별시 강남구 논현동 147-5,6,0,21
서울특별시 강남구 개포동 1188-9,9,0,31
서울특별시 강남구 청담동 37-8,15,0,23
서울특별시 강남구 개포동 1254-12,4,0,21
서울특별시 강남구 개포동 1184,16,0,28
서울특별시 강남구 삼성동 99-13,43,0,27
서울특별시 강남구 논현동 215-14,11,0,22
서울특별시 강남구 논현동 77-15,10,0,24
서울특별시 강남구 신사동 523-7,8,0,32
서울특별시 강남구 도곡동 193-34,7,0,22
서울특별시 강남구 개포동 1184-12,0,7,24
서울특별시 강남구 대치동 971-23,0,1,42
서울특별시 강남구 삼성동 157-19,0,0,37
서울특별시 강남구 역삼동 725-19,0,0,47
서울특별시 강남구 청담동 111-8,0,0,17
서울특별시 강남구 대치동 911-33,6,0,8
서울특별시 강남구 역삼동 709-5,105,0,11
서울특별시 강남구 논현동 177-2,0,9,35
서울특별시 강남구 일원동 662-6,0,1,38
서울특별시 강남구 논현동 88-12,0,0,20
서울특별시 강남구 논현동 100-21,0,1,39
서울특별시 강남구 도곡동 452-12,6,0,37
서울특별시 강남구 신사동 523-33,5,0,23
서울특별시 강남구 삼성동 24-28,10,0,23
서울특별시 강남구 세곡동 525,44,0,14
서울특별시 강남구 청담동 134-38,0,0,14
서울특별시 강남구 논현동 193-5,15,0,13
서울특별시 강남구 개포동 660-34,7,0,13
서울특별시 강남구 자곡동 646,8,0,12
서울특별시 강남구 역삼동 792-7,19,0,7
서울특별시 강남구 논현동 118-8,29,0,7
서울특별시 강남구 역삼동 675-3,0,0,11
서울특별시 강남구 개포동 1281,0,0,6
서울특별시 강남구 대치동 929-16,7,0,23
서울특별시 강남구 논현동 177-5,10,0,21
서울특별시 강남구 논현동 164,0,0,50
서울특별시 강남구 대치동 954-4,11,0,23
서울특별시 강남구 개포동 1281,0,0,6
서울특별시 강남구 논현동 276-1,0,0,11
서울특별시 강남구 개포동 1181-6,6,0,10
서울특별시 강남구 대치동 1009-1,0,0,24
서울특별시 강남구 논현동 33-14,0,0,33
서울특별시 강남구 논현동 220-5,0,12,29
서울특별시 강남구 논현동 11-14,0,6,28
서울특별시 강남구 역삼동 742-3,0,7,25
서울특별시 강남구 신사동 582-9,0,0,37
서울특별시 강남구 청담동 123-45,0,0,21
서울특별시 강남구 신사동 631,0,0,23
서울특별시 강남구 신사동 554-31,0,0,36
