대지위치,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률(%),구조,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),노후화,위도,경도
서울특별시 강남구 역삼동 681-24번지,166.3,82.45,49.5791,353.16,212.3632,7,12,0,13.9,5,0,1,0,0,0.0,353.16,10,37.5089852,127.0411276
서울특별시 강남구 역삼동 681-26번지,705.0,417.47,59.22,6997.22,799.5,7,77,0,54.1,15,3,1,1,0,0.0,6997.22,23,37.50917099999999,127.0413105
서울특별시 강남구 역삼동 681-27번지,167.1,92.24,55.2,330.77,149.78,7,0,7,10.3,3,1,0,0,0,0.0,330.77,29,37.5090356,127.0412996
서울특별시 강남구 역삼동 681-28번지,167.4,96.78,57.81,346.66,154.56,2,0,7,10.3,3,1,0,0,0,0.0,346.66,31,37.50892,127.0413531
서울특별시 강남구 역삼동 681-29번지,174.1,86.1,49.45,445.13,189.03,7,0,1,12.4,4,1,0,0,0,0.0,445.13,32,37.5088023,127.0414083
서울특별시 강남구 역삼동 681-30번지,174.1,86.08,49.44,491.76,217.33,7,0,1,14.4,5,1,0,0,0,0.0,491.76,33,37.50884,127.041537
서울특별시 강남구 역삼동 681-31번지,153.7,76.44,49.73,497.03,246.4,7,0,0,17.95,6,1,1,0,0,0.0,497.03,3,37.5089581,127.0414829
서울특별시 강남구 역삼동 659-5번지,0.0,248.0,0.0,1381.71,0.0,7,0,0,0.0,5,1,0,0,0,0.0,1381.71,41,37.5053995,127.0351397
서울특별시 강남구 역삼동 659-6번지,534.2,264.73,49.56,1643.74,237.62,7,0,0,18.2,5,1,1,0,0,0.0,1643.74,33,37.5052493,127.0352102
서울특별시 강남구 역삼동 659-7번지,0.0,231.21,0.0,1047.49,0.0,7,0,0,0.0,4,1,0,0,0,0.0,1047.49,44,37.5050987,127.0352805
서울특별시 강남구 역삼동 659-8번지,357.2,178.34,49.93,1416.58,249.74,7,0,0,30.77,7,2,1,0,0,0.0,1416.58,3,37.5049686,127.035271
서울특별시 강남구 역삼동 659-10번지,301.4,164.31,54.52,598.82,131.77,7,0,0,11.52,3,1,0,0,0,0.0,598.82,32,37.5049753,127.0354701
서울특별시 강남구 역삼동 659-11번지,426.9,212.31,49.73,1764.72,249.0,7,0,0,26.375,7,2,1,0,0,0.0,1764.72,1,37.50620430000001,127.0350801
서울특별시 강남구 역삼동 659-12번지,209.1,124.74,59.66,820.08,345.71,7,0,1,16.6,6,1,1,0,0,0.0,820.08,30,37.5062447,127.035216
서울특별시 강남구 역삼동 659-14번지,224.3,121.04,53.96,643.16,249.44,7,0,3,17.05,6,1,0,0,0,0.0,643.16,27,37.5061074,127.0352828
서울특별시 강남구 역삼동 671번지,600.6,324.04,53.95,1786.47,198.71,7,0,0,19.3,4,2,1,0,0,0.0,1786.47,24,37.5040691,127.0379341
서울특별시 강남구 역삼동 671-1번지,254.9,149.0,58.45,581.08,170.72,7,0,10,10.1,3,1,0,0,0,0.0,581.08,27,37.50391279999999,127.0380123
서울특별시 강남구 역삼동 671-2번지,242.4,127.98,52.8,594.9,193.58,7,9,0,12.4,4,1,0,0,0,0.0,594.9,23,37.5037624,127.038083
서울특별시 강남구 역삼동 671-3번지,242.84,142.48,58.67,527.65,148.91,7,0,13,13.9,4,1,0,0,0,0.0,527.65,8,37.5036149,127.0381526
서울특별시 강남구 역삼동 671-4번지,264.0,149.25,56.53,392.73,148.76,7,0,7,13.65,4,0,0,0,0,0.0,392.73,21,37.5039593,127.0381627
서울특별시 강남구 역삼동 621-23번지,295.0,145.99,49.49,465.16,88.97,7,0,4,7.7,2,1,0,0,0,0.0,465.16,27,37.5016933,127.0284247
서울특별시 강남구 역삼동 633-22번지,745.7,440.03,59.01,3141.5,287.31,7,15,0,18.2,6,2,1,0,0,0.0,3141.5,22,37.50259339999999,127.0311396
서울특별시 강남구 역삼동 633-24번지,375.4,165.54,44.1,627.92,126.35,7,4,0,10.51,3,1,0,0,0,0.0,627.92,34,37.5023789,127.0309807
서울특별시 강남구 역삼동 633-25번지,0.0,76.83,0.0,201.63,0.0,2,0,1,0.0,2,1,0,0,0,0.0,201.63,41,37.5022924,127.0306999
서울특별시 강남구 역삼동 633-26번지,319.9,152.52,47.68,599.98,138.14,7,3,0,11.05,3,1,0,0,0,0.0,599.98,33,37.5021337,127.0308503
서울특별시 강남구 역삼동 633-27번지,376.9,184.83,49.04,653.58,134.53,7,3,0,10.05,3,1,0,0,0,0.0,653.58,33,37.5021827,127.0310065
서울특별시 강남구 역삼동 633-28번지,374.0,215.0,57.49,1036.39,196.45,7,0,0,10.88,4,1,1,0,0,0.0,1036.39,21,37.502273,127.0312956
서울특별시 강남구 역삼동 633-31번지,343.6,130.78,38.06,324.17,60.01,2,0,2,0.0,2,1,0,0,0,0.0,324.17,47,37.5017314,127.0315803
서울특별시 강남구 역삼동 633-33번지,0.0,76.83,0.0,210.23,0.0,2,0,1,0.0,2,1,0,0,0,0.0,210.23,41,37.5023246,127.0308098
서울특별시 강남구 역삼동 633-35번지,257.0,153.47,59.72,772.95,216.79,7,9,0,11.65,4,1,0,0,0,0.0,772.95,23,37.5016791,127.0314135
서울특별시 강남구 역삼동 634번지,211.7,105.2,49.69,439.29,98.44,7,0,9,11.84,2,2,0,0,0,0.0,439.29,23,37.50313939999999,127.0299039
서울특별시 강남구 역삼동 634-1번지,432.7,213.4,49.32,1030.57,93.96,7,0,1,8.64,2,2,0,0,0,0.0,1030.57,19,37.5030115,127.0300015
서울특별시 강남구 역삼동 634-2번지,360.7,180.29,49.98,905.05,94.73,7,0,7,8.03,2,2,0,0,0,0.0,905.05,22,37.5029604,127.0302262
서울특별시 강남구 역삼동 634-4번지,321.3,126.9,39.5,298.44,65.57,2,0,1,6.83,2,1,0,0,0,0.0,298.44,36,37.5028549,127.0301386
서울특별시 강남구 역삼동 671-20번지,256.7,149.69,58.31,559.86,148.8,7,0,14,12.0,4,1,0,0,0,0.0,559.86,15,37.5035402,127.0385722
서울특별시 강남구 역삼동 671-21번지,249.8,118.09,47.27,252.87,75.9,2,0,1,0.0,2,1,0,0,0,0.0,252.87,49,37.503393,127.0386441
서울특별시 강남구 역삼동 671-22번지,0.0,119.43,0.0,152.29,0.0,2,0,0,0.0,1,1,0,0,0,0.0,152.29,50,37.5032476,127.0387153
서울특별시 강남구 역삼동 671-23번지,257.5,147.18,57.16,555.85,149.11,7,0,0,11.3,3,1,0,0,0,0.0,555.85,23,37.5030999,127.0387889
서울특별시 강남구 역삼동 671-24번지,252.8,143.36,56.71,491.91,148.88,7,0,6,15.12,4,1,0,0,0,0.0,491.91,21,37.5035896,127.0387207
서울특별시 강남구 역삼동 671-25번지,243.6,145.66,59.79,629.04,174.04,7,0,12,9.28,3,1,0,0,0,0.0,629.04,23,37.5034414,127.0387926
서울특별시 강남구 역삼동 671-26번지,234.9,134.92,57.44,494.62,149.74,7,1,1,10.34,3,1,0,0,0,0.0,494.62,22,37.5032956,127.0388623
서울특별시 강남구 역삼동 671-27번지,237.8,129.2,54.33,509.37,147.06,5,0,0,10.9,3,1,0,0,0,0.0,509.37,23,37.5031484,127.0389315
서울특별시 강남구 역삼동 671-30번지,266.8,153.97,57.71,650.39,188.3,7,0,6,11.9,4,1,0,0,0,0.0,650.39,10,37.5043197,127.0381924
서울특별시 강남구 역삼동 671-31번지,298.4,170.49,57.13,674.05,149.86,7,0,0,14.1,4,1,0,0,0,0.0,674.05,22,37.5044355,127.0383183
서울특별시 강남구 역삼동 681-58번지,201.7,119.89,59.44,600.14,221.27,7,1,1,14.1,5,1,0,0,0,0.0,600.14,21,37.5091435,127.0425545
서울특별시 강남구 역삼동 682번지,595.1,355.05,59.66,4286.27,526.43,5,0,0,42.15,9,3,1,0,0,0.0,4286.27,30,37.5096546,127.0426648
서울특별시 강남구 역삼동 682-1번지,1434.5,707.316,49.31,8072.026,249.83,7,28,0,24.95,8,4,2,0,0,0.0,8072.026,6,37.5093395,127.0428073
서울특별시 강남구 삼성동 109-8번지,458.2,226.99,49.54,1487.09,244.96,5,0,0,22.995,6,1,1,0,0,0.0,1487.09,11,37.5155911,127.0651389
서울특별시 강남구 삼성동 109-12번지,469.3,231.16,49.26,1746.57,244.79,7,0,0,18.3,6,2,1,0,0,0.0,1746.57,8,37.5153614,127.0644604
서울특별시 강남구 삼성동 109-13번지,344.9,172.19,49.92,444.05,128.75,5,0,0,12.75,3,0,0,0,0,0.0,444.05,21,37.5151977,127.0644125
서울특별시 강남구 삼성동 109-15번지,0.0,209.98,0.0,988.98,0.0,7,0,0,0.0,4,1,0,0,0,0.0,988.98,45,37.51518859999999,127.0642562
서울특별시 강남구 삼성동 109-18번지,584.4,263.42,45.08,2634.84,299.82,7,0,0,26.7,7,2,1,0,0,0.0,2634.84,34,37.5151786,127.0637669
서울특별시 강남구 삼성동 109-19번지,741.5,402.21,54.24,1770.99,183.26,7,0,0,19.3,5,1,0,0,0,0.0,1770.99,31,37.5151417,127.0635538
서울특별시 강남구 삼성동 109-21번지,898.1,447.67,49.85,2353.36,247.52,7,47,0,29.15,9,1,1,0,0,0.0,0.0,12,37.5155171,127.0640008
서울특별시 강남구 삼성동 110번지,137.6,68.64,49.88,172.8,99.77,2,0,0,0.0,2,1,0,0,0,0.0,172.8,42,37.5157963,127.0654289
서울특별시 강남구 삼성동 110-1번지,982.9,471.34,47.95,3075.76,249.05,7,0,0,29.5,7,1,1,0,0,0.0,3075.76,17,37.5158294,127.0657454
서울특별시 강남구 삼성동 110-2번지,1391.8,574.04,41.24,6405.28,249.91,7,18,0,58.5,16,3,0,1,0,0.0,6405.28,12,37.5155618,127.0657575
서울특별시 강남구 삼성동 110-3번지,791.1,0.0,0.0,3482.56,296.5,6,0,0,0.0,8,2,1,0,0,0.0,3482.56,33,37.5154197,127.0654475
서울특별시 강남구 삼성동 110-5번지,173.7,86.84,49.99,197.42,99.49,2,0,0,0.0,2,1,0,0,0,0.0,197.42,42,37.5156806,127.065434
서울특별시 강남구 삼성동 112번지,344.5,206.06,59.81,2953.49,709.22,7,0,0,43.9,13,2,1,0,0,0.0,2953.49,11,37.5100827,127.0441707
서울특별시 강남구 역삼동 699-7번지,197.7,117.33,59.35,429.62,167.43,7,0,8,0.0,3,1,0,0,0,0.0,429.62,29,37.5052451,127.0428373
서울특별시 강남구 역삼동 699-8번지,222.1,133.04,59.9,658.77,242.01,7,0,1,14.8,5,1,0,0,0,0.0,658.77,29,37.5051029,127.0427984
서울특별시 강남구 역삼동 699-9번지,223.1,110.83,49.68,676.09,242.73,7,0,1,16.9,6,1,0,0,0,0.0,676.09,32,37.5050764,127.0429428
서울특별시 강남구 역삼동 699-10번지,198.1,118.34,59.74,510.55,194.55,7,0,0,17.79,5,1,1,0,0,0.0,510.55,1,37.5052182,127.0429815
서울특별시 강남구 역삼동 699-11번지,214.6,128.52,59.89,598.16,278.73,7,9,0,14.6,6,0,0,0,0,0.0,598.16,25,37.5053571,127.0430196
서울특별시 강남구 역삼동 699-12번지,216.0,129.06,59.75,597.96,220.42,7,9,0,13.2,4,1,0,0,0,0.0,597.96,32,37.5053229,127.0432084
서울특별시 강남구 역삼동 711-3번지,0.0,14.006,0.0,14.006,0.0,7,0,0,2.8,1,0,0,0,0,0.0,14.006,9,37.500442,127.0444842
서울특별시 강남구 역삼동 711-3번지,0.0,779.8756,0.0,15734.4762,0.0,7,129,0,91.7,31,0,0,3,0,0.0,15734.4762,9,37.500442,127.0444842
서울특별시 강남구 역삼동 711-3번지,0.0,704.641,0.0,15605.2854,0.0,7,141,0,94.0,31,0,0,3,0,0.0,15605.2854,9,37.500442,127.0444842
서울특별시 강남구 역삼동 711-3번지,0.0,0.0,0.0,294.438,0.0,7,0,0,3.5,1,0,0,0,0,0.0,294.438,9,37.500442,127.0444842
서울특별시 강남구 역삼동 711-3번지,0.0,14.006,0.0,14.006,0.0,7,0,0,2.8,1,0,0,0,0,0.0,14.006,9,37.500442,127.0444842
서울특별시 강남구 역삼동 711-4번지,300.0,141.07,47.02,394.81,131.6,7,0,0,11.65,3,0,0,0,0,0.0,394.81,8,37.5013409,127.043715
서울특별시 강남구 삼성동 75-3번지,2346.2,815.0,34.74,9411.37,247.38,7,40,0,23.4,8,2,0,2,0,0.0,9411.37,20,37.5138183,127.0541145
서울특별시 강남구 삼성동 75-6번지,973.3,600.0,61.65,3686.53,299.04,7,0,0,26.65,6,1,1,0,1,0.0,3686.53,41,37.5136004,127.0545809
서울특별시 강남구 삼성동 75-8번지,714.8,428.58,59.96,9170.66,864.05,7,0,0,50.2,15,6,0,2,0,0.0,9170.66,21,37.5134788,127.0542728
서울특별시 강남구 삼성동 76번지,0.0,50.88,0.0,101.76,0.0,2,0,1,0.0,2,0,0,0,0,0.0,101.76,50,37.5162687,127.0584968
서울특별시 강남구 삼성동 76-3번지,338.8,203.18,59.97,2682.18,667.7,7,0,0,46.0,12,2,1,0,0,0.0,2682.18,12,37.51561179999999,127.0589439
서울특별시 강남구 삼성동 76-6번지,261.0,142.69,54.67,718.22,199.32,7,0,0,14.8,4,1,1,0,0,0.0,718.22,11,37.5152943,127.0589919
서울특별시 강남구 삼성동 76-11번지,231.0,138.63,60.01,611.29,199.7,7,7,0,13.7,5,1,0,0,0,0.0,611.29,21,37.5147348,127.0587401
서울특별시 강남구 삼성동 76-12번지,151.6,90.45,59.66,182.29,102.43,2,0,0,7.0,2,1,0,0,0,0.0,182.29,45,37.5146443,127.058643
서울특별시 강남구 삼성동 76-13번지,314.6,156.42,49.72,767.08,190.33,7,0,0,16.1,5,1,0,0,0,0.0,767.08,34,37.5145372,127.0584859
서울특별시 강남구 삼성동 76-15번지,104.8,61.8,58.97,260.86,195.43,7,0,0,15.9,4,1,1,0,0,0.0,260.86,1,37.5146952,127.0585527
서울특별시 강남구 삼성동 76-16번지,237.1,127.07,53.59,387.52,92.58,7,0,1,8.6,2,1,0,0,0,0.0,387.52,24,37.5155954,127.0587244
서울특별시 강남구 삼성동 76-20번지,0.0,84.32,0.0,181.89,0.0,2,0,1,0.0,1,1,0,0,0,0.0,181.89,39,37.51548409999999,127.058648
서울특별시 강남구 삼성동 26-26번지,240.1,143.78,59.88,509.48,212.19,7,20,0,14.45,5,0,1,0,0,0.0,509.48,14,37.5147164,127.0489942
서울특별시 강남구 삼성동 26-27번지,199.0,96.71,48.6,449.55,180.72,2,5,0,12.4,4,1,0,0,0,0.0,449.55,34,37.5145389,127.0490757
서울특별시 강남구 삼성동 26-28번지,203.2,121.81,59.95,442.11,204.04,7,9,0,11.8,4,0,0,0,0,0.0,442.11,23,37.5144977,127.0489365
서울특별시 강남구 삼성동 26-29번지,204.92,103.49,50.5,277.67,92.31,2,0,0,7.85,2,1,0,0,0,0.0,277.67,38,37.5143688,127.048997
서울특별시 강남구 삼성동 26-30번지,201.0,94.52,47.02,277.95,90.2,2,0,0,7.95,2,1,0,0,0,0.0,277.95,36,37.5144099,127.0491359
서울특별시 강남구 삼성동 26-31번지,246.4,122.88,49.87,713.55,220.7,7,0,1,14.2,5,1,0,0,0,0.0,713.55,36,37.5142387,127.0491914
서울특별시 강남구 삼성동 26-32번지,234.7,117.11,49.9,634.03,199.92,7,0,2,15.9,5,1,0,0,0,0.0,616.04,34,37.5141895,127.0490266
서울특별시 강남구 삼성동 26-33번지,234.2,125.43,53.55,537.1,187.21,7,0,4,0.0,4,1,0,0,0,0.0,537.1,38,37.51414279999999,127.0488664
서울특별시 강남구 삼성동 26-34번지,237.4,141.07,59.42,644.18,208.78,7,0,1,11.1,4,1,0,0,0,0.0,644.18,31,37.51409659999999,127.0487053
서울특별시 강남구 삼성동 38-16번지,196.9,98.31,49.93,620.17,239.6,7,0,2,16.0,5,1,1,0,0,0.0,620.17,4,37.51183930000001,127.0467218
서울특별시 강남구 삼성동 38-18번지,0.0,192.38,0.0,746.29,0.0,7,0,0,12.85,4,1,0,0,0,0.0,746.29,39,37.5118453,127.046981
서울특별시 강남구 삼성동 38-18번지,0.0,119.19,0.0,662.23,0.0,7,0,0,13.48,4,1,0,0,0,0.0,662.23,19,37.5118453,127.046981
서울특별시 강남구 삼성동 38-19번지,188.8,110.7,58.63,572.04,231.98,7,1,1,14.9,5,1,0,0,0,0.0,572.04,21,37.51168500000001,127.047089
서울특별시 강남구 대치동 925-1번지,360.0,203.26,56.46,659.72,134.52,7,0,13,10.8,3,1,0,0,0,0.0,659.72,29,37.4998767,127.055441
서울특별시 강남구 대치동 925-2번지,309.2,184.8,59.77,837.04,270.71,7,8,0,14.71,5,0,0,0,0,0.0,837.04,21,37.4999305,127.0556143
서울특별시 강남구 대치동 925-3번지,329.8,185.06,56.11,586.78,139.0,7,0,15,0.0,3,1,0,0,0,0.0,586.78,32,37.4997052,127.0555437
서울특별시 강남구 대치동 925-4번지,214.4,128.08,59.74,494.32,230.56,7,6,0,12.5,5,0,0,0,0,0.0,494.32,23,37.4996365,127.0557484
서울특별시 강남구 대치동 925-5번지,175.5,104.79,59.71,367.09,172.46,7,6,0,10.5,4,0,0,0,0,0.0,367.09,23,37.4995794,127.0555759
서울특별시 강남구 대치동 925-6번지,196.3,117.43,59.82,412.51,210.14,7,6,0,12.7,5,0,0,0,0,0.0,412.51,22,37.4994591,127.0556227
서울특별시 강남구 역삼동 795-25번지,1023.4,123.18,12.04,2579.73,3.38,7,0,0,4.9,1,3,0,0,0,0.0,2579.73,22,37.4924958,127.0387954
서울특별시 강남구 청담동 121-26번지,393.0,214.98,54.7,1309.17,291.31,7,0,2,18.74,6,1,0,0,0,0.0,1309.17,29,37.5253079,127.0485213
서울특별시 강남구 청담동 121-28번지,1024.8,526.58,51.38,3218.94,198.41,1,0,0,25.5,6,3,1,0,0,0.0,3218.94,6,37.5253248,127.0487779
서울특별시 강남구 청담동 121-30번지,247.6,133.8544,54.06,660.4144,199.75,7,0,0,16.3,5,1,1,0,0,0.0,660.4144,8,37.5254946,127.0489536
서울특별시 강남구 청담동 121-32번지,195.7,115.36,58.95,496.35,195.59,7,0,0,17.1,5,1,1,0,0,0.0,496.35,7,37.5256618,127.0488276
서울특별시 강남구 청담동 121-33번지,187.6,112.01,59.71,329.21,175.49,7,0,7,14.2,4,0,0,0,0,0.0,329.21,26,37.5256152,127.0489944
서울특별시 강남구 대치동 905-3번지,993.8,580.18,58.38,1944.59,142.64,5,0,0,8.54,3,1,0,0,0,0.0,1944.59,36,37.5017963,127.0539698
서울특별시 강남구 대치동 905-5번지,0.0,78.74,0.0,208.59,0.0,2,0,1,0.0,2,1,0,0,0,0.0,208.59,43,37.5019703,127.0542496
서울특별시 강남구 대치동 905-6번지,251.7,150.67,59.8609,650.67,197.21,7,0,0,19.5,5,1,1,0,0,0.0,650.67,2,37.5021461,127.0542599
서울특별시 강남구 대치동 905-7번지,273.6,164.16,60.0,659.76,241.14,7,8,0,14.2,5,0,0,0,0,0.0,659.76,23,37.5022892,127.0541854
서울특별시 강남구 대치동 905-9번지,271.4,146.51,53.98,536.73,197.76,7,16,0,16.9,5,0,1,0,0,0.0,536.73,6,37.5023548,127.0543868
서울특별시 강남구 대치동 905-10번지,249.7,148.92,59.64,507.0,203.04,7,12,0,15.75,5,0,0,0,0,0.0,507.0,23,37.502211,127.0544616
서울특별시 강남구 대치동 905-11번지,480.2,278.4,57.98,484.7,100.94,0,0,0,11.95,2,0,0,0,0,0.0,484.7,24,37.5020124,127.0545664
서울특별시 강남구 대치동 905-12번지,217.7,130.27,59.84,550.06,194.79,7,9,0,13.35,5,0,0,0,0,0.0,550.06,21,37.5021322,127.0546857
서울특별시 강남구 대치동 905-13번지,241.9,144.72,59.83,531.11,219.56,7,12,0,13.4,5,0,1,0,0,0.0,531.1,22,37.502263,127.0546179
서울특별시 강남구 대치동 905-14번지,273.8,164.06,59.92,658.92,240.66,7,8,0,15.05,5,0,0,0,0,0.0,658.92,24,37.5024064,127.0545432
서울특별시 강남구 대치동 905-16번지,269.1,160.65,59.7,940.45,278.94,7,8,0,13.7,5,1,0,0,0,0.0,940.45,21,37.502472,127.0547436
서울특별시 강남구 대치동 905-17번지,245.7,145.28,59.13,486.25,197.9,7,11,0,14.1,5,0,0,0,0,0.0,486.25,22,37.5023284,127.0548156
서울특별시 강남구 대치동 905-18번지,478.3,151.2,31.61,151.2,31.61,5,0,0,6.0,1,0,0,0,0,0.0,151.2,16,37.5021283,127.054917
서울특별시 강남구 삼성동 166-8번지,0.0,365.42,0.0,1481.99,0.0,7,0,0,0.0,3,1,0,0,0,0.0,1481.99,47,37.51169429999999,127.0655406
서울특별시 강남구 삼성동 168번지,703.4,383.14,54.47,2086.26,262.69,7,0,0,14.1,5,1,0,0,0,0.0,2086.26,48,37.5105425,127.0628806
서울특별시 강남구 삼성동 168-1번지,1311.0,580.71,44.3,4269.56,190.84,7,0,0,0.0,5,2,0,0,0,0.0,4269.56,33,37.5103722,127.0629707
서울특별시 강남구 삼성동 168-3번지,1792.2,955.48,53.31,18526.43,711.53,7,0,0,74.6,19,4,6,1,0,0.0,18526.43,5,37.510056,127.063143
서울특별시 강남구 삼성동 168-6번지,1743.0,896.09,51.41,3754.58,215.41,7,0,0,21.65,5,0,1,0,0,0.0,3754.58,12,37.5096552,127.0633837
서울특별시 강남구 삼성동 168-12번지,1041.1,561.96,53.98,12311.66,772.17,6,0,0,85.7,17,6,3,1,0,0.0,12311.66,19,37.5094924,127.0639701
서울특별시 강남구 대치동 653번지,1248.5,623.95,49.98,4711.54,244.25,7,0,0,25.2,5,2,1,0,0,0.0,4711.54,38,37.49246,127.0579272
서울특별시 강남구 대치동 670번지,0.0,1206.32,0.0,2574.0,0.0,7,0,0,7.15,2,1,0,0,0,0.0,2574.0,20,37.4927927,127.0557447
서울특별시 강남구 대치동 670번지,0.0,1757.42,0.0,88537.39,0.0,7,131,0,85.1,29,0,0,3,3,65555.58,22981.81,20,37.4927927,127.0557447
서울특별시 강남구 대치동 670번지,0.0,19.2,0.0,19.2,0.0,7,0,0,4.0,1,0,0,0,0,0.0,19.2,20,37.4927927,127.0557447
서울특별시 강남구 대치동 670번지,0.0,579.46,0.0,65517.18,0.0,7,0,0,2.5,1,2,0,0,0,0.0,65517.18,20,37.4927927,127.0557447
서울특별시 강남구 대치동 670번지,0.0,1103.34,0.0,21591.21,0.0,7,131,0,85.1,29,0,0,3,0,0.0,21591.21,20,37.4927927,127.0557447
서울특별시 강남구 삼성동 119-20번지,336.5,197.69,58.75,656.6,147.32,7,0,12,11.3,3,1,0,0,0,0.0,656.6,31,37.51172529999999,127.0532374
서울특별시 강남구 삼성동 119-21번지,0.0,65.79,0.0,134.88,0.0,2,0,0,0.0,1,1,0,0,0,0.0,134.88,48,37.5115917,127.0532172
서울특별시 강남구 삼성동 133번지,27170.4,180.53,0.66,390.18,0.64,7,0,0,4.6,1,1,0,0,0,0.0,390.18,14,37.5075237,127.0485613
서울특별시 강남구 삼성동 133번지,0.0,29.16,0.0,29.16,0.0,0,0,0,2.5,1,0,0,0,0,0.0,0.0,10,37.5075237,127.0485613
서울특별시 강남구 삼성동 133번지,0.0,18.0,0.0,18.0,0.0,0,0,0,2.6,1,0,0,0,0,0.0,0.0,10,37.5075237,127.0485613
서울특별시 강남구 삼성동 135-4번지,2760.9,112.5,4.07,112.5,4.07,1,0,0,4.5,1,0,0,0,0,0.0,112.5,18,37.5071535,127.0494254
서울특별시 강남구 삼성동 137번지,0.0,136.9,0.0,136.9,0.0,7,0,0,4.3,1,0,0,0,0,0.0,136.9,9,37.5074024,127.0517803
서울특별시 강남구 삼성동 137번지,0.0,39.6,0.0,4300.4,0.0,7,0,0,7.0,1,2,1,0,0,0.0,4437.3,10,37.5074024,127.0517803
서울특별시 강남구 삼성동 140번지,361.4,209.99,58.1,1231.22,296.23,7,0,1,0.0,5,1,0,0,0,0.0,1231.22,30,37.5069646,127.0475434
서울특별시 강남구 삼성동 140-1번지,164.3,81.63,49.68,333.06,153.7,7,0,0,16.5,4,1,1,0,0,0.0,333.06,1,37.5068529,127.0476949
서울특별시 강남구 삼성동 140-2번지,150.8,89.9,59.62,357.45,216.84,7,1,1,12.45,4,0,0,0,0,0.0,357.45,22,37.506952,127.0477608
서울특별시 강남구 삼성동 140-3번지,5902.8,3433.07,58.16,34526.09,299.63,7,360,0,29.3,8,4,4,0,0,0.0,34526.09,21,37.5067648,127.0480846
서울특별시 강남구 삼성동 140-6번지,0.0,469.09,0.0,2437.87,0.0,7,0,0,0.0,4,1,0,0,0,0.0,2437.87,45,37.50622620000001,127.048486
서울특별시 강남구 삼성동 85-8번지,0.0,124.92,0.0,316.5,0.0,2,0,1,0.0,2,1,0,0,0,0.0,316.5,40,37.5175858,127.0605777
서울특별시 강남구 삼성동 85-9번지,0.0,117.54,0.0,318.51,0.0,2,0,1,0.0,2,1,0,0,0,0.0,318.51,41,37.5175784,127.0607357
서울특별시 강남구 삼성동 85-10번지,312.4,155.96,49.92,860.242,88.95,7,4,0,8.7,2,3,1,0,0,0.0,860.242,8,37.5175708,127.0608937
서울특별시 강남구 삼성동 85-14번지,360.7,180.08,49.93,888.63,99.85,7,0,0,10.802,2,2,1,0,0,0.0,888.63,10,37.5180144,127.0609274
서울특별시 강남구 삼성동 85-16번지,0.0,126.16,0.0,305.0,0.0,2,0,1,0.0,2,1,0,0,0,0.0,305.0,40,37.5180433,127.0606073
서울특별시 강남구 삼성동 85-17번지,319.8,126.16,39.45,305.11,70.02,2,0,0,7.95,2,1,0,0,0,0.0,305.11,40,37.5180356,127.0607681
서울특별시 강남구 삼성동 85-19번지,315.6,123.07,38.9956,323.42,69.0336,2,0,1,0.0,2,1,0,0,0,0.0,323.42,40,37.51779500000001,127.0604276
서울특별시 강남구 삼성동 85-20번지,319.8,124.41,38.9024,325.56,68.227,2,0,1,6.3,2,1,0,0,0,0.0,325.56,40,37.5177874,127.0605873
서울특별시 강남구 삼성동 85-21번지,0.0,124.41,0.0,325.22,0.0,2,0,0,0.0,2,1,0,0,0,0.0,325.22,39,37.5177797,127.0607481
서울특별시 강남구 삼성동 85-22번지,360.4,175.98,48.83,835.37,80.33,7,4,0,10.772,2,2,1,0,0,0.0,835.37,8,37.5177855,127.0609095
서울특별시 강남구 삼성동 87번지,0.0,953.941,0.0,31403.288,0.0,7,151,0,197.74,46,4,3,1,0,0.0,31403.288,21,37.5182869,127.05934
서울특별시 강남구 삼성동 87번지,0.0,0.0,0.0,1976.032,0.0,7,0,0,0.0,0,4,0,0,0,0.0,1976.032,21,37.5182869,127.05934
서울특별시 강남구 삼성동 105번지,0.0,0.0,0.0,90.97,0.0,7,0,0,0.0,0,1,0,0,0,0.0,90.97,20,37.5157082,127.0627228
서울특별시 강남구 역삼동 774-41번지,333.3,187.14,56.15,655.38,147.18,7,0,11,10.3,3,1,0,0,0,0.0,655.38,28,37.4964868,127.0441977
서울특별시 강남구 역삼동 774-42번지,337.2,180.69,53.59,659.07,195.45,7,19,0,17.2,6,0,1,0,0,0.0,659.07,4,37.4965436,127.0443815
서울특별시 강남구 역삼동 774-43번지,346.5,171.16,49.4,1202.36,266.95,7,0,0,19.35,6,1,1,0,0,0.0,1202.36,31,37.4967073,127.0443062
서울특별시 강남구 역삼동 774-44번지,343.3,180.78,52.66,658.82,143.97,7,0,17,10.7,3,1,0,0,0,0.0,658.82,29,37.4968721,127.044229
서울특별시 강남구 역삼동 774-45번지,345.5,205.88,59.59,1323.56,297.71,7,12,0,15.02,7,1,1,0,0,0.0,1323.56,22,37.4970367,127.0441518
서울특별시 강남구 역삼동 774-46번지,425.3,251.16,59.05,1669.63,301.37,7,2,2,19.7,6,2,1,0,0,0.0,1669.63,20,37.4972213,127.0440661
