lon,lat,geometry,in_gangnam
127.02427087248196,37.50789303149904,POINT (127.02427087248196 37.50789303149904),True
127.0345878027914,37.50851667932757,POINT (127.0345878027914 37.50851667932757),True
127.03458925471438,37.50851845298085,POINT (127.03458925471438 37.50851845298085),True
127.03459577284768,37.50850628210143,POINT (127.03459577284768 37.50850628210143),True
127.03458924613352,37.508499856244654,POINT (127.03458924613352 37.508499856244654),True
127.03457929382331,37.50850628692662,POINT (127.03457929382331 37.50850628692662),True
127.0345878027914,37.50851667932757,POINT (127.0345878027914 37.50851667932757),True
127.03988941958708,37.49533864278049,POINT (127.03988941958708 37.49533864278049),True
127.0398811945466,37.49534399933971,POINT (127.0398811945466 37.49534399933971),True
127.0399022092866,37.49536213401512,POINT (127.0399022092866 37.49536213401512),True
127.0399575889102,37.49539972331994,POINT (127.0399575889102 37.49539972331994),True
127.03999295361656,37.49542372678772,POINT (127.03999295361656 37.49542372678772),True
127.04000823210018,37.49543409760848,POINT (127.04000823210018 37.49543409760848),True
127.04001542034126,37.495437534316736,POINT (127.04001542034126 37.495437534316736),True
127.04012860077631,37.49545528270077,POINT (127.04012860077631 37.49545528270077),True
127.04015067631327,37.49543748842564,POINT (127.04015067631327 37.49543748842564),True
127.0401549444752,37.49543404783214,POINT (127.0401549444752 37.49543404783214),True
127.04012858386744,37.49542368079523,POINT (127.04012858386744 37.49542368079523),True
127.04008335330823,37.49539032195851,POINT (127.04008335330823 37.49539032195851),True
127.04004506766604,37.49536208567695,POINT (127.04004506766604 37.49536208567695),True
127.0400353262862,37.49535490074649,POINT (127.0400353262862 37.49535490074649),True
127.04002048061302,37.49534395223716,POINT (127.04002048061302 37.49534395223716),True
127.04001536755555,37.495338601087845,POINT (127.04001536755555 37.495338601087845),True
127.03990219236292,37.49533032487748,POINT (127.03990219236292 37.49533032487748),True
127.03988941958708,37.49533864278049,POINT (127.03988941958708 37.49533864278049),True
127.04014360663297,37.49560908576215,POINT (127.04014360663297 37.49560908576215),True
127.04012867348231,37.49559116620744,POINT (127.04012867348231 37.49559116620744),True
127.04004258789271,37.49561436840978,POINT (127.04004258789271 37.49561436840978),True
127.04001551911196,37.495622653328496,POINT (127.04001551911196 37.495622653328496),True
127.0399908846633,37.49570452714172,POINT (127.0399908846633 37.49570452714172),True
127.04000146346736,37.49571913698826,POINT (127.04000146346736 37.49571913698826),True
127.04001558099398,37.49573863359669,POINT (127.04001558099398 37.49573863359669),True
127.04012874193188,37.49571909382308,POINT (127.04012874193188 37.49571909382308),True
127.0401869255534,37.49570446061698,POINT (127.0401869255534 37.49570446061698),True
127.04016128723684,37.49564513083444,POINT (127.04016128723684 37.49564513083444),True
127.04015155455966,37.49562260717229,POINT (127.04015155455966 37.49562260717229),True
127.04014797896856,37.49561433264059,POINT (127.04014797896856 37.49561433264059),True
127.04014360663297,37.49560908576215,POINT (127.04014360663297 37.49560908576215),True
127.04218088286318,37.500030546845366,POINT (127.04218088286318 37.500030546845366),True
127.04228142633552,37.50003051090218,POINT (127.04228142633552 37.50003051090218),True
127.04234760827484,37.49997775311344,POINT (127.04234760827484 37.49997775311344),True
127.04228139283089,37.4999710904654,POINT (127.04228139283089 37.4999710904654),True
127.04227008312176,37.49997778087879,POINT (127.04227008312176 37.49997778087879),True
127.04218088286318,37.500030546845366,POINT (127.04218088286318 37.500030546845366),True
127.04205059647516,37.50012073444435,POINT (127.04205059647516 37.50012073444435),True
127.04194193969778,37.50011246489524,POINT (127.04194193969778 37.50011246489524),True
127.04191557180972,37.50012078243069,POINT (127.04191557180972 37.50012078243069),True
127.0419150664772,37.50012110246713,POINT (127.0419150664772 37.50012110246713),True
127.04182879697152,37.50017568715895,POINT (127.04182879697152 37.50017568715895),True
127.04180425464703,37.50021096302461,POINT (127.04180425464703 37.50021096302461),True
127.041828863055,37.50029415321003,POINT (127.041828863055 37.50029415321003),True
127.04183055009044,37.50029975416708,POINT (127.04183055009044 37.50029975416708),True
127.04183757890398,37.500294150123565,POINT (127.04183757890398 37.500294150123565),True
127.0419419947638,37.5002109142014,POINT (127.0419419947638 37.5002109142014),True
127.0419862542398,37.500175631301005,POINT (127.0419862542398 37.500175631301005),True
127.04205471990768,37.50012105283366,POINT (127.04205471990768 37.50012105283366),True
127.04205059647516,37.50012073444435,POINT (127.04205059647516 37.50012073444435),True
127.08490869446804,37.48025772359499,POINT (127.08490869446804 37.48025772359499),True
127.08491181748892,37.48025501258384,POINT (127.08491181748892 37.48025501258384),True
127.0849246170402,37.48024390163181,POINT (127.0849246170402 37.48024390163181),True
127.08490866810044,37.480234420697,POINT (127.08490866810044 37.480234420697),True
127.0847954938156,37.48022368954031,POINT (127.0847954938156 37.48022368954031),True
127.08476541448324,37.48023452355581,POINT (127.08476541448324 37.48023452355581),True
127.08473900737728,37.480244034894845,POINT (127.08473900737728 37.480244034894845),True
127.08479552930528,37.48025509609735,POINT (127.08479552930528 37.48025509609735),True
127.08490869446804,37.48025772359499,POINT (127.08490869446804 37.48025772359499),True
127.07823442385828,37.48246275059597,POINT (127.07823442385828 37.48246275059597),True
127.07824383615905,37.48245699532605,POINT (127.07824383615905 37.48245699532605),True
127.07831853782496,37.48241131799288,POINT (127.07831853782496 37.48241131799288),True
127.07824308535383,37.48235552929607,POINT (127.07824308535383 37.48235552929607),True
127.07823430529474,37.48234903741194,POINT (127.07823430529474 37.48234903741194),True
127.0782111150992,37.48236450886214,POINT (127.0782111150992 37.48236450886214),True
127.07814077625744,37.48241143569069,POINT (127.07814077625744 37.48241143569069),True
127.07823442385828,37.48246275059597,POINT (127.07823442385828 37.48246275059597),True
127.07783287832284,37.48267922178687,POINT (127.07783287832284 37.48267922178687),True
127.07782321734604,37.48268200183535,POINT (127.07782321734604 37.48268200183535),True
127.07782562466886,37.48268297174755,POINT (127.07782562466886 37.48268297174755),True
127.07789518500088,37.482710997626754,POINT (127.07789518500088 37.482710997626754),True
127.07800835858576,37.48271839073805,POINT (127.07800835858576 37.48271839073805),True
127.07802588457278,37.48271091138663,POINT (127.07802588457278 37.48271091138663),True
127.07809404550812,37.48268182313796,POINT (127.07809404550812 37.48268182313796),True
127.07805613785511,37.482661200943525,POINT (127.07805613785511 37.482661200943525),True
127.0780082720562,37.48263516137072,POINT (127.0780082720562 37.48263516137072),True
127.07799461702582,37.48263831699339,POINT (127.07799461702582 37.48263831699339),True
127.07789513341508,37.48266130720036,POINT (127.07789513341508 37.48266130720036),True
127.0778392736834,37.48267738145356,POINT (127.0778392736834 37.48267738145356),True
127.07783287832284,37.48267922178687,POINT (127.07783287832284 37.48267922178687),True
127.0774426348223,37.48282088513676,POINT (127.0774426348223 37.48282088513676),True
127.07755579018256,37.48281052900607,POINT (127.07755579018256 37.48281052900607),True
127.07764669432149,37.48280493578465,POINT (127.07764669432149 37.48280493578465),True
127.07766894902436,37.482803566468974,POINT (127.07766894902436 37.482803566468974),True
127.07774820060273,37.48277217007065,POINT (127.07774820060273 37.48277217007065),True
127.07774505899444,37.48276864380869,POINT (127.07774505899444 37.48276864380869),True
127.07774214150966,37.482765369111135,POINT (127.07774214150966 37.482765369111135),True
127.07770457448,37.48272320239487,POINT (127.07770457448 37.48272320239487),True
127.07770046844726,37.48271859361808,POINT (127.07770046844726 37.48271859361808),True
127.077693819181,37.482711130211925,POINT (127.077693819181 37.482711130211925),True
127.07766882429988,37.48268307492676,POINT (127.07766882429988 37.48268307492676),True
127.07764744038828,37.482682117484,POINT (127.07764744038828 37.482682117484),True
127.0775556546489,37.48267940408385,POINT (127.0775556546489 37.48267940408385),True
127.07744248697918,37.48267764219359,POINT (127.07744248697918 37.48267764219359),True
127.07743972513164,37.482679480124,POINT (127.07743972513164 37.482679480124),True
127.07743555302208,37.48268225654309,POINT (127.07743555302208 37.48268225654309),True
127.07743487010174,37.48268322848855,POINT (127.07743487010174 37.48268322848855),True
127.07739687651676,37.48273730164991,POINT (127.07739687651676 37.48273730164991),True
127.0773722033559,37.48277241689282,POINT (127.0773722033559 37.48277241689282),True
127.07739297762366,37.48278671296104,POINT (127.07739297762366 37.48278671296104),True
127.077417707851,37.48280373135957,POINT (127.077417707851 37.48280373135957),True
127.07742770790446,37.482810613011054,POINT (127.07742770790446 37.482810613011054),True
127.0774426348223,37.48282088513676,POINT (127.0774426348223 37.48282088513676),True
127.07608840195216,37.486528473054825,POINT (127.07608840195216 37.486528473054825),True
127.07610363221671,37.48653088154944,POINT (127.07610363221671 37.48653088154944),True
127.0761560010193,37.48653916306892,POINT (127.0761560010193 37.48653916306892),True
127.07618213996705,37.486543296631325,POINT (127.07618213996705 37.486543296631325),True
127.07620159179108,37.48654637270092,POINT (127.07620159179108 37.48654637270092),True
127.07631476689266,37.48654973154774,POINT (127.07631476689266 37.48654973154774),True
127.0763222964909,37.48654629478832,POINT (127.0763222964909 37.48654629478832),True
127.0763381789563,37.4865390454994,POINT (127.0763381789563 37.4865390454994),True
127.07636972767804,37.48652464559617,POINT (127.07636972767804 37.48652464559617),True
127.07642788598405,37.486498100142384,POINT (127.07642788598405 37.486498100142384),True
127.0764636783147,37.48646787994986,POINT (127.0764636783147 37.48646787994986),True
127.0764209867659,37.4864679075716,POINT (127.0764209867659 37.4864679075716),True
127.07637585940532,37.48649813378615,POINT (127.07637585940532 37.48649813378615),True
127.0763625969423,37.48650701694911,POINT (127.0763625969423 37.48650701694911),True
127.07632718263726,37.48653073733995,POINT (127.07632718263726 37.48653073733995),True
127.07631475603796,37.48653906063124,POINT (127.07631475603796 37.48653906063124),True
127.07620157599234,37.48653081841925,POINT (127.07620157599234 37.48653081841925),True
127.07619307042847,37.48652840560071,POINT (127.07619307042847 37.48652840560071),True
127.0761182280782,37.48650717464,POINT (127.0761182280782 37.48650717464),True
127.07608837176136,37.48649870510998,POINT (127.07608837176136 37.48649870510998),True
127.0760499656803,37.486498729837706,POINT (127.0760499656803 37.486498729837706),True
127.07601261311189,37.48652852183945,POINT (127.07601261311189 37.48652852183945),True
127.07608840195216,37.486528473054825,POINT (127.07608840195216 37.486528473054825),True
127.07645252912752,37.49257575873517,POINT (127.07645252912752 37.49257575873517),True
127.07643406599966,37.49256358101322,POINT (127.07643406599966 37.49256358101322),True
127.07640557005472,37.49253994712984,POINT (127.07640557005472 37.49253994712984),True
127.07638670942762,37.49252430454614,POINT (127.07638670942762 37.49252430454614),True
127.07636451865878,37.49250590000483,POINT (127.07636451865878 37.49250590000483),True
127.07635064863476,37.49245460622421,POINT (127.07635064863476 37.49245460622421),True
127.07634430579272,37.49243114925815,POINT (127.07634430579272 37.49243114925815),True
127.07634015450688,37.492415797051294,POINT (127.07634015450688 37.492415797051294),True
127.07633985529262,37.49240605665669,POINT (127.07633985529262 37.49240605665669),True
127.07633975607682,37.49240282686068,POINT (127.07633975607682 37.49240282686068),True
127.07633966677392,37.49239991976159,POINT (127.07633966677392 37.49239991976159),True
127.07633738621688,37.49232568013904,POINT (127.07633738621688 37.49232568013904),True
127.07635531744,37.49231236882118,POINT (127.07635531744 37.49231236882118),True
127.07643375067404,37.49225414349665,POINT (127.07643375067404 37.49225414349665),True
127.07644183034006,37.49223549390353,POINT (127.07644183034006 37.49223549390353),True
127.07643583803208,37.49217946987118,POINT (127.07643583803208 37.49217946987118),True
127.07643365377048,37.49215904847943,POINT (127.07643365377048 37.49215904847943),True
127.0764103681026,37.49223551425659,POINT (127.0764103681026 37.49223551425659),True
127.07638858812768,37.49225417270683,POINT (127.07638858812768 37.49225417270683),True
127.07637152086257,37.4922687938675,POINT (127.07637152086257 37.4922687938675),True
127.07632062964564,37.49231239123503,POINT (127.07632062964564 37.49231239123503),True
127.0763095288268,37.49232569813594,POINT (127.0763095288268 37.49232569813594),True
127.07630558980236,37.49232868034803,POINT (127.07630558980236 37.49232868034803),True
127.0762894987949,37.49234086275052,POINT (127.0762894987949 37.49234086275052),True
127.07624827454104,37.49237207335073,POINT (127.07624827454104 37.49237207335073),True
127.07622273775029,37.49239140705976,POINT (127.07622273775029 37.49239140705976),True
127.07621434948868,37.49239775774512,POINT (127.07621434948868 37.49239775774512),True
127.07620754123148,37.49240291222062,POINT (127.07620754123148 37.49240291222062),True
127.07609436406132,37.49240621503208,POINT (127.07609436406132 37.49240621503208),True
127.0760507379366,37.49240301326341,POINT (127.0760507379366 37.49240301326341),True
127.07598117512038,37.492397907938894,POINT (127.07598117512038 37.492397907938894),True
127.07586798826232,37.49239163540594,POINT (127.07586798826232 37.49239163540594),True
127.07575478832172,37.49237239081619,POINT (127.07575478832172 37.49237239081619),True
127.07564157647184,37.49234127936901,POINT (127.07564157647184 37.49234127936901),True
127.07561361547528,37.49237248125515,POINT (127.07561361547528 37.49237248125515),True
127.0755962947466,37.49239180957008,POINT (127.0755962947466 37.49239180957008),True
127.07559389247731,37.492394490277135,POINT (127.07559389247731 37.492394490277135),True
127.07559060527664,37.49239815848421,POINT (127.07559060527664 37.49239815848421),True
127.07558309142463,37.49240654323531,POINT (127.07558309142463 37.49240654323531),True
127.0755743575528,37.49241628941065,POINT (127.0755743575528 37.49241628941065),True
127.07564169121795,37.492455062273,POINT (127.07564169121795 37.492455062273),True
127.07566889949138,37.492480483776994,POINT (127.07566889949138 37.492480483776994),True
127.07569656222609,37.49250632987357,POINT (127.07569656222609 37.49250632987357),True
127.07575495797292,37.49254036611046,POINT (127.07575495797292 37.49254036611046),True
127.07576144338476,37.49254241509141,POINT (127.07576144338476 37.49254241509141),True
127.07582967040048,37.49256397049549,POINT (127.07582967040048 37.49256397049549),True
127.07586568161013,37.49257534772983,POINT (127.07586568161013 37.49257534772983),True
127.07586817488182,37.49257613544336,POINT (127.07586817488182 37.49257613544336),True
127.07590353249878,37.492596315778506,POINT (127.07590353249878 37.492596315778506),True
127.07598140486952,37.49262470917014,POINT (127.07598140486952 37.49262470917014),True
127.07604992607784,37.49266959371578,POINT (127.07604992607784 37.49266959371578),True
127.0760754665636,37.4926863238856,POINT (127.0760754665636 37.4926863238856),True
127.0760789783738,37.492701192134206,POINT (127.0760789783738 37.492701192134206),True
127.07608020190804,37.4927063723135,POINT (127.07608020190804 37.4927063723135),True
127.07608456576796,37.49272484794624,POINT (127.07608456576796 37.49272484794624),True
127.07609473097952,37.49276788520251,POINT (127.07609473097952 37.49276788520251),True
127.07610727754542,37.49276310370095,POINT (127.07610727754542 37.49276310370095),True
127.07620786824336,37.49272476847305,POINT (127.07620786824336 37.49272476847305),True
127.07624410032196,37.492718828696816,POINT (127.07624410032196 37.492718828696816),True
127.076321030373,37.4927062169794,POINT (127.076321030373 37.4927062169794),True
127.07643420599724,37.492700962844495,POINT (127.07643420599724 37.492700962844495),True
127.07654720035696,37.49268601917581,POINT (127.07654720035696 37.49268601917581),True
127.07652695447275,37.492657555403504,POINT (127.07652695447275 37.492657555403504),True
127.0765033518386,37.49262437233068,POINT (127.0765033518386 37.49262437233068),True
127.07648312976202,37.49259594197503,POINT (127.07648312976202 37.49259594197503),True
127.07645683245012,37.492578597075855,POINT (127.07645683245012 37.492578597075855),True
127.07645252912752,37.49257575873517,POINT (127.07645252912752 37.49257575873517),True
127.07723093240976,37.49703188441705,POINT (127.07723093240976 37.49703188441705),True
127.07712486537947,37.49710145791427,POINT (127.07712486537947 37.49710145791427),True
127.07723104830146,37.49714441920058,POINT (127.07723104830146 37.49714441920058),True
127.07729075488196,37.49710134949704,POINT (127.07729075488196 37.49710134949704),True
127.07723093240976,37.49703188441705,POINT (127.07723093240976 37.49703188441705),True
127.07663295413414,37.49809308286406,POINT (127.07663295413414 37.49809308286406),True
127.0766342397407,37.49813395656376,POINT (127.0766342397407 37.49813395656376),True
127.07663496655256,37.4981570643047,POINT (127.07663496655256 37.4981570643047),True
127.07663551846136,37.49817461129353,POINT (127.07663551846136 37.49817461129353),True
127.07663578859234,37.49818319963803,POINT (127.07663578859234 37.49818319963803),True
127.07666618859852,37.49819955206167,POINT (127.07666618859852 37.49819955206167),True
127.07677939134577,37.49821271681703,POINT (127.07677939134577 37.49821271681703),True
127.07689258539088,37.49821735594802,POINT (127.07689258539088 37.49821735594802),True
127.07693958319176,37.49824135543217,POINT (127.07693958319176 37.49824135543217),True
127.07696967914336,37.49825672394846,POINT (127.07696967914336 37.49825672394846),True
127.07700170959669,37.49827308030388,POINT (127.07700170959669 37.49827308030388),True
127.07700583424725,37.4982753585308,POINT (127.07700583424725 37.4982753585308),True
127.07701424830093,37.49827307213031,POINT (127.07701424830093 37.49827307213031),True
127.07704297798804,37.49821725796338,POINT (127.07704297798804 37.49821725796338),True
127.07704540463509,37.49821254362723,POINT (127.07704540463509 37.49821254362723),True
127.0770522211624,37.49819930090637,POINT (127.0770522211624 37.49819930090637),True
127.07706065135082,37.4981829232591,POINT (127.07706065135082 37.4981829232591),True
127.077005712527,37.498156823217045,POINT (127.077005712527 37.498156823217045),True
127.0768924997046,37.49813378874776,POINT (127.0768924997046 37.49813378874776),True
127.0768859526425,37.49813078701913,POINT (127.0768859526425 37.49813078701913),True
127.07682632638856,37.49810344925877,POINT (127.07682632638856 37.49810344925877),True
127.07680347479476,37.49809297212583,POINT (127.07680347479476 37.49809297212583),True
127.07677925825256,37.49808272351616,POINT (127.07677925825256 37.49808272351616),True
127.07666606876828,37.49808233999223,POINT (127.07666606876828 37.49808233999223),True
127.07666465714676,37.49808279794317,POINT (127.07666465714676 37.49808279794317),True
127.07663295413414,37.49809308286406,POINT (127.07663295413414 37.49809308286406),True
127.07926894877713,37.4976385731974,POINT (127.07926894877713 37.4976385731974),True
127.07925571691632,37.49763155779189,POINT (127.07925571691632 37.49763155779189),True
127.07924097939755,37.497623744097694,POINT (127.07924097939755 37.497623744097694),True
127.07920716231988,37.49760581458713,POINT (127.07920716231988 37.49760581458713),True
127.07915569697852,37.49757852809071,POINT (127.07915569697852 37.49757852809071),True
127.07910080120344,37.49756118111347,POINT (127.07910080120344 37.49756118111347),True
127.07906784371612,37.497550766584006,POINT (127.07906784371612 37.497550766584006),True
127.07904246794176,37.49753990654582,POINT (127.07904246794176 37.49753990654582),True
127.07902921691988,37.49755079243055,POINT (127.07902921691988 37.49755079243055),True
127.0790128230853,37.497578623735855,POINT (127.0790128230853 37.497578623735855),True
127.07897739520622,37.49763876847046,POINT (127.07897739520622 37.49763876847046),True
127.0789761122128,37.49764094656382,POINT (127.0789761122128 37.49764094656382),True
127.07896308640694,37.49767311131259,POINT (127.07896308640694 37.49767311131259),True
127.07895504015826,37.49769297997796,POINT (127.07895504015826 37.49769297997796),True
127.0789475391349,37.49771150230417,POINT (127.0789475391349 37.49771150230417),True
127.07894098369844,37.49772768967852,POINT (127.07894098369844 37.49772768967852),True
127.07893960683204,37.49773108958112,POINT (127.07893960683204 37.49773108958112),True
127.07892950018902,37.497749425662654,POINT (127.07892950018902 37.497749425662654),True
127.07888335259776,37.49782124577455,POINT (127.07888335259776 37.49782124577455),True
127.07884279347935,37.497901083186605,POINT (127.07884279347935 37.497901083186605),True
127.07883755486928,37.49791139496218,POINT (127.07883755486928 37.49791139496218),True
127.0788165465294,37.49797295367889,POINT (127.0788165465294 37.49797295367889),True
127.0788083232525,37.49798838415802,POINT (127.0788083232525 37.49798838415802),True
127.07880131337758,37.49800153775667,POINT (127.07880131337758 37.49800153775667),True
127.07880028381877,37.49800239155408,POINT (127.07880028381877 37.49800239155408),True
127.0787515716006,37.49804278782031,POINT (127.0787515716006 37.49804278782031),True
127.0787034727572,37.49808267536196,POINT (127.0787034727572 37.49808267536196),True
127.0786807061064,37.49809173675852,POINT (127.0786807061064 37.49809173675852),True
127.0786755708488,37.49809505870105,POINT (127.0786755708488 37.49809505870105),True
127.07859035441535,37.49815018421295,POINT (127.07859035441535 37.49815018421295),True
127.07847718911164,37.49817301203299,POINT (127.07847718911164 37.49817301203299),True
127.07846147214543,37.498177426232026,POINT (127.07846147214543 37.498177426232026),True
127.07844514419948,37.49818201202541,POINT (127.07844514419948 37.49818201202541),True
127.0783640343906,37.49820603298929,POINT (127.0783640343906 37.49820603298929),True
127.07830771551193,37.498257818794926,POINT (127.07830771551193 37.498257818794926),True
127.07829860513952,37.49826619586956,POINT (127.07829860513952 37.49826619586956),True
127.07829585290004,37.49826872657959,POINT (127.07829585290004 37.49826872657959),True
127.07829204040708,37.4982722322023,POINT (127.07829204040708 37.4982722322023),True
127.0782890963165,37.49827536815937,POINT (127.0782890963165 37.49827536815937),True
127.0782842072205,37.498280575877175,POINT (127.0782842072205 37.498280575877175),True
127.07827893693998,37.49828618962023,POINT (127.07827893693998 37.49828618962023),True
127.07825095985068,37.49831598994953,POINT (127.07825095985068 37.49831598994953),True
127.07823074900068,37.49833888207832,POINT (127.07823074900068 37.49833888207832),True
127.0782132840229,37.49835866403873,POINT (127.0782132840229 37.49835866403873),True
127.07820998107732,37.498362405166496,POINT (127.07820998107732 37.498362405166496),True
127.0781979834569,37.49837755285786,POINT (127.0781979834569 37.49837755285786),True
127.07814351300816,37.4984463248648,POINT (127.07814351300816 37.4984463248648),True
127.07813856576315,37.49845257103254,POINT (127.07813856576315 37.49845257103254),True
127.07813791358674,37.498453401911824,POINT (127.07813791358674 37.498453401911824),True
127.07813221830654,37.498452575230814,POINT (127.07813221830654 37.498452575230814),True
127.0780247166543,37.49844640338644,POINT (127.0780247166543 37.49844640338644),True
127.07801737193064,37.49845265113256,POINT (127.07801737193064 37.49845265113256),True
127.07801801341807,37.49845348115682,POINT (127.07801801341807 37.49845348115682),True
