대지위치,지하층수,노후화,위도,경도,in_flood_area,flood_point_count,높이(m),지상층수,구조
서울특별시 강남구 역삼동 736-37번지,1,41,37.4993775,127.0349355,1,5516,16.6,5,7
서울특별시 강남구 삼성동 61-5번지,1,37,37.5178784,127.0547612,0,0,0.0,2,2
서울특별시 강남구 삼성동 61-5번지,1,37,37.5178784,127.0547612,0,0,0.0,2,2
서울특별시 강남구 삼성동 61-6번지,1,33,37.5179741,127.0548551,0,0,7.95,2,2
서울특별시 강남구 삼성동 61-7번지,1,39,37.5181695,127.0550469,0,0,0.0,2,2
서울특별시 강남구 삼성동 61-8번지,1,46,37.5180698,127.0549491,0,0,6.9,2,2
서울특별시 강남구 삼성동 62번지,1,49,37.5175714,127.0543563,0,0,0.0,1,2
서울특별시 강남구 삼성동 62-1번지,1,49,37.5174564,127.0542627,0,0,0.0,1,2
서울특별시 강남구 삼성동 62-2번지,1,23,37.5173698,127.0543528,0,0,10.55,2,7
서울특별시 강남구 삼성동 62-3번지,1,49,37.5174891,127.0544946,0,0,8.98,2,2
서울특별시 강남구 삼성동 62-4번지,1,34,37.5174123,127.054638,0,0,7.8,2,2
서울특별시 강남구 삼성동 62-5번지,1,25,37.5173284,127.054771,0,0,7.35,2,7
서울특별시 강남구 삼성동 62-6번지,1,34,37.5172884,127.0545531,0,0,0.0,2,2
서울특별시 강남구 삼성동 62-7번지,1,42,37.5171978,127.0546434,0,0,0.0,2,2
서울특별시 강남구 삼성동 62-8번지,3,8,37.5170981,127.0545085,0,0,11.54,2,7
서울특별시 강남구 삼성동 87번지,2,21,37.5182869,127.05934,0,0,0.0,0,7
서울특별시 강남구 대치동 917-25번지,0,21,37.5001469,127.0544519,1,148,15.5,5,7
서울특별시 강남구 대치동 917-26번지,1,4,37.5000739,127.054673,1,100,17.3,5,7
서울특별시 강남구 대치동 917-27번지,0,21,37.5001154,127.054803,1,76,14.3,5,7
서울특별시 강남구 대치동 917-28번지,1,28,37.500262,127.0547037,1,90,10.2,3,2
서울특별시 강남구 대치동 917-29번지,0,18,37.5004395,127.0546718,1,80,13.3,5,7
서울특별시 강남구 대치동 917-30번지,0,14,37.5006283,127.0547567,1,51,13.25,5,7
서울특별시 강남구 대치동 917-31번지,0,22,37.5006101,127.0546316,1,73,11.85,4,7
서울특별시 강남구 대치동 917-32번지,1,27,37.5007817,127.0546487,1,60,10.3,3,7
서울특별시 강남구 대치동 917-35번지,0,21,37.500197,127.0546007,1,108,15.5,5,7
서울특별시 강남구 대치동 918번지,1,45,37.50065910000001,127.0538863,1,223,0.0,2,2
서울특별시 강남구 대치동 918-2번지,0,23,37.500738,127.0541206,1,192,15.65,5,7
서울특별시 강남구 대치동 927-5번지,1,29,37.5000266,127.0567277,0,0,10.2,3,7
서울특별시 강남구 대치동 927-6번지,0,28,37.4999002,127.0567929,0,0,10.5,4,7
서울특별시 강남구 삼성동 153-5번지,1,32,37.5108936,127.0568233,0,0,0.0,3,7
서울특별시 강남구 삼성동 153-6번지,1,23,37.5107698,127.0569129,0,0,14.95,5,7
서울특별시 강남구 삼성동 153-7번지,1,32,37.5107075,127.056752,0,0,7.8,2,2
서울특별시 강남구 삼성동 153-8번지,0,23,37.5106939,127.0566252,0,0,11.55,4,7
서울특별시 강남구 삼성동 153-9번지,1,29,37.5105552,127.0566848,0,0,10.2,3,2
서울특별시 강남구 삼성동 153-10번지,1,32,37.5105682,127.0568142,0,0,9.8,3,7
서울특별시 강남구 삼성동 153-11번지,1,47,37.5106309,127.0569797,0,0,0.0,2,2
서울특별시 강남구 삼성동 153-12번지,1,37,37.5105039,127.0570241,0,0,13.15,4,7
서울특별시 강남구 삼성동 153-13번지,0,32,37.5103789,127.0570844,0,0,4.8,1,2
서울특별시 강남구 삼성동 153-14번지,1,47,37.510423,127.0568548,0,0,7.3,2,2
서울특별시 강남구 삼성동 153-15번지,1,48,37.5104103,127.0567277,0,0,0.0,2,2
서울특별시 강남구 삼성동 189번지,3,4,37.5164561,127.0318878,1,1749,20.9,5,7
서울특별시 강남구 삼성동 189번지,0,4,37.5164561,127.0318878,1,1749,94.25,31,7
서울특별시 강남구 역삼동 777-32번지,1,35,37.4951605,127.0418395,1,3664,10.8,3,2
서울특별시 강남구 역삼동 777-33번지,0,23,37.4950406,127.0416742,1,3717,16.0,5,7
서울특별시 강남구 역삼동 777-34번지,0,22,37.4951746,127.0415993,1,3740,13.0,5,7
서울특별시 강남구 역삼동 777-35번지,1,48,37.49509279999999,127.0414338,1,3816,0.0,2,2
서울특별시 강남구 역삼동 777-36번지,0,23,37.4949936,127.0415268,1,3773,12.8,5,7
서울특별시 강남구 역삼동 777-37번지,1,36,37.4949966,127.0412927,1,3862,9.7,3,2
서울특별시 강남구 역삼동 777-38번지,0,23,37.4950112,127.0410988,1,3898,13.8,5,7
서울특별시 강남구 역삼동 777-39번지,0,21,37.4948579,127.0411173,1,3889,13.6,5,7
서울특별시 강남구 역삼동 777-40번지,1,29,37.4947928,127.0408962,1,3942,14.6,5,7
서울특별시 강남구 역삼동 777-42번지,0,23,37.4949851,127.0409465,1,3935,13.2,5,7
서울특별시 강남구 역삼동 786-5번지,0,21,37.49409,127.0439973,1,2684,15.1,5,7
서울특별시 강남구 역삼동 786-6번지,1,29,37.4939586,127.0440592,1,2630,12.05,3,7
서울특별시 강남구 역삼동 786-7번지,1,31,37.4940075,127.0442169,1,2554,10.65,3,7
서울특별시 강남구 삼성동 162-7번지,1,45,37.5146421,127.064561,0,0,12.34,3,7
서울특별시 강남구 삼성동 162-11번지,2,19,37.5147394,127.0647155,0,0,30.25,7,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,41,37.4933928,127.0673501,1,1670,0.0,3,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,41,37.4933928,127.0673501,1,1670,0.0,2,7
서울특별시 강남구 대치동 511번지,1,41,37.4933928,127.0673501,1,1670,0.0,2,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 삼성동 127-8번지,1,36,37.509827,127.0546177,0,0,18.7,5,0
서울특별시 강남구 삼성동 127-9번지,1,40,37.5096829,127.0546949,0,0,0.0,4,7
서울특별시 강남구 삼성동 127-11번지,2,29,37.5094854,127.0548006,0,0,30.7,8,7
서울특별시 강남구 삼성동 127-12번지,2,32,37.5093516,127.0548723,0,0,0.0,7,7
서울특별시 강남구 삼성동 127-13번지,1,10,37.5103477,127.0543392,0,0,40.2,7,7
서울특별시 강남구 삼성동 128번지,0,48,37.5090153,127.0545886,0,0,6.2,2,2
서울특별시 강남구 삼성동 128-3번지,1,34,37.509158,127.0549755,0,0,8.8,2,0
서울특별시 강남구 삼성동 128-5번지,1,37,37.5089077,127.0550563,0,0,20.45,5,7
서울특별시 강남구 삼성동 128-6번지,0,23,37.5089167,127.0546668,0,0,11.8,4,7
서울특별시 강남구 삼성동 128-15번지,0,18,37.5085394,127.0548699,0,0,11.5,3,5
서울특별시 강남구 삼성동 128-20번지,2,33,37.50845770000001,127.0550512,0,0,27.0,8,7
서울특별시 강남구 삼성동 128-21번지,0,47,37.5084399,127.0549243,0,0,7.9,2,2
서울특별시 강남구 삼성동 128-23번지,2,34,37.5083835,127.05538,0,0,24.3,7,7
서울특별시 강남구 삼성동 78번지,4,32,37.5199859,127.0577213,0,0,40.7,8,7
서울특별시 강남구 삼성동 78-1번지,5,4,37.5196778,127.0578831,0,0,72.03,19,6
서울특별시 강남구 삼성동 78-3번지,4,35,37.5193096,127.0580297,0,0,37.91,10,7
서울특별시 강남구 삼성동 78-4번지,2,33,37.5197767,127.0583634,0,0,0.0,15,7
서울특별시 강남구 삼성동 78-4번지,1,33,37.5197767,127.0583634,0,0,0.0,11,7
서울특별시 강남구 삼성동 78-4번지,1,33,37.5197767,127.0583634,0,0,0.0,2,7
서울특별시 강남구 삼성동 78-4번지,1,33,37.5197767,127.0583634,0,0,0.0,13,7
서울특별시 강남구 삼성동 100-8번지,2,1,37.5165253,127.0653773,0,0,12.3,4,7
서울특별시 강남구 삼성동 100-9번지,1,42,37.5165072,127.0652651,0,0,7.4,2,2
서울특별시 강남구 삼성동 100-11번지,1,40,37.5163509,127.0653599,0,0,0.0,3,7
서울특별시 강남구 삼성동 100-12번지,1,39,37.5162492,127.0653871,0,0,0.0,2,2
서울특별시 강남구 삼성동 100-13번지,1,16,37.5160328,127.0654516,0,0,13.57,4,7
서울특별시 강남구 삼성동 100-14번지,2,18,37.5162493,127.0657708,0,0,40.1,13,7
서울특별시 강남구 삼성동 28번지,0,29,37.5141798,127.0468995,1,63,0.0,2,7
서울특별시 강남구 삼성동 39-22번지,1,22,37.5127629,127.0449049,1,425,19.1,6,7
서울특별시 강남구 삼성동 39-24번지,0,22,37.5122135,127.0452654,1,360,11.5,4,7
서울특별시 강남구 삼성동 39-25번지,1,48,37.5120979,127.0453187,1,356,0.0,2,2
서울특별시 강남구 삼성동 39-26번지,0,21,37.5119757,127.0453751,1,340,13.8,5,7
서울특별시 강남구 삼성동 39-27번지,0,15,37.5118527,127.045432,1,337,13.9,5,7
서울특별시 강남구 삼성동 39-28번지,1,23,37.5117145,127.0454964,1,331,12.15,5,7
서울특별시 강남구 삼성동 39-29번지,1,51,37.5117549,127.0456297,1,305,8.0,2,2
서울특별시 강남구 삼성동 39-30번지,0,19,37.51189249999999,127.0455679,1,317,15.2,5,7
서울특별시 강남구 삼성동 39-31번지,0,21,37.5120155,127.0455111,1,323,11.3,4,7
서울특별시 강남구 삼성동 39-32번지,0,21,37.5121376,127.0454546,1,326,12.6,4,7
서울특별시 강남구 삼성동 39-33번지,1,29,37.5122528,127.0454006,1,336,9.05,3,7
서울특별시 강남구 삼성동 40번지,2,1,37.512887,127.0453558,1,329,21.0,5,7
서울특별시 강남구 청담동 123-12번지,0,7,37.5263175,127.0508547,0,0,14.1,4,7
서울특별시 강남구 청담동 123-14번지,1,32,37.5260516,127.0510193,0,0,0.0,3,2
서울특별시 강남구 청담동 123-15번지,1,31,37.526153,127.0510661,0,0,11.5,3,2
서울특별시 강남구 청담동 123-16번지,1,1,37.5262569,127.0511067,0,0,19.8,5,7
서울특별시 강남구 청담동 123-17번지,1,21,37.52618289999999,127.0512861,0,0,14.7,5,7
서울특별시 강남구 청담동 123-18번지,1,4,37.5260358,127.0511959,0,0,17.74,5,7
서울특별시 강남구 청담동 123-19번지,1,7,37.5259239,127.0510956,0,0,16.15,5,7
서울특별시 강남구 삼성동 7-3번지,2,18,37.5161513,127.0434365,1,350,35.75,13,7
서울특별시 강남구 삼성동 7-3번지,0,18,37.5161513,127.0434365,1,350,3.55,1,7
서울특별시 강남구 삼성동 7-3번지,2,18,37.5161513,127.0434365,1,350,32.85,12,7
서울특별시 강남구 삼성동 7-3번지,2,18,37.5161513,127.0434365,1,350,68.0,24,7
서울특별시 강남구 삼성동 8-1번지,1,49,37.5158959,127.0422861,1,531,0.0,4,7
서울특별시 강남구 대치동 906-21번지,1,35,37.5015119,127.0530636,1,326,0.0,3,7
서울특별시 강남구 대치동 906-22번지,1,45,37.501444,127.0528529,1,415,14.05,4,7
서울특별시 강남구 대치동 906-23번지,1,42,37.5013862,127.0526773,1,449,19.7,5,7
서울특별시 강남구 대치동 907번지,1,34,37.5011727,127.0508237,1,615,18.1,5,7
서울특별시 강남구 대치동 907-1번지,1,34,37.5012319,127.0510034,1,609,0.0,7,7
서울특별시 강남구 대치동 907-2번지,2,20,37.5013869,127.0515928,1,586,30.3,9,7
서울특별시 강남구 대치동 916-71번지,1,28,37.500232,127.0553855,1,10,10.2,3,7
서울특별시 강남구 대치동 916-72번지,1,7,37.5001796,127.0551957,1,28,15.6,5,7
서울특별시 강남구 대치동 916-73번지,0,9,37.5001086,127.0554492,1,7,14.5,5,7
서울특별시 강남구 대치동 916-74번지,1,22,37.5000703,127.0552937,1,24,12.9,4,7
서울특별시 강남구 대치동 916-75번지,1,27,37.5000204,127.0551568,1,32,12.8,4,7
서울특별시 강남구 대치동 916-77번지,0,15,37.5012975,127.0559866,0,0,12.6,4,7
서울특별시 강남구 대치동 916-78번지,0,12,37.5008372,127.0571591,0,0,10.6,4,7
서울특별시 강남구 대치동 889-41번지,6,7,37.5034457,127.0498534,1,549,91.75,20,7
서울특별시 강남구 대치동 889-47번지,8,35,37.50393469999999,127.0500203,1,468,19.95,5,7
서울특별시 강남구 대치동 889-51번지,1,20,37.5040808,127.0504941,1,406,31.15,9,7
서울특별시 강남구 대치동 889-52번지,0,18,37.5041246,127.0506371,1,379,34.95,11,6
서울특별시 강남구 대치동 889-53번지,2,22,37.5041701,127.0507856,1,348,51.73,17,7
서울특별시 강남구 대치동 889-56번지,4,21,37.5040512,127.0510455,1,344,48.6,15,7
서울특별시 강남구 대치동 889-60번지,1,21,37.5038664,127.0506567,1,421,31.79,9,7
서울특별시 강남구 대치동 889-65번지,1,37,37.5034783,127.0502361,1,512,18.25,5,7
서울특별시 강남구 대치동 889-66번지,0,18,37.5035463,127.0504566,1,481,7.3,2,7
서울특별시 강남구 대치동 889-67번지,1,23,37.5035994,127.0506315,1,459,30.0,9,7
서울특별시 강남구 대치동 889-68번지,3,36,37.503546,127.0508294,1,446,31.0,9,7
서울특별시 강남구 대치동 889-69번지,0,22,37.5037116,127.0509994,1,406,17.63,5,5
서울특별시 강남구 역삼동 657-24번지,0,48,37.5064591,127.036551,1,3654,0.0,3,7
서울특별시 강남구 역삼동 657-25번지,1,25,37.5063191,127.0366169,1,3649,10.0,3,7
서울특별시 강남구 역삼동 657-26번지,1,25,37.5061804,127.0366835,1,3630,10.75,3,7
서울특별시 강남구 역삼동 657-27번지,0,10,37.5060407,127.036751,1,3567,14.8,4,7
서울특별시 강남구 역삼동 657-28번지,1,25,37.5065035,127.0366972,1,3610,11.6,4,7
서울특별시 강남구 역삼동 657-29번지,1,25,37.5063643,127.0367644,1,3593,13.95,4,7
서울특별시 강남구 역삼동 657-30번지,1,25,37.5062255,127.0368313,1,3551,10.75,3,7
서울특별시 강남구 역삼동 668-18번지,1,39,37.5024153,127.0366876,1,4854,0.0,5,7
서울특별시 강남구 역삼동 668-19번지,1,46,37.502444,127.0368437,1,4815,6.3,2,2
서울특별시 강남구 역삼동 668-20번지,1,25,37.5024719,127.0369365,1,4774,13.55,4,7
서울특별시 강남구 역삼동 668-21번지,1,43,37.5024948,127.037014,1,4757,0.0,3,7
서울특별시 강남구 역삼동 668-24번지,1,39,37.502804,127.0367189,1,4669,0.0,5,7
서울특별시 강남구 역삼동 669번지,1,41,37.5036802,127.0366897,1,4226,9.9,3,7
서울특별시 강남구 역삼동 669-2번지,1,43,37.503722,127.0368243,1,4198,0.0,2,2
서울특별시 강남구 역삼동 630-7번지,1,2,37.5027618,127.0326028,1,5073,10.2,2,7
서울특별시 강남구 역삼동 630-8번지,1,33,37.5029658,127.0325171,1,5054,7.95,2,2
서울특별시 강남구 역삼동 630-9번지,1,38,37.5030801,127.0327191,1,5029,7.45,2,2
서울특별시 강남구 역삼동 630-11번지,1,39,37.50284329999999,127.03285,1,5034,0.0,2,2
서울특별시 강남구 역삼동 630-13번지,1,36,37.5027317,127.0328018,1,5034,7.25,2,7
서울특별시 강남구 역삼동 631번지,2,23,37.5024151,127.0321722,1,5097,7.7,2,7
서울특별시 강남구 역삼동 631-1번지,0,11,37.5025094,127.0323198,1,5079,9.6,2,7
서울특별시 강남구 역삼동 631-2번지,1,37,37.5023993,127.0323236,1,5110,0.0,2,2
서울특별시 강남구 역삼동 631-3번지,1,29,37.5025357,127.0324802,1,5062,7.8,2,7
서울특별시 강남구 역삼동 631-4번지,1,18,37.5024396,127.0324815,1,5079,7.79,2,7
서울특별시 강남구 역삼동 631-7번지,1,35,37.5024929,127.0326283,1,5049,7.92,2,2
서울특별시 강남구 역삼동 631-12번지,1,38,37.5021394,127.0328234,1,5212,0.0,2,2
서울특별시 강남구 역삼동 631-13번지,1,31,37.5020871,127.032635,1,5217,7.9,2,2
서울특별시 강남구 역삼동 631-14번지,1,37,37.5020231,127.0324166,1,5215,0.0,2,2
서울특별시 강남구 역삼동 783-30번지,1,22,37.4942011,127.0435324,1,2924,17.1,6,7
서울특별시 강남구 역삼동 783-36번지,0,8,37.494856,127.0444908,1,2491,16.4,5,7
서울특별시 강남구 역삼동 784번지,1,20,37.495079,127.0451902,1,2121,18.0,5,7
서울특별시 강남구 역삼동 784-1번지,1,38,37.4951556,127.0453421,1,2055,0.0,4,7
서울특별시 강남구 역삼동 784-3번지,1,31,37.4949968,127.0455623,1,1975,16.5,6,7
서울특별시 강남구 역삼동 784-4번지,4,18,37.4952625,127.045625,1,1924,28.55,6,7
서울특별시 강남구 역삼동 784-6번지,1,36,37.4951214,127.0458188,1,1858,0.0,7,7
서울특별시 강남구 역삼동 784-11번지,1,8,37.494753,127.0454443,1,2027,18.2,6,7
서울특별시 강남구 역삼동 784-12번지,0,20,37.4948947,127.0453389,1,2077,17.8,6,7
서울특별시 강남구 역삼동 793-18번지,1,14,37.4928549,127.0367876,1,4221,17.92,5,7
서울특별시 강남구 역삼동 793-19번지,1,22,37.492712,127.0369058,1,4196,15.55,5,7
서울특별시 강남구 역삼동 793-20번지,1,22,37.4926715,127.0367795,1,4195,15.55,5,7
서울특별시 강남구 역삼동 757번지,2,20,37.4975157,127.0500483,1,1027,54.25,20,7
서울특별시 강남구 역삼동 757번지,1,20,37.4975157,127.0500483,1,1027,18.4,5,7
서울특별시 강남구 역삼동 757번지,2,20,37.4975157,127.0500483,1,1027,54.25,20,7
서울특별시 강남구 역삼동 776-14번지,0,18,37.4940175,127.0405228,1,3949,5.8,1,7
서울특별시 강남구 역삼동 776-17번지,1,33,37.4944035,127.040185,1,4028,13.4,4,7
서울특별시 강남구 역삼동 776-18번지,1,33,37.4944608,127.0403776,1,4007,15.2,5,7
서울특별시 강남구 역삼동 776-19번지,1,42,37.494632,127.0402359,1,4046,17.3,5,7
서울특별시 강남구 역삼동 776-20번지,1,31,37.4947818,127.0400531,1,4085,20.65,6,7
서울특별시 강남구 역삼동 776-21번지,1,33,37.4949151,127.0399915,1,4114,13.7,4,7
서울특별시 강남구 역삼동 776-24번지,0,17,37.4947502,127.0406273,1,3980,17.55,6,7
서울특별시 강남구 역삼동 776-25번지,1,39,37.4945532,127.0407193,1,3956,10.2,4,7
서울특별시 강남구 역삼동 776-26번지,1,39,37.4944234,127.0407065,1,3952,0.0,2,2
서울특별시 강남구 역삼동 776-26번지,1,39,37.4944234,127.0407065,1,3952,0.0,2,2
서울특별시 강남구 역삼동 736-38번지,1,6,37.4994382,127.0350977,1,5509,38.9,10,7
서울특별시 강남구 역삼동 736-40번지,1,21,37.4993484,127.0352445,1,5470,34.9,10,6
서울특별시 강남구 역삼동 736-41번지,1,22,37.499232,127.0353,1,5443,34.3,10,7
서울특별시 강남구 역삼동 736-42번지,2,19,37.49912399999999,127.0353528,1,5389,33.75,11,7
서울특별시 강남구 역삼동 736-44번지,2,15,37.4990212,127.0354028,1,5333,38.88,10,7
서울특별시 강남구 역삼동 736-45번지,5,17,37.4988187,127.0355328,1,5229,34.3,9,6
서울특별시 강남구 역삼동 736-46번지,2,24,37.4990199,127.0357492,1,5262,33.1,10,7
서울특별시 강남구 역삼동 736-49번지,2,27,37.49916169999999,127.0356023,1,5339,32.65,9,7
서울특별시 강남구 역삼동 736-50번지,2,22,37.4993072,127.0355411,1,5401,34.96,10,7
서울특별시 강남구 역삼동 736-51번지,2,9,37.4994044,127.0354431,1,5451,38.8,12,7
서울특별시 강남구 역삼동 736-53번지,1,22,37.499545,127.0354255,1,5505,34.9,11,7
서울특별시 강남구 역삼동 747-6번지,0,20,37.49591789999999,127.037732,1,4527,11.0,4,7
서울특별시 강남구 삼성동 87번지,2,21,37.5182869,127.05934,0,0,0.0,1,7
서울특별시 강남구 삼성동 87번지,4,21,37.5182869,127.05934,0,0,179.24,39,7
서울특별시 강남구 삼성동 87번지,3,21,37.5182869,127.05934,0,0,0.0,1,7
서울특별시 강남구 삼성동 87번지,4,21,37.5182869,127.05934,0,0,199.64,46,7
서울특별시 강남구 삼성동 87번지,3,21,37.5182869,127.05934,0,0,0.0,0,7
서울특별시 강남구 삼성동 88번지,3,36,37.5170276,127.0594025,0,0,0.0,10,7
서울특별시 강남구 삼성동 89번지,1,41,37.5170356,127.0600048,0,0,0.0,3,2
서울특별시 강남구 삼성동 89번지,1,41,37.5170356,127.0600048,0,0,0.0,3,2
서울특별시 강남구 삼성동 89-2번지,1,35,37.5172622,127.059692,0,0,0.0,3,7
서울특별시 강남구 삼성동 89-3번지,0,30,37.5172315,127.0603135,0,0,0.0,4,7
서울특별시 강남구 삼성동 89-3번지,0,30,37.5172315,127.0603135,0,0,0.0,4,7
서울특별시 강남구 삼성동 89-7번지,1,33,37.51699139999999,127.0605181,0,0,0.0,4,7
서울특별시 강남구 삼성동 90번지,4,4,37.5167625,127.0594209,0,0,79.8,20,7
서울특별시 강남구 대치동 927-7번지,1,30,37.499852,127.0566517,0,0,10.2,3,7
서울특별시 강남구 대치동 927-8번지,1,30,37.4997253,127.056717,0,0,10.2,3,7
서울특별시 강남구 대치동 927-9번지,1,29,37.4997744,127.056858,0,0,11.9,4,7
서울특별시 강남구 대치동 927-10번지,0,28,37.499649,127.056923,0,0,10.5,4,7
서울특별시 강남구 대치동 927-11번지,1,29,37.4996006,127.0567813,0,0,10.3,3,2
서울특별시 강남구 대치동 927-12번지,1,29,37.4994763,127.056845,0,0,9.1,3,7
서울특별시 강남구 대치동 927-13번지,0,22,37.4995241,127.0569874,0,0,11.75,4,7
서울특별시 강남구 대치동 927-14번지,1,29,37.4993996,127.0570519,0,0,12.1,4,7
서울특별시 강남구 대치동 927-15번지,1,29,37.4993521,127.056909,0,0,10.2,3,7
서울특별시 강남구 대치동 927-16번지,1,30,37.4992289,127.0569744,0,0,10.6,3,7
서울특별시 강남구 대치동 927-17번지,0,23,37.4992736,127.0571168,0,0,13.1,5,7
서울특별시 강남구 대치동 927-19번지,1,29,37.500315,127.0567842,0,0,12.8,4,7
서울특별시 강남구 대치동 927-20번지,0,21,37.5003551,127.0569104,0,0,14.15,5,7
서울특별시 강남구 대치동 890-31번지,1,21,37.5047754,127.0524673,1,63,30.0,10,7
서울특별시 강남구 대치동 890-32번지,1,23,37.5047291,127.0523247,1,74,29.85,10,6
서울특별시 강남구 대치동 890-33번지,2,19,37.5046032,127.0525256,1,72,25.2,6,7
서울특별시 강남구 대치동 890-34번지,1,16,37.5046165,127.0528122,1,46,33.8,10,7
서울특별시 강남구 대치동 890-38번지,3,30,37.5043909,127.0533488,1,30,30.0,8,7
서울특별시 강남구 대치동 890-40번지,1,41,37.50422349999999,127.0531027,1,47,18.0,6,7
서울특별시 강남구 대치동 890-41번지,1,17,37.5043888,127.0527433,1,68,29.9,10,7
서울특별시 강남구 대치동 890-42번지,2,21,37.5043148,127.052556,1,75,29.95,11,7
서울특별시 강남구 대치동 890-43번지,1,34,37.5042433,127.0528163,1,71,14.45,4,7
서울특별시 강남구 대치동 890-44번지,2,34,37.5041008,127.0528862,1,72,18.9,7,7
서울특별시 강남구 대치동 890-45번지,2,34,37.5040967,127.0526619,1,78,71.95,5,7
서울특별시 강남구 대치동 890-47번지,1,16,37.5046742,127.0521446,1,79,29.85,10,7
서울특별시 강남구 역삼동 786-8번지,0,23,37.4941384,127.0441532,1,2606,14.45,5,7
서울특별시 강남구 역삼동 786-10번지,0,23,37.494201,127.0443534,1,2480,14.45,6,7
서울특별시 강남구 역삼동 786-11번지,1,29,37.4940697,127.0444158,1,2449,10.5,3,7
서울특별시 강남구 역삼동 786-13번지,1,28,37.4942629,127.0445092,1,2408,10.2,3,2
서울특별시 강남구 역삼동 786-14번지,0,33,37.494314,127.0446745,1,2346,4.4,1,7
서울특별시 강남구 역삼동 786-15번지,0,23,37.4941563,127.0446536,1,2345,17.5,5,7
서울특별시 강남구 역삼동 786-16번지,1,42,37.4939629,127.0448506,1,2291,0.0,4,7
서울특별시 강남구 역삼동 786-17번지,1,41,37.4939109,127.0446879,1,2333,0.0,3,7
서울특별시 강남구 역삼동 786-18번지,2,21,37.4938553,127.0445069,1,2390,23.0,7,7
서울특별시 강남구 역삼동 786-19번지,2,34,37.4937933,127.0443049,1,2488,23.2,7,7
서울특별시 강남구 역삼동 786-20번지,2,31,37.4937758,127.0440318,1,2618,28.65,8,7
서울특별시 강남구 역삼동 786-22번지,1,29,37.4937421,127.0437844,1,2708,15.8,5,7
서울특별시 강남구 역삼동 786-23번지,1,33,37.4936191,127.0439378,1,2644,18.1,5,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,40,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 511번지,1,42,37.4933928,127.0673501,1,1670,0.0,14,7
서울특별시 강남구 대치동 896-52번지,2,23,37.5040938,127.0536392,1,29,17.0,5,7
서울특별시 강남구 대치동 897번지,1,47,37.5028883,127.0500833,1,590,0.0,3,7
서울특별시 강남구 대치동 897-2번지,2,19,37.502693,127.0501749,1,592,29.55,6,7
서울특별시 강남구 대치동 897-3번지,1,47,37.5025104,127.0502667,1,596,0.0,3,7
서울특별시 강남구 대치동 897-4번지,1,20,37.5025845,127.0505041,1,588,16.08,5,7
서울특별시 강남구 대치동 897-5번지,1,22,37.5027487,127.0504205,1,579,14.5,5,7
서울특별시 강남구 대치동 897-6번지,1,42,37.5029978,127.0502928,1,564,0.0,4,7
서울특별시 강남구 대치동 897-8번지,1,43,37.5030553,127.050498,1,545,0.0,3,7
서울특별시 강남구 삼성동 149-6번지,1,30,37.511842,127.0556778,0,0,10.2,3,2
서울특별시 강남구 삼성동 149-8번지,1,30,37.5117764,127.0559279,0,0,10.2,3,2
서울특별시 강남구 삼성동 149-10번지,1,44,37.5117216,127.055742,0,0,0.0,2,2
서울특별시 강남구 삼성동 149-11번지,1,40,37.5117831,127.055462,0,0,10.0,3,7
서울특별시 강남구 삼성동 149-12번지,1,41,37.511623,127.055419,0,0,0.0,2,2
서울특별시 강남구 삼성동 149-13번지,1,34,37.5116587,127.0555855,0,0,11.1,3,2
서울특별시 강남구 삼성동 149-15번지,1,9,37.5114642,127.0554929,0,0,16.3,5,7
서울특별시 강남구 삼성동 149-16번지,0,6,37.511516,127.0556616,0,0,16.6,5,7
서울특별시 강남구 삼성동 149-17번지,1,43,37.5116123,127.0557845,0,0,8.0,2,2
서울특별시 강남구 삼성동 149-18번지,1,25,37.5116512,127.0559758,0,0,12.1,3,7
서울특별시 강남구 삼성동 149-21번지,1,41,37.5113437,127.0559215,0,0,0.0,2,2
서울특별시 강남구 삼성동 149-22번지,0,22,37.5113505,127.0556759,0,0,10.8,4,7
서울특별시 강남구 삼성동 149-23번지,1,37,37.5113409,127.0555251,0,0,7.85,2,2
