대지위치,지하층수,노후화,위도,경도,in_flood_area,flood_point_count,높이(m),지상층수,구조
서울특별시 강남구 논현동 156-26번지,1,24,37.5100313,127.0290392,1,3912,9.03,3,7
서울특별시 강남구 논현동 156-27번지,1,2,37.5101459,127.0291436,1,3903,20.75,4,7
서울특별시 강남구 논현동 156-28번지,1,23,37.5102607,127.0292466,1,3892,12.94,4,7
서울특별시 강남구 논현동 169-4번지,1,25,37.5086057,127.027279,1,4054,10.55,3,7
서울특별시 강남구 논현동 169-5번지,2,1,37.5087114,127.0273728,1,4046,16.68,4,7
서울특별시 강남구 논현동 266-20번지,1,33,37.512197,127.0418554,1,959,2.2,1,7
서울특별시 강남구 논현동 266-21번지,1,22,37.5122371,127.041619,1,1004,8.3,3,7
서울특별시 강남구 논현동 266-21번지,0,22,37.5122371,127.041619,1,1004,8.3,3,7
서울특별시 강남구 논현동 267번지,1,22,37.5134309,127.0418796,1,866,13.12,4,7
서울특별시 강남구 논현동 267-1번지,1,37,37.5134707,127.0420485,1,827,17.62,5,7
서울특별시 강남구 논현동 267-2번지,1,22,37.5135163,127.0423086,1,778,25.3,6,7
서울특별시 강남구 논현동 267-3번지,3,5,37.5133675,127.0423637,1,779,40.6,8,7
서울특별시 강남구 논현동 267-5번지,1,37,37.51333100000001,127.0419135,1,867,7.9,2,2
서울특별시 강남구 논현동 267-7번지,1,11,37.5131918,127.0419648,1,858,15.3,5,7
서울특별시 강남구 논현동 267-9번지,1,36,37.513116,127.0421816,1,826,7.9,2,2
서울특별시 강남구 논현동 267-10번지,1,2,37.5130838,127.0420047,1,862,16.75,5,7
서울특별시 강남구 논현동 267-12번지,1,29,37.5129458,127.0420561,1,860,10.1,3,7
서울특별시 강남구 논현동 278-7번지,1,51,37.5107655,127.0434167,1,793,16.1,5,7
서울특별시 강남구 논현동 219-16번지,1,29,37.5116994,127.0338967,1,3283,10.2,3,7
서울특별시 강남구 논현동 219-17번지,0,20,37.5117441,127.034045,1,3246,13.25,5,7
서울특별시 강남구 논현동 219-18번지,0,8,37.5117884,127.0341924,1,3189,17.7,5,7
서울특별시 강남구 논현동 219-19번지,1,34,37.5118323,127.0343412,1,3142,7.9,2,2
서울특별시 강남구 논현동 219-20번지,0,7,37.511878,127.0344924,1,3097,16.4,5,7
서울특별시 강남구 논현동 233-14번지,1,30,37.5085585,127.0350355,1,3801,1.15,3,2
서울특별시 강남구 논현동 233-15번지,1,37,37.5085974,127.0351669,1,3759,0.0,2,2
서울특별시 강남구 논현동 233-16번지,1,30,37.50864869999999,127.0353405,1,3670,1.03,3,7
서울특별시 강남구 논현동 233-17번지,0,23,37.5086958,127.0354985,1,3590,10.98,4,7
서울특별시 강남구 논현동 233-18번지,1,25,37.5085848,127.035549,1,3588,13.6,5,1
서울특별시 강남구 논현동 233-22번지,1,52,37.5084468,127.0350887,1,3811,0.0,2,2
서울특별시 강남구 논현동 233-24번지,1,28,37.5083949,127.0349154,1,3889,11.7,3,7
서울특별시 강남구 논현동 233-25번지,1,21,37.50834940000001,127.0347578,1,3970,14.0,5,7
서울특별시 강남구 논현동 186-9번지,0,23,37.50646630000001,127.0267072,1,4056,10.8,4,7
서울특별시 강남구 논현동 186-10번지,2,6,37.506418,127.0265468,1,4028,20.65,6,7
서울특별시 강남구 논현동 187번지,1,34,37.507242,127.0272483,1,4162,17.4,5,7
서울특별시 강남구 논현동 187-1번지,0,24,37.5071055,127.0272646,1,4171,13.2,4,7
서울특별시 강남구 논현동 187-2번지,1,27,37.5071911,127.0274573,1,4221,14.45,5,7
서울특별시 강남구 논현동 187-3번지,1,24,37.5071667,127.0276402,1,4255,16.6,5,7
서울특별시 강남구 논현동 187-4번지,1,50,37.5071291,127.027839,1,4309,0.0,2,2
서울특별시 강남구 논현동 187-5번지,1,30,37.5071054,127.0279635,1,4341,15.3,5,7
서울특별시 강남구 논현동 187-7번지,0,6,37.5070678,127.0281526,1,4364,17.2,6,7
서울특별시 강남구 논현동 187-7번지,0,6,37.5070678,127.0281526,1,4364,17.25,6,7
서울특별시 강남구 논현동 187-9번지,0,3,37.5070233,127.0278448,1,4317,17.9,6,7
서울특별시 강남구 논현동 187-10번지,1,29,37.5069942,127.0276701,1,4280,10.2,3,7
서울특별시 강남구 논현동 187-11번지,1,29,37.5070364,127.0274671,1,4245,10.6,3,7
서울특별시 강남구 논현동 161-13번지,1,33,37.5088234,127.0244624,1,3476,10.3,3,7
서울특별시 강남구 논현동 161-14번지,0,24,37.5087874,127.0243396,1,3452,11.4,4,7
서울특별시 강남구 논현동 161-15번지,1,40,37.5086956,127.024239,1,3431,0.0,3,7
서울특별시 강남구 논현동 161-16번지,1,51,37.50880250000001,127.0241862,1,3419,0.0,2,2
서울특별시 강남구 논현동 161-17번지,0,3,37.5089277,127.0241924,1,3412,19.45,5,5
서울특별시 강남구 논현동 162번지,1,27,37.5085424,127.0243111,1,3450,12.3,4,7
서울특별시 강남구 논현동 162-1번지,1,32,37.50858729999999,127.0244535,1,3488,10.8,3,7
서울특별시 강남구 논현동 162-2번지,1,34,37.5086435,127.0245952,1,3522,10.9,3,7
서울특별시 강남구 논현동 162-3번지,1,34,37.5085431,127.0246494,1,3545,10.1,3,7
서울특별시 강남구 논현동 174-18번지,1,21,37.5099464,127.0315506,1,3966,14.86,5,7
서울특별시 강남구 논현동 174-19번지,1,9,37.5098067,127.0316143,1,3985,15.65,5,7
서울특별시 강남구 논현동 175번지,3,36,37.510318,127.031814,1,3899,27.2,3,7
서울특별시 강남구 논현동 175-1번지,1,36,37.5105758,127.0320667,1,3796,0.0,2,7
서울특별시 강남구 논현동 125-14번지,1,23,37.5119997,127.0258891,1,3329,14.76,5,7
서울특별시 강남구 논현동 125-16번지,0,5,37.5119362,127.0256549,1,3320,15.9,5,7
서울특별시 강남구 논현동 137-9번지,1,34,37.5112336,127.0271728,1,3673,11.1,4,7
서울특별시 강남구 논현동 137-11번지,1,51,37.5111061,127.0270459,1,3676,6.5,1,2
서울특별시 강남구 논현동 137-12번지,0,22,37.5111914,127.0269237,1,3659,13.27,5,7
서울특별시 강남구 논현동 137-13번지,1,22,37.5112728,127.0267788,1,3637,11.13,3,7
서울특별시 강남구 논현동 137-14번지,1,24,37.5112016,127.0267079,1,3641,10.4,3,7
서울특별시 강남구 논현동 137-15번지,1,39,37.5111304,127.0266367,1,3642,0.0,2,2
서울특별시 강남구 논현동 137-16번지,1,28,37.5110407,127.0268844,1,3670,10.05,3,7
서울특별시 강남구 논현동 137-18번지,0,50,37.5108666,127.0267087,1,3678,0.0,1,7
서울특별시 강남구 논현동 137-19번지,0,23,37.5110453,127.0265505,1,3642,14.6,5,7
서울특별시 강남구 논현동 137-20번지,1,24,37.5109355,127.0264423,1,3644,13.15,4,7
서울특별시 강남구 논현동 138번지,1,19,37.5107733,127.0263138,1,3645,14.84,5,7
서울특별시 강남구 논현동 138-1번지,0,22,37.5106406,127.0265111,1,3688,15.1,5,7
서울특별시 강남구 논현동 69번지,0,29,37.5191189,127.0332439,1,928,14.75,4,7
서울특별시 강남구 논현동 70번지,1,37,37.519856,127.033688,1,851,0.0,5,7
서울특별시 강남구 논현동 70-1번지,1,36,37.5197512,127.0337324,1,853,17.2,5,7
서울특별시 강남구 논현동 70-5번지,2,18,37.5198665,127.0339528,1,832,24.7,6,7
서울특별시 강남구 논현동 70-6번지,4,23,37.519602,127.0340556,1,855,54.9,13,5
서울특별시 강남구 논현동 70-7번지,5,30,37.5192108,127.0340871,1,882,30.45,8,6
서울특별시 강남구 논현동 70-8번지,2,34,37.5188351,127.0341332,1,917,0.0,7,7
서울특별시 강남구 논현동 70-10번지,3,34,37.51896380000001,127.0345672,1,880,54.49,12,7
서울특별시 강남구 논현동 70-11번지,2,13,37.5199331,127.0341832,1,799,64.05,15,6
서울특별시 강남구 논현동 70-12번지,2,3,37.5188387,127.0344881,1,896,4.2,1,7
서울특별시 강남구 논현동 83-17번지,1,38,37.5164282,127.0342645,1,1651,0.0,2,7
서울특별시 강남구 논현동 83-18번지,1,38,37.5165903,127.0342427,1,1620,10.85,2,7
서울특별시 강남구 논현동 83-19번지,1,39,37.5167801,127.0341052,1,1583,3.0,1,2
서울특별시 강남구 논현동 216-10번지,1,33,37.5110138,127.0325277,1,3678,0.0,4,7
서울특별시 강남구 논현동 216-11번지,1,33,37.5110836,127.0327718,1,3648,25.12,7,7
서울특별시 강남구 논현동 216-18번지,3,30,37.5112585,127.0325828,1,3603,25.4,6,7
서울특별시 강남구 논현동 217번지,1,29,37.512315,127.0326192,1,3400,0.0,3,7
서울특별시 강남구 논현동 217-1번지,1,29,37.5122007,127.0326699,1,3405,11.1,3,7
서울특별시 강남구 논현동 217-2번지,1,32,37.5120835,127.0327248,1,3422,0.0,6,7
서울특별시 강남구 논현동 217-4번지,2,1,37.5120063,127.0329192,1,3422,17.4,5,7
서울특별시 강남구 논현동 217-5번지,1,28,37.5121247,127.0328643,1,3403,10.1,3,7
서울특별시 강남구 논현동 217-6번지,1,2,37.5122414,127.0328097,1,3388,16.31,5,7
서울특별시 강남구 논현동 229-15번지,1,22,37.50901169999999,127.0342311,1,3933,15.65,5,7
서울특별시 강남구 논현동 229-16번지,1,22,37.5090757,127.0344488,1,3874,14.1,5,7
서울특별시 강남구 논현동 229-17번지,0,6,37.5091303,127.0346275,1,3839,14.3,5,7
서울특별시 강남구 논현동 229-18번지,1,29,37.5091827,127.034805,1,3749,10.3,3,7
서울특별시 강남구 논현동 157-20번지,2,24,37.5092968,127.0281541,1,3989,8.7,3,7
서울특별시 강남구 논현동 157-21번지,1,25,37.5091902,127.028061,1,4004,5.4,2,7
서울특별시 강남구 논현동 157-22번지,2,24,37.509048,127.0279341,1,4024,10.2,3,7
서울특별시 강남구 논현동 157-23번지,2,25,37.5089372,127.0278479,1,4032,13.95,3,7
서울특별시 강남구 논현동 157-24번지,1,22,37.5088357,127.0277574,1,4047,13.16,4,7
서울특별시 강남구 논현동 157-25번지,1,14,37.508734,127.0276661,1,4057,14.55,4,7
서울특별시 강남구 논현동 157-26번지,1,28,37.5086593,127.0278273,1,4080,11.5,4,7
서울특별시 강남구 논현동 157-27번지,1,36,37.508812,127.027963,1,4066,7.95,3,2
서울특별시 강남구 논현동 157-28번지,1,23,37.5089652,127.0280819,1,4039,11.17,3,7
서울특별시 강남구 논현동 157-29번지,2,31,37.5091068,127.0282073,1,4019,8.3,2,7
서울특별시 강남구 논현동 157-30번지,1,38,37.5092107,127.0283031,1,4006,0.0,2,2
서울특별시 강남구 논현동 157-31번지,1,23,37.5093168,127.0283977,1,3994,10.52,3,7
서울특별시 강남구 논현동 170-28번지,1,35,37.5079637,127.0272423,1,4133,12.7,4,7
서울특별시 강남구 논현동 177-1번지,1,35,37.5088167,127.0300505,1,4105,0.79,2,2
서울특별시 강남구 논현동 188-23번지,1,10,37.5070162,127.0294699,1,4565,19.8,5,7
서울특별시 강남구 논현동 189번지,0,9,37.5071719,127.0297075,1,4533,22.05,5,7
서울특별시 강남구 논현동 189-1번지,1,29,37.5072914,127.0297856,1,4501,11.3,3,7
서울특별시 강남구 논현동 189-2번지,1,32,37.5074171,127.0297932,1,4438,11.2,3,2
서울특별시 강남구 논현동 189-3번지,1,32,37.50753479999999,127.0298476,1,4410,11.7,4,7
서울특별시 강남구 논현동 189-4번지,0,16,37.5076481,127.0299147,1,4379,14.4,5,7
서울특별시 강남구 논현동 189-5번지,0,3,37.5077707,127.0299525,1,4348,14.7,5,7
서울특별시 강남구 논현동 189-6번지,1,28,37.5079048,127.0299553,1,4320,10.2,3,7
서울특별시 강남구 논현동 189-7번지,1,30,37.5080012,127.0300499,1,4293,9.1,3,7
서울특별시 강남구 논현동 189-8번지,1,29,37.5078903,127.0301217,1,4328,10.6,3,7
서울특별시 강남구 논현동 189-10번지,1,11,37.5079725,127.0303152,1,4312,14.1,3,7
서울특별시 강남구 논현동 189-11번지,1,29,37.5080813,127.0302445,1,4266,10.2,3,7
서울특별시 강남구 논현동 153-1번지,2,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,2,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,2,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 153-1번지,1,40,37.5103994,127.0308332,1,3896,0.0,2,2
서울특별시 강남구 논현동 164-4번지,1,47,37.5081684,127.0232145,1,3140,23.2,6,7
서울특별시 강남구 논현동 164-7번지,2,7,37.5078464,127.0233683,1,3220,24.7,5,7
서울특별시 강남구 논현동 164-9번지,3,31,37.5076967,127.0234395,1,3248,26.45,8,7
서울특별시 강남구 논현동 111-3번지,1,15,37.5188853,127.0398363,1,466,16.55,5,7
서울특별시 강남구 논현동 111-4번지,1,11,37.5187404,127.0398906,1,476,15.91,4,7
서울특별시 강남구 논현동 111-5번지,1,33,37.5187781,127.040059,1,439,13.8,5,7
서울특별시 강남구 논현동 111-6번지,2,1,37.5186005,127.0401275,1,452,21.8,5,7
서울특별시 강남구 논현동 111-7번지,0,25,37.5185609,127.0399593,1,487,18.8,5,7
서울특별시 강남구 논현동 127-18번지,2,33,37.5125701,127.0287112,1,3425,23.1,7,7
서울특별시 강남구 논현동 127-19번지,1,30,37.51250840000001,127.0284315,1,3436,16.0,4,7
서울특별시 강남구 논현동 128번지,1,47,37.51309430000001,127.0288602,1,3398,0.0,3,7
서울특별시 강남구 논현동 128-1번지,1,38,37.5131617,127.029064,1,3398,15.22,4,7
서울특별시 강남구 논현동 128-3번지,0,32,37.51294439999999,127.0289681,1,3405,10.93,3,5
서울특별시 강남구 논현동 128-4번지,1,35,37.512813,127.0290295,1,3405,17.2,5,7
서울특별시 강남구 논현동 128-5번지,1,20,37.5128701,127.0292196,1,3405,21.95,7,7
서울특별시 강남구 논현동 128-6번지,4,4,37.5131197,127.0294251,1,3405,39.08,9,7
서울특별시 강남구 논현동 80번지,2,37,37.5168214,127.0298565,1,1688,0.0,4,7
서울특별시 강남구 논현동 80-1번지,1,42,37.5166605,127.0298062,1,1821,28.8,7,7
서울특별시 강남구 논현동 80-5번지,1,21,37.5168957,127.0301945,1,1603,16.55,5,7
서울특별시 강남구 논현동 80-6번지,1,49,37.5170233,127.0305634,1,1538,0.0,2,2
서울특별시 강남구 논현동 80-7번지,1,34,37.5168699,127.0306922,1,1591,4.69,1,7
서울특별시 강남구 논현동 80-9번지,0,15,37.516636,127.0307014,1,1715,13.5,5,7
서울특별시 강남구 논현동 80-10번지,1,41,37.51651,127.0302886,1,1827,9.2,3,1
서울특별시 강남구 논현동 80-11번지,1,18,37.5164081,127.0304183,1,1897,11.8,2,7
서울특별시 강남구 논현동 80-12번지,1,25,37.5164873,127.0306799,1,1804,20.89,6,7
서울특별시 강남구 논현동 80-13번지,1,21,37.5162255,127.0305873,1,2040,20.35,7,7
서울특별시 강남구 논현동 80-14번지,1,20,37.5160548,127.030722,1,2169,12.15,3,7
서울특별시 강남구 논현동 80-15번지,1,21,37.5160026,127.030561,1,2241,11.8,4,7
서울특별시 강남구 논현동 80-16번지,1,41,37.5164611,127.0300725,1,1900,12.0,4,7
서울특별시 강남구 논현동 272-4번지,1,30,37.5112989,127.0399178,1,1691,12.2,3,2
서울특별시 강남구 논현동 272-5번지,0,23,37.5112641,127.0397645,1,1716,11.9,4,7
서울특별시 강남구 논현동 272-6번지,0,23,37.5112137,127.0395696,1,1763,12.3,4,7
서울특별시 강남구 논현동 272-7번지,1,22,37.5111017,127.0394568,1,1798,15.6,5,7
서울특별시 강남구 논현동 272-8번지,0,12,37.5111124,127.0396074,1,1759,13.2,5,7
서울특별시 강남구 논현동 272-12번지,1,39,37.511161,127.039803,1,1714,0.0,2,2
서울특별시 강남구 논현동 48-6번지,1,28,37.5124134,127.0219679,1,2339,18.49,5,7
서울특별시 강남구 논현동 48-7번지,1,38,37.5124725,127.0221562,1,2366,7.9,2,2
서울특별시 강남구 논현동 49번지,1,34,37.5128276,127.0209895,1,2047,20.4,6,7
서울특별시 강남구 논현동 49-3번지,1,11,37.5128931,127.021207,1,2083,21.6,6,7
서울특별시 강남구 논현동 49-4번지,3,37,37.5127534,127.0212759,1,2108,34.1,9,7
서울특별시 강남구 논현동 49-7번지,1,32,37.5128813,127.0214439,1,2119,19.95,6,7
서울특별시 강남구 논현동 49-8번지,1,34,37.5128231,127.0216591,1,2175,19.45,6,7
서울특별시 강남구 논현동 242-31번지,3,2,37.5159133,127.0414648,1,731,65.44,17,7
서울특별시 강남구 논현동 242-34번지,1,20,37.5150735,127.040511,1,1036,16.95,5,7
서울특별시 강남구 논현동 242-35번지,0,50,37.5148712,127.0405861,1,1051,0.0,3,2
서울특별시 강남구 논현동 242-36번지,1,21,37.5148961,127.0408024,1,1015,16.45,5,7
서울특별시 강남구 논현동 242-37번지,1,51,37.5150481,127.0407496,1,1010,7.2,2,7
서울특별시 강남구 논현동 242-38번지,1,23,37.5152002,127.0406949,1,1006,11.67,4,7
서울특별시 강남구 논현동 242-39번지,1,22,37.5153526,127.04064,1,1002,14.4,5,7
서울특별시 강남구 논현동 242-40번지,1,15,37.5154123,127.0408958,1,974,18.0,6,7
서울특별시 강남구 논현동 242-41번지,1,27,37.5152625,127.0409492,1,975,11.5,3,7
서울특별시 강남구 논현동 242-42번지,1,29,37.5151154,127.0410011,1,983,11.3,3,7
서울특별시 강남구 논현동 242-43번지,1,35,37.514964,127.0410565,1,986,17.4,5,7
서울특별시 강남구 논현동 242-44번지,1,28,37.5150432,127.0412566,1,952,0.0,6,7
서울특별시 강남구 논현동 242-45번지,1,6,37.5152418,127.0411861,1,948,20.65,7,7
서울특별시 강남구 논현동 193-16번지,1,23,37.5078239,127.0311401,1,4364,13.7,4,7
서울특별시 강남구 논현동 193-17번지,1,29,37.5077817,127.0309956,1,4383,9.3,3,7
서울특별시 강남구 논현동 193-18번지,2,3,37.5075935,127.0310835,1,4423,22.865,5,7
서울특별시 강남구 논현동 193-19번지,1,28,37.5074595,127.0311453,1,4461,8.75,3,7
서울특별시 강남구 논현동 193-20번지,1,34,37.5073239,127.0312108,1,4495,12.8,4,7
서울특별시 강남구 논현동 193-21번지,1,33,37.5073652,127.0313494,1,4484,13.55,4,7
서울특별시 강남구 논현동 214-8번지,1,21,37.512739,127.0333435,1,3181,12.11,4,7
서울특별시 강남구 논현동 214-9번지,1,28,37.5128766,127.0332766,1,3174,11.5,4,7
서울특별시 강남구 논현동 214-10번지,0,14,37.5130087,127.0332126,1,3168,13.4,5,7
서울특별시 강남구 논현동 214-11번지,1,25,37.5131406,127.0331497,1,3157,12.0,4,7
서울특별시 강남구 논현동 214-12번지,1,13,37.5131795,127.0332782,1,3130,14.3,5,7
서울특별시 강남구 논현동 214-13번지,1,28,37.5130483,127.0333424,1,3140,0.0,3,7
서울특별시 강남구 논현동 214-14번지,1,28,37.5129153,127.0334066,1,3146,10.1,3,7
서울특별시 강남구 논현동 169-7번지,1,11,37.508628,127.0275601,1,4071,12.17,4,7
서울특별시 강남구 논현동 169-8번지,1,25,37.5085175,127.0274486,1,4084,9.5,3,7
서울특별시 강남구 논현동 169-9번지,1,23,37.5085307,127.0276856,1,4094,8.85,3,7
서울특별시 강남구 논현동 170번지,1,34,37.5083315,127.0272194,1,4103,19.1,6,7
서울특별시 강남구 논현동 170-1번지,1,21,37.5082073,127.0272244,1,4123,19.42,7,7
서울특별시 강남구 논현동 170-2번지,1,34,37.508337,127.0275059,1,4113,16.5,5,7
서울특별시 강남구 논현동 170-3번지,1,24,37.5082112,127.0275072,1,4140,10.4,3,7
서울특별시 강남구 논현동 170-4번지,0,9,37.5082482,127.0276829,1,4138,18.1,6,7
서울특별시 강남구 논현동 170-4번지,0,9,37.5082482,127.0276829,1,4138,18.1,6,7
서울특별시 강남구 논현동 170-5번지,1,5,37.5082311,127.0278284,1,4146,19.9,6,7
서울특별시 강남구 논현동 170-5번지,0,5,37.5082311,127.0278284,1,4146,19.9,6,7
서울특별시 강남구 논현동 170-6번지,0,3,37.508256,127.0279747,1,4144,15.77,4,7
서울특별시 강남구 논현동 170-7번지,1,32,37.5080916,127.0279423,1,4171,11.6,3,2
서울특별시 강남구 논현동 278-8번지,1,42,37.510621,127.0433864,1,788,0.0,3,7
서울특별시 강남구 논현동 278-11번지,1,24,37.510438,127.0424254,1,986,9.1,3,7
서울특별시 강남구 논현동 278-12번지,1,19,37.5103729,127.0422648,1,1023,20.5,6,7
서울특별시 강남구 논현동 278-13번지,2,11,37.5101161,127.0423815,1,1020,59.45,16,7
서울특별시 강남구 논현동 278-14번지,1,29,37.5103164,127.0424805,1,987,8.9,3,7
서울특별시 강남구 논현동 278-16번지,1,29,37.5104091,127.042677,1,948,10.2,3,7
서울특별시 강남구 논현동 278-22번지,5,14,37.5102871,127.0429677,1,892,58.23,15,7
서울특별시 강남구 논현동 728-21번지,0,24,37.5136787,127.0317124,1,3341,10.85,4,7
서울특별시 강남구 압구정동 26-3번지,0,51,37.5719,126.9865603,0,0,0.0,1,1
서울특별시 강남구 압구정동 26-3번지,0,51,37.5719,126.9865603,0,0,0.0,1,2
서울특별시 강남구 압구정동 26-3번지,0,51,37.5719,126.9865603,0,0,0.0,1,1
서울특별시 강남구 논현동 234번지,1,44,37.5084291,127.033786,1,4084,29.5,8,7
서울특별시 강남구 논현동 234-1번지,1,29,37.5085177,127.0340766,1,4043,15.9,5,7
서울특별시 강남구 논현동 234-2번지,1,38,37.5085589,127.0342138,1,4012,0.0,3,7
서울특별시 강남구 논현동 234-3번지,1,38,37.5085981,127.0343506,1,3991,12.25,3,2
서울특별시 강남구 논현동 234-4번지,1,13,37.50846629999999,127.0344152,1,4004,19.1,6,7
서울특별시 강남구 논현동 234-5번지,1,4,37.5084241,127.0342779,1,4033,21.0,7,7
서울특별시 강남구 논현동 234-7번지,1,29,37.5083752,127.0341416,1,4063,10.5,3,7
서울특별시 강남구 논현동 234-8번지,2,33,37.5082919,127.0338535,1,4106,0.0,6,7
서울특별시 강남구 논현동 252번지,2,13,37.5140421,127.0387733,1,1497,30.9,10,7
서울특별시 강남구 논현동 252-1번지,2,21,37.5135469,127.0387754,1,1665,37.2,14,7
서울특별시 강남구 논현동 252-1번지,2,21,37.5135469,127.0387754,1,1665,24.2,9,7
서울특별시 강남구 논현동 252-1번지,0,21,37.5135469,127.0387754,1,1665,7.75,2,7
서울특별시 강남구 논현동 202-9번지,1,7,37.5056565,127.0271952,1,4186,19.8,7,7
서울특별시 강남구 논현동 202-10번지,5,7,37.5055579,127.0270992,1,4180,59.9,15,7
서울특별시 강남구 논현동 202-11번지,2,35,37.5055215,127.0268903,1,4120,22.8,6,7
서울특별시 강남구 논현동 202-16번지,2,44,37.5054446,127.0266779,1,4075,0.0,7,7
서울특별시 강남구 논현동 202-18번지,1,28,37.5054731,127.0263928,1,4008,16.3,5,7
서울특별시 강남구 논현동 202-20번지,3,9,37.505322,127.0263899,1,4020,59.46,15,7
서울특별시 강남구 논현동 203번지,5,34,37.5061087,127.0281855,1,4361,0.0,7,7
서울특별시 강남구 논현동 203-1번지,7,34,37.5058893,127.0282231,1,4393,0.0,19,6
서울특별시 강남구 논현동 204번지,1,36,37.5063414,127.0288204,1,4439,0.0,5,7
서울특별시 강남구 논현동 204-1번지,3,33,37.506377,127.028931,1,4457,30.9,9,7
서울특별시 강남구 논현동 204-3번지,2,40,37.5063121,127.029525,1,4542,0.0,5,7
서울특별시 강남구 논현동 204-4번지,3,41,37.5062634,127.0293636,1,4519,0.0,8,7
서울특별시 강남구 논현동 175-2번지,1,22,37.5103967,127.0321507,1,3839,24.35,6,7
서울특별시 강남구 논현동 175-3번지,1,39,37.5102372,127.0322256,1,3888,0.0,4,7
서울특별시 강남구 논현동 175-4번지,2,35,37.5100075,127.0321634,1,3955,29.6,7,7
서울특별시 강남구 논현동 175-5번지,1,25,37.5099678,127.0318076,1,3962,12.3,4,7
서울특별시 강남구 논현동 175-6번지,1,7,37.5098549,127.0318631,1,3976,19.68,5,7
서울특별시 강남구 논현동 175-8번지,2,19,37.5097092,127.0319867,1,3994,20.16,6,7
서울특별시 강남구 논현동 175-10번지,4,34,37.50973460000001,127.0322053,1,3993,46.4,11,7
서울특별시 강남구 논현동 175-10번지,0,22,37.50973460000001,127.0322053,1,3993,0.0,1,5
서울특별시 강남구 논현동 175-11번지,1,19,37.5098152,127.0322836,1,3980,23.45,6,7
서울특별시 강남구 논현동 175-13번지,2,32,37.509739,127.032417,1,3990,24.22,6,7
서울특별시 강남구 논현동 175-15번지,0,12,37.5095836,127.0320994,1,4014,15.1,5,7
서울특별시 강남구 논현동 187-12번지,0,25,37.5069792,127.0272785,1,4185,11.2,4,7
서울특별시 강남구 논현동 187-14번지,1,28,37.5068337,127.0273299,1,4196,17.4,5,7
서울특별시 강남구 논현동 138-2번지,0,23,37.5105438,127.0264181,1,3692,16.6,6,7
서울특별시 강남구 논현동 138-3번지,1,24,37.5104492,127.0263239,1,3687,10.1,3,7
서울특별시 강남구 논현동 138-4번지,1,34,37.5106771,127.0262142,1,3655,9.95,3,7
서울특별시 강남구 논현동 138-5번지,0,23,37.5105712,127.0261078,1,3659,14.9,5,7
서울특별시 강남구 논현동 150-2번지,1,31,37.5109779,127.0292765,1,3799,10.2,3,7
서울특별시 강남구 논현동 150-3번지,1,30,37.5111309,127.0293382,1,3764,9.8,3,7
서울특별시 강남구 논현동 150-5번지,0,39,37.5113206,127.0299278,1,3681,0.0,1,7
서울특별시 강남구 논현동 150-7번지,1,43,37.5108229,127.0295919,1,3834,0.0,3,7
서울특별시 강남구 논현동 150-8번지,0,23,37.5108271,127.0292334,1,3827,14.2,5,7
서울특별시 강남구 논현동 150-11번지,1,43,37.5106634,127.0294494,1,3854,0.0,3,7
서울특별시 강남구 논현동 150-12번지,1,43,37.5105051,127.029306,1,3868,0.0,3,7
서울특별시 강남구 논현동 150-13번지,1,23,37.5107806,127.0289876,1,3824,13.65,5,7
서울특별시 강남구 논현동 150-14번지,0,17,37.5107057,127.0291209,1,3839,12.95,5,7
서울특별시 강남구 논현동 150-15번지,1,22,37.510611,127.029036,1,3852,11.6,4,7
서울특별시 강남구 논현동 83-20번지,1,38,37.5168076,127.0343016,1,1576,0.0,2,7
서울특별시 강남구 논현동 83-21번지,3,14,37.5165251,127.0334635,1,1671,21.45,4,7
서울특별시 강남구 논현동 83-24번지,1,41,37.5162551,127.0332301,1,1769,6.95,2,2
서울특별시 강남구 논현동 83-25번지,1,22,37.5164225,127.0331803,1,1727,14.6,4,7
서울특별시 강남구 논현동 83-29번지,1,34,37.5162836,127.0326611,1,1807,9.98,3,7
서울특별시 강남구 논현동 84번지,3,39,37.5167134,127.0348149,1,1565,0.0,15,7
서울특별시 강남구 논현동 85번지,1,29,37.5157974,127.0326633,1,2116,9.35,3,5
서울특별시 강남구 논현동 85-1번지,2,34,37.5155766,127.0327825,1,2273,0.0,2,7
서울특별시 강남구 논현동 85-2번지,1,21,37.515634,127.032969,1,2183,13.6,4,7
