ground_nof,bstory_cnt,totar,bottom_area,time_unit_rainqty,time_unit_ws,time_unit_wd,spt_frstt_dist,target,구조_기타,구조_벽돌구조,구조_블록구조,구조_일반목구조,구조_일반철골구조,구조_철골철근콘크리트구조,구조_철근콘크리트구조,target_log,target_boxcox
24,0,7963.68,390.65,0.0,2.0,50.0,3.0,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
4,1,568.4,126.98,0.0,1.0,90.0,8.7,0.082,False,False,False,False,False,False,True,0.07881118042428978,0.5788111804242898
11,3,16970.06,1160.85,0.0,1.0,20.0,2.3,0.049,False,False,False,False,False,False,True,0.04783732941416013,0.5478373294141601
6,1,1143.39,210.06,0.0,1.0,290.0,5.3,0.0719,False,False,False,False,False,False,True,0.06943277471533675,0.5694327747153367
4,0,482.2,56.72,0.0,1.0,70.0,2.1,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
7,1,835.96,119.72,0.0,1.0,20.0,3.0,0.0831,False,False,False,False,False,False,True,0.07982729985955439,0.5798272998595544
2,1,247.2,86.24,0.0,1.0,20.0,4.9,0.0781,False,True,False,False,False,False,False,0.07520023256293519,0.5752002325629352
24,1,17569.72,888.58,0.0,1.0,270.0,1.3,0.0431,False,False,False,False,False,False,True,0.04219704869978836,0.5421970486997884
3,1,730.93,126.28,0.0,2.0,250.0,2.7,0.0801,False,False,False,False,False,False,True,0.07705362944229141,0.5770536294422914
5,1,788.83,164.62,0.0,3.0,250.0,0.8,0.0737,False,False,False,False,False,False,True,0.07111062745795275,0.5711106274579527
6,1,1016315.0,216.97,0.0,2.0,290.0,1.3,0.0527,False,False,False,False,False,False,True,0.05135829227514207,0.5513582922751421
5,0,449.09,134.58,0.0,2.0,250.0,5.4,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,1,2885.01,1002.95,0.0,1.0,200.0,2.9,0.1075,False,False,False,False,False,False,True,0.10210522293715366,0.6021052229371536
2,1,195.32,101.42,0.0,1.0,200.0,4.5,0.1331,False,True,False,False,False,False,False,0.12495723940438382,0.6249572394043839
5,1,1073.43,206.02,0.0,1.0,200.0,5.2,0.0836,False,False,False,False,False,False,True,0.08028883122880298,0.580288831228803
6,0,658.82,141.56,0.0,1.0,250.0,4.0,0.0722,False,False,False,False,False,False,True,0.0697126124113003,0.5697126124113003
3,1,357.6,98.88,0.0,1.0,250.0,4.2,0.1382,False,False,False,False,False,False,True,0.12944806718688648,0.6294480671868865
1,0,439.77,999.75,0.0,2.0,290.0,3.5,0.0508,False,False,False,False,False,False,True,0.04955177882924775,0.5495517788292478
6,1,1371.97,201.75,0.0,3.0,290.0,3.0,0.0668,False,False,False,False,False,False,True,0.06466351332572215,0.5646635133257222
4,0,418.43,122.1,0.0,2.0,290.0,2.5,0.0734,False,False,False,False,False,False,True,0.07083118076059143,0.5708311807605915
2,1,145.86,72.93,0.0,2.0,290.0,1.9,0.1164,False,False,False,False,False,False,True,0.11010922268003005,0.6101092226800301
5,0,648.92,74.79,0.0,1.0,290.0,4.5,0.0534,False,False,False,False,False,False,True,0.052023028067151915,0.5520230280671519
20,0,12098.0,30.6,0.0,1.0,20.0,3.0,0.0958,False,False,False,False,False,False,True,0.0914846901221783,0.5914846901221783
6,0,600.0,100.0,0.0,1.0,50.0,4.1,0.0978,False,False,False,False,False,False,True,0.09330817713365178,0.5933081771336518
4,1,816.84,226.16,0.0,3.0,160.0,1.4,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
1,3,10583.06,176.89,0.0,1.0,140.0,6.8,0.0983,False,False,False,False,False,False,True,0.09376352981216315,0.5937635298121632
20,1,16468.68,974.91,0.0,3.0,290.0,1.3,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
2,1,146.97,133.68,0.0,3.0,320.0,4.1,0.0611,False,False,False,False,False,False,True,0.05930610589740757,0.5593061058974076
2,1,110.91,47.69,0.0,2.0,290.0,3.5,0.0673,False,True,False,False,False,False,False,0.06513209493778223,0.5651320949377823
17,6,28733.03,1382.29,0.0,2.0,290.0,1.5,0.0678,False,False,False,False,False,False,True,0.0656004570839488,0.5656004570839488
6,1,1918.21,371.61,0.0,1.0,50.0,4.5,0.0678,False,False,False,False,False,False,True,0.0656004570839488,0.5656004570839488
11,3,20630.4,1288.77,0.0,2.0,50.0,3.5,0.02,False,False,False,False,False,False,True,0.019802627296179712,0.5198026272961798
4,1,990.54,247.77,0.0,2.0,50.0,3.0,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
2,1,316.29,135.8,0.0,2.0,70.0,2.7,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
3,1,512.27,149.15,0.0,3.0,140.0,4.0,0.0883,False,False,False,False,False,False,True,0.08461684571987892,0.5846168457198789
4,1,720.32,146.86,0.0,2.0,110.0,2.8,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
4,1,830.71,180.46,0.0,3.0,90.0,2.9,0.0828,False,False,False,False,False,False,True,0.07955027875800906,0.579550278758009
35,0,11380.87,495.68,0.4,4.0,140.0,2.9,0.1071,False,False,False,False,False,False,True,0.10174398388328407,0.6017439838832841
17,3,10435.95,84.94,0.4,4.0,140.0,2.5,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
5,0,657.28,235.68,0.4,4.0,140.0,1.8,0.0534,False,False,False,False,False,False,True,0.052023028067151915,0.5520230280671519
2,1,240.41,74.71,9.0,2.0,90.0,3.0,0.0664,False,True,False,False,False,False,False,0.06428848988236185,0.5642884898823619
1,0,58.31,0.0,1.3,4.0,160.0,2.3,0.0424,False,True,False,False,False,False,False,0.04152574682849831,0.5415257468284983
2,0,134.21,70.38,0.0,3.0,140.0,0.9,0.0299,False,True,False,False,False,False,False,0.02946171014961901,0.529461710149619
5,1,894.44,176.13,1.3,2.0,140.0,4.0,0.0951,False,False,False,False,False,False,True,0.09084568329957643,0.5908456832995764
2,1,296.37,107.64,0.0,2.0,90.0,1.5,0.1081,False,True,False,False,False,False,False,0.10264683696014272,0.6026468369601428
3,1,404.29,92.89,0.0,2.0,90.0,2.3,0.0722,False,False,False,False,False,False,True,0.0697126124113003,0.5697126124113003
3,1,921.2,228.46,0.3,2.0,90.0,0.9,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
3,1,180.0,58.0,0.3,2.0,90.0,4.6,0.1305,False,False,False,False,False,False,True,0.12266001273588747,0.6226600127358874
3,1,413.84,103.35,0.7,2.0,110.0,8.3,0.0878,False,False,False,False,False,False,True,0.08415730800672333,0.5841573080067233
4,0,544.67,66.86,0.7,2.0,110.0,2.6,0.1996,False,False,False,False,False,False,True,0.18198816789271696,0.681988167892717
2,1,186.91,91.01,0.3,2.0,90.0,2.9,0.0885,False,True,False,False,False,False,False,0.08480060169246507,0.5848006016924651
3,1,573.48,139.24,5.8,3.0,160.0,8.1,0.0706,False,False,False,False,False,False,True,0.06821923897714385,0.5682192389771439
4,1,704.38,157.11,2.4,3.0,180.0,1.7,0.0631,False,False,False,False,False,False,True,0.06118916831242246,0.5611891683124225
4,1,425.0,129.0,2.4,3.0,180.0,4.0,0.0569,False,False,False,False,False,False,True,0.055340095033164595,0.5553400950331646
2,1,178.65,62.01,0.6,2.0,180.0,3.0,0.0232,False,True,False,False,False,False,False,0.022934971282495883,0.5229349712824959
12,0,7021.69,128.72,2.4,3.0,180.0,11.0,0.028,False,False,False,False,False,False,True,0.027615167032973367,0.5276151670329734
7,2,2270.0,283.98,0.0,2.0,160.0,4.5,0.071,False,False,False,False,False,False,True,0.06859279146561172,0.5685927914656117
5,1,2160.86,336.51,0.0,2.0,200.0,1.7,0.0614,False,False,False,False,False,False,True,0.05958879141165754,0.5595887914116575
4,1,503.47,132.01,0.0,2.0,200.0,2.2,0.123,False,False,False,False,False,False,True,0.11600367575630613,0.6160036757563061
1,0,322.78,290.38,0.0,2.0,200.0,0.8,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
2,1,209.55,64.8,0.2,2.0,250.0,2.5,0.0358,False,True,False,False,False,False,False,0.03517407500765403,0.535174075007654
4,1,408.08,86.6,0.0,2.0,200.0,4.1,0.0596,False,False,False,False,False,False,True,0.05789147841577759,0.5578914784157776
3,1,209.76,52.44,0.0,1.0,180.0,4.8,0.1271,False,False,False,False,False,False,True,0.11964796226589584,0.6196479622658958
5,0,470.0,119.68,0.0,2.0,200.0,3.0,0.0569,False,False,False,False,False,False,True,0.055340095033164595,0.5553400950331646
14,2,6214.89,495.69,0.0,2.0,200.0,1.8,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,1,3704.41,866.7,0.0,2.0,200.0,3.3,0.0833,False,False,False,False,False,False,True,0.0800119379693847,0.5800119379693847
5,1,11835.93,2776.88,0.0,1.0,250.0,1.3,0.0829,False,False,False,False,False,False,True,0.07964262765219669,0.5796426276521967
15,1,13674.0,911.0,0.0,2.0,290.0,4.0,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
3,1,3725.89,806.05,0.0,2.0,290.0,8.0,0.2245,False,False,False,False,False,False,True,0.20253259741008536,0.7025325974100853
7,1,1496.39,186.44,0.0,2.0,270.0,1.0,0.0499,False,False,False,False,False,False,True,0.04869492153875855,0.5486949215387585
18,4,52855.83,2976.59,0.0,2.0,270.0,1.1,0.1256,False,False,False,False,False,False,True,0.11831622681804224,0.6183162268180422
4,1,561.8,112.0,0.0,2.0,200.0,1.5,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
3,1,429.72,110.48,0.0,3.0,200.0,1.3,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
10,1,1453.78,157.78,0.0,3.0,200.0,3.8,0.0589,False,False,False,False,False,False,True,0.057230633454271714,0.5572306334542717
4,1,500.0,300.0,0.0,3.0,200.0,1.7,0.0431,False,False,False,False,False,False,True,0.04219704869978836,0.5421970486997884
10,1,977.87,142.62,0.0,1.0,290.0,0.3,0.067,False,False,False,False,False,False,True,0.06485097231961633,0.5648509723196163
3,1,282.95,88.26,0.0,1.0,290.0,2.5,0.0601,False,True,False,False,False,False,False,0.05836324329691494,0.5583632432969149
2,1,184.02,61.34,0.0,2.0,200.0,2.5,0.1827,False,True,False,False,False,False,False,0.16779996027493413,0.6677999602749342
1,1,171.74,116.0,0.0,2.0,200.0,1.8,0.0438,False,True,False,False,False,False,False,0.042867900227175806,0.5428679002271758
3,1,394.06,86.8,0.0,2.0,180.0,5.1,0.2071,False,False,False,False,False,False,True,0.18822078872494433,0.6882207887249443
17,2,23542.53,1195.32,0.0,1.0,180.0,4.0,0.1567,False,False,False,False,False,False,True,0.1455711233192188,0.6455711233192187
5,1,499.94,82.86,0.0,1.0,180.0,5.4,0.0796,False,False,False,False,False,False,True,0.07659060216171255,0.5765906021617125
15,2,9530.17,811.39,0.0,1.0,180.0,2.4,0.0768,False,False,False,False,False,False,True,0.0739936799083263,0.5739936799083263
3,1,216.06,66.97,0.0,3.0,180.0,2.0,0.0679,False,True,False,False,False,False,False,0.06569410319536245,0.5656941031953624
4,1,659.4,132.12,0.0,3.0,180.0,3.5,0.0968,False,False,False,False,False,False,True,0.09239684926596758,0.5923968492659676
3,1,316.43,79.88,0.0,3.0,180.0,1.7,0.02,False,False,False,False,False,False,True,0.019802627296179712,0.5198026272961798
2,1,483.91,155.64,0.0,4.0,200.0,2.7,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
8,3,18578.05,19.47,0.0,4.0,200.0,0.3,0.1078,False,False,False,False,False,False,True,0.10237606661686648,0.6023760666168665
21,1,17191.85,807.08,0.0,4.0,200.0,5.1,0.0424,False,False,False,False,False,False,True,0.04152574682849831,0.5415257468284983
4,1,391.78,85.65,0.0,5.0,230.0,2.6,0.0689,False,False,False,False,False,False,True,0.066630082297763,0.566630082297763
4,1,638.07,129.64,0.0,5.0,230.0,6.7,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
5,0,320.0,64.0,0.0,4.0,230.0,1.8,0.1065,False,False,False,False,False,False,True,0.10120188050896729,0.6012018805089673
2,1,116.8,63.77,0.0,4.0,230.0,2.9,0.0718,False,True,False,False,False,False,False,0.06933947807861282,0.5693394780786128
3,1,168.24,45.22,0.0,3.0,230.0,1.7,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
3,1,197.38,52.89,0.0,4.0,230.0,3.4,0.0232,False,False,False,False,False,False,True,0.022934971282495883,0.5229349712824959
15,1,8406.79,540.55,0.0,3.0,200.0,3.8,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
18,0,1454302.0,59.4,0.0,3.0,200.0,1.4,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
21,4,37471.84,1115.89,0.0,2.0,200.0,0.6,0.1063,False,False,False,False,False,False,True,0.10102111405872813,0.6010211140587282
2,1,149.02,53.81,0.0,2.0,200.0,5.2,0.0358,False,True,False,False,False,False,False,0.03517407500765403,0.535174075007654
5,1,812.37,246.18,0.0,1.0,50.0,5.1,0.0408,False,False,False,False,False,False,True,0.03998964821615847,0.5399896482161585
21,3,11507.0,798.0,0.0,4.0,250.0,3.0,0.1108,False,False,False,False,False,False,True,0.10508047645050743,0.6050804764505074
4,1,411.5,89.7,0.0,4.0,270.0,1.6,0.1209,False,False,False,False,False,False,True,0.11413193404491262,0.6141319340449126
1,1,260.58,238.46,0.0,2.0,290.0,2.5,0.0569,False,False,False,False,False,False,True,0.055340095033164595,0.5553400950331646
4,1,430.98,86.46,0.0,2.0,290.0,1.5,0.0538,False,False,False,False,False,False,True,0.05240267879304836,0.5524026787930484
2,1,239.05,95.46,0.0,3.0,290.0,6.5,0.0408,False,False,False,False,False,False,True,0.03998964821615847,0.5399896482161585
13,3,19207.87,1266.03,0.0,3.0,290.0,4.6,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
2,1,178.5,94.21,0.0,3.0,290.0,3.0,0.0611,False,True,False,False,False,False,False,0.05930610589740757,0.5593061058974076
3,3,1181.34,112.34,0.0,1.0,290.0,5.5,0.0664,False,False,False,False,False,False,True,0.06428848988236185,0.5642884898823619
3,1,211.01,49.64,0.0,2.0,50.0,3.1,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
1,2,173.79,57.51,0.0,2.0,50.0,3.0,0.01,False,True,False,False,False,False,False,0.009950330853168083,0.5099503308531681
4,1,796.76,119.24,0.0,2.0,50.0,5.0,0.028,False,False,False,False,False,False,True,0.027615167032973367,0.5276151670329734
5,0,597.9,66.0,0.0,2.0,20.0,3.3,0.4763,False,False,False,False,False,False,True,0.3895389575579052,0.8895389575579051
1,0,26.45,26.45,0.0,2.0,50.0,2.7,0.1013,False,False,False,True,False,False,False,0.09649130018876126,0.5964913001887613
3,1,605.09,170.38,0.0,2.0,50.0,4.0,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
20,3,59937.49,4869.19,0.0,2.0,50.0,2.1,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
7,1,1769.47,227.23,0.0,2.0,50.0,2.0,0.0678,False,False,False,False,False,False,True,0.0656004570839488,0.5656004570839488
6,1,706.26,117.0,0.0,2.0,50.0,2.3,0.0777,False,False,False,False,False,False,True,0.07482914062064899,0.5748291406206489
3,0,308.27,157.42,0.0,1.0,140.0,2.8,0.0758,False,False,False,False,False,False,True,0.07306457085700514,0.5730645708570051
4,1,290.82,69.04,0.0,1.0,140.0,5.0,0.0801,False,False,False,False,False,False,True,0.07705362944229141,0.5770536294422914
7,1,2503.47,347.08,0.0,2.0,140.0,1.4,0.0541,False,False,False,False,False,False,True,0.05268732227900646,0.5526873222790064
23,1,307262.58,16567.05,0.0,2.0,140.0,1.6,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
19,3,369562.4,734.24,0.0,3.0,180.0,4.1,0.1059,False,False,False,False,False,False,True,0.10065948309917724,0.6006594830991773
25,2,11961.1,488.8,0.0,3.0,180.0,3.5,0.0783,False,False,False,False,False,False,True,0.07538572690588961,0.5753857269058896
9,1,18790.2,466.08,0.0,3.0,180.0,0.6,0.1306,False,False,False,False,False,False,True,0.12274846525905336,0.6227484652590534
4,0,210.86,71.2,0.0,3.0,270.0,2.2,0.0641,False,False,False,False,False,False,True,0.06212937146554879,0.5621293714655488
13,2,32987.11,2463.37,0.0,3.0,290.0,4.2,0.1297,False,False,False,False,False,False,True,0.12195211075074604,0.6219521107507461
15,0,5886.37,481.56,0.0,3.0,290.0,4.8,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
4,1,254.12,60.79,0.0,1.0,320.0,2.6,0.0469,False,False,False,False,False,False,True,0.04583341634317221,0.5458334163431722
4,1,1271.92,38.89,0.0,1.0,270.0,2.5,0.088,False,False,False,False,False,False,True,0.08434114843375087,0.5843411484337508
14,1,13641.64,940.59,0.0,1.0,270.0,1.0,0.028,False,False,False,False,False,False,True,0.027615167032973367,0.5276151670329734
3,1,534.96,141.16,0.0,2.0,50.0,2.3,0.1163,False,False,False,False,False,False,True,0.11001964503854945,0.6100196450385494
2,1,307.35,101.32,0.0,2.0,140.0,2.3,0.0463,False,True,False,False,False,False,False,0.04526013140486457,0.5452601314048646
5,1,558.65,93.11,0.0,2.0,180.0,0.6,0.0825,False,False,False,False,False,False,True,0.07927318089450787,0.5792731808945079
5,0,422.56,53.64,0.0,3.0,250.0,3.2,0.0331,False,False,False,False,False,False,True,0.03256399087326267,0.5325639908732627
3,1,625.82,161.73,0.0,3.0,290.0,3.0,0.1081,False,False,False,False,False,False,True,0.10264683696014272,0.6026468369601428
2,0,358.01,202.6,0.0,3.0,290.0,1.7,0.1197,False,True,False,False,False,False,False,0.11306079228401422,0.6130607922840142
5,2,1913.82,271.32,0.0,3.0,270.0,3.9,0.0316,False,False,False,False,False,False,True,0.031110995025052664,0.5311109950250527
2,1,523.28,261.0,0.0,3.0,270.0,2.1,0.048,False,True,False,False,False,False,False,0.046883585898850416,0.5468835858988504
14,3,112763.28,7364.36,0.0,3.0,270.0,5.2,0.1473,False,False,False,False,False,False,True,0.13741135582296024,0.6374113558229603
4,1,478.75,478.75,0.0,2.0,270.0,0.8,0.0424,False,False,False,False,False,False,True,0.04152574682849831,0.5415257468284983
2,1,230.94,76.98,0.0,1.0,270.0,3.6,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
15,6,29025.36,588.91,0.0,1.0,20.0,0.5,0.0883,False,False,False,False,False,False,True,0.08461684571987892,0.5846168457198789
4,1,1294.38,278.3,0.0,1.0,20.0,4.1,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
2,0,66.0,49.5,0.0,1.0,340.0,5.0,0.0232,False,True,False,False,False,False,False,0.022934971282495883,0.5229349712824959
2,1,276.93,46.15,0.0,1.0,340.0,3.2,0.0494,False,True,False,False,False,False,False,0.04821857227047433,0.5482185722704743
5,1,815.58,132.12,0.0,1.0,340.0,2.3,0.0804,False,False,False,False,False,False,True,0.07733134293632345,0.5773313429363235
5,1,2705.48,567.74,0.0,1.0,340.0,2.3,0.086,False,False,False,False,False,False,True,0.08250122151174369,0.5825012215117437
5,1,797.0,159.0,0.0,2.0,250.0,4.7,0.1309,False,False,False,False,False,False,True,0.12301377589514423,0.6230137758951442
5,0,239.77,27.95,0.0,2.0,270.0,4.0,0.0855,False,False,False,False,False,False,True,0.08204071033620948,0.5820407103362095
3,1,830.7,88.74,0.0,2.0,270.0,2.0,0.0629,False,False,False,False,False,False,True,0.06100102155739895,0.561001021557399
3,1,529.72,134.42,0.0,3.0,290.0,3.1,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
13,1,12826.29,1014.1,0.0,4.0,270.0,3.3,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
7,1,923.16,136.75,0.0,2.0,50.0,6.2,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
4,1,459.0,90.0,0.0,1.0,20.0,2.8,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
6,2,3238.96,232.7,0.0,1.0,20.0,1.5,0.1196,False,False,False,False,False,False,True,0.11297147865916139,0.6129714786591614
4,1,494.12,109.12,0.0,2.0,50.0,2.8,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
2,1,164.29,73.65,0.0,3.0,270.0,3.0,0.0605,False,True,False,False,False,False,False,0.058740495022600085,0.5587404950226
1,1,176.66,88.33,0.0,2.0,20.0,3.1,0.0399,False,True,False,False,False,False,False,0.03912455468405003,0.5391245546840501
4,0,392.54,131.2,0.0,2.0,20.0,3.6,0.0894,False,False,False,False,False,False,True,0.08562708596743704,0.5856270859674371
3,1,174.68,47.79,0.1,4.0,200.0,2.7,0.0571,False,False,False,False,False,False,True,0.055529309792480296,0.5555293097924803
3,1,660.01,23.02,0.1,4.0,200.0,3.8,0.1019,False,False,False,False,False,False,True,0.09703596251159427,0.5970359625115943
12,0,6237.0,618.0,20.0,4.0,270.0,4.5,0.0862,False,False,False,False,False,False,True,0.08268536661860784,0.5826853666186078
3,1,260.0,69.6,20.0,4.0,270.0,2.3,0.0792,False,False,False,False,False,False,True,0.07622002591140908,0.5762200259114091
1,0,64.0,64.0,20.0,4.0,270.0,13.5,0.1208,True,False,False,False,False,False,False,0.1140427160406602,0.6140427160406602
5,0,237.51,49.02,0.0,2.0,230.0,6.1,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
5,0,715.63,218.9,0.0,1.0,290.0,8.0,0.0875,False,False,False,False,False,False,True,0.08388148398070211,0.583881483980702
3,1,366.99,82.59,0.0,1.0,250.0,3.5,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,1,8686.97,2325.5,0.0,1.0,290.0,1.3,0.0592,False,False,False,False,False,False,True,0.05751390620060671,0.5575139062006067
19,1,8483.23,84.88,0.0,1.0,230.0,8.0,0.1473,False,False,False,False,False,False,True,0.13741135582296024,0.6374113558229603
2,1,427.24,161.87,0.0,3.0,320.0,5.7,0.0864,False,False,False,False,False,False,True,0.08286947782229463,0.5828694778222946
29,3,16597.74,578.96,0.0,3.0,320.0,5.1,0.0879,False,False,False,False,False,False,True,0.08424923244489992,0.5842492324448999
2,1,183.9,61.3,0.0,3.0,250.0,7.9,0.0512,True,False,False,False,False,False,False,0.04993236874820901,0.549932368748209
1,0,47.0,47.0,0.0,3.0,250.0,1.8,0.0369,False,False,True,False,False,False,False,0.03623549258209543,0.5362354925820955
4,1,458.76,100.44,0.0,2.0,270.0,1.1,0.074,False,False,False,False,False,False,True,0.07138999608667293,0.571389996086673
4,1,390.21,81.31,0.0,2.0,290.0,2.1,0.1177,False,False,False,False,False,False,True,0.11127300240942878,0.6112730024094288
1,0,31.0,31.0,0.0,2.0,290.0,2.8,0.0982,False,False,True,False,False,False,False,0.09367247586263518,0.5936724758626352
16,4,15547.64,933.62,0.0,2.0,20.0,1.5,0.0232,False,False,False,False,False,False,True,0.022934971282495883,0.5229349712824959
3,1,322.23,80.5,0.0,3.0,50.0,4.5,0.0781,False,False,False,False,False,False,True,0.07520023256293519,0.5752002325629352
6,2,5326.89,1327.0,0.0,1.0,270.0,2.8,0.0881,False,False,False,False,False,False,True,0.08443305597482931,0.5844330559748293
24,0,67442.4,14960.23,0.0,3.0,290.0,3.0,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
7,1,1710.0,315.5,0.0,3.0,290.0,2.3,0.028,False,False,False,False,False,False,True,0.027615167032973367,0.5276151670329734
5,1,913.77,148.26,0.0,1.0,290.0,3.2,0.0658,False,False,False,False,False,False,True,0.06372569088054482,0.5637256908805448
13,0,5981.26,62.69,0.0,2.0,320.0,3.0,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
15,1,7063.25,58.01,0.0,2.0,270.0,2.7,0.0941,False,False,False,False,False,False,True,0.08993210750060718,0.5899321075006072
4,1,496.69,86.41,0.0,2.0,250.0,8.5,0.0888,False,False,False,False,False,False,True,0.08507617235511927,0.5850761723551192
2,1,182.04,61.88,0.0,1.0,290.0,3.4,0.01,False,True,False,False,False,False,False,0.009950330853168083,0.5099503308531681
20,1,11719.0,674.0,0.0,1.0,290.0,4.6,0.0887,False,False,False,False,False,False,True,0.08498432390499729,0.5849843239049973
2,1,268.49,133.32,0.0,1.0,290.0,1.9,0.1067,False,True,False,False,False,False,False,0.10138261428860258,0.6013826142886026
8,1,6173.53,1214.54,0.0,1.0,270.0,1.5,0.0688,False,False,False,False,False,False,True,0.06653652380024423,0.5665365238002442
2,0,546.47,121.27,0.0,3.0,270.0,9.5,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
7,1,1151.52,0.0,0.0,2.0,250.0,2.4,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
0,3,47403.72,327.15,0.0,3.0,270.0,2.4,0.068,False,False,False,False,False,False,True,0.0657877405380031,0.5657877405380031
12,8,66685.47,2905.29,0.0,3.0,270.0,3.2,0.1229,False,False,False,False,False,False,True,0.11591462459635592,0.6159146245963559
15,1,11711.66,755.54,0.0,3.0,270.0,4.3,0.0867,False,False,False,False,False,False,True,0.08314558108666886,0.5831455810866688
10,5,17540.16,1048.26,0.0,3.0,250.0,2.3,0.1391,False,False,False,False,False,False,True,0.13023847692372928,0.6302384769237293
2,0,48.0,24.0,0.0,3.0,270.0,2.3,0.0691,False,False,False,False,False,False,True,0.06681717303731714,0.5668171730373172
3,1,414.76,104.28,0.0,2.0,270.0,3.2,0.0804,False,False,False,False,False,False,True,0.07733134293632345,0.5773313429363235
9,1,3041.72,541.26,0.0,2.0,270.0,4.0,0.0951,False,False,False,False,False,False,True,0.09084568329957643,0.5908456832995764
5,1,12469.01,1749.18,0.0,2.0,270.0,0.8,0.0737,False,False,False,False,False,False,True,0.07111062745795275,0.5711106274579527
4,1,445.7,92.75,0.0,2.0,270.0,2.6,0.0331,False,False,False,False,False,False,True,0.03256399087326267,0.5325639908732627
3,1,216.14,66.76,0.0,2.0,290.0,0.8,0.1432,False,True,False,False,False,False,False,0.1338313476335206,0.6338313476335206
6,1,3330.67,524.45,0.0,2.0,290.0,5.4,0.0474,False,False,False,False,False,False,True,0.04631090286325026,0.5463109028632502
3,1,11472.0,8293.0,0.0,2.0,270.0,1.4,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
1,0,1718.0,66.83,0.0,3.0,270.0,3.9,0.0636,False,False,False,False,False,False,True,0.0616593803867277,0.5616593803867277
5,0,498.46,39.89,0.0,2.0,270.0,0.6,0.0594,False,False,False,False,False,False,True,0.05770271012828925,0.5577027101282892
2,1,200.1,68.1,0.0,3.0,250.0,4.2,0.1504,False,True,False,False,False,False,False,0.14010970798464517,0.6401097079846452
3,1,594.28,66.0,0.0,3.0,250.0,2.1,0.1171,False,False,False,False,False,False,True,0.11073604159466563,0.6107360415946657
15,1,9296.46,9102.23,0.0,3.0,230.0,2.5,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
3,1,354.21,100.52,0.0,3.0,270.0,5.5,0.1334,False,False,False,False,False,False,True,0.12522196475338182,0.6252219647533819
12,3,7649.37,202.03,0.0,3.0,270.0,3.9,0.1009,False,False,False,False,False,False,True,0.09612802709422041,0.5961280270942204
32,0,4855.36,616.07,0.0,3.0,270.0,2.9,0.0646,False,False,False,False,False,False,True,0.06259914175651997,0.5625991417565199
4,1,613.72,128.96,0.0,4.0,270.0,4.2,0.0871,False,False,False,False,False,False,True,0.08351360022781763,0.5835136002278176
