ground_nof,bstory_cnt,totar,bottom_area,time_unit_rainqty,time_unit_ws,time_unit_wd,spt_frstt_dist,target,구조_기타,구조_벽돌구조,구조_블록구조,구조_일반목구조,구조_일반철골구조,구조_철골철근콘크리트구조,구조_철근콘크리트구조,target_log,target_boxcox
10,4,117922.34,16706.76,0.0,3.0,200.0,3.0,0.0874,False,False,False,False,False,False,True,0.08378952572968325,0.5837895257296832
5,0,477.95,135.55,0.0,3.0,230.0,1.0,0.1167,False,False,False,False,False,False,True,0.11037790746960936,0.6103779074696094
10,1,4666.15,285.72,0.0,4.0,180.0,1.6,0.0859,False,False,False,False,False,False,True,0.08240913624071772,0.5824091362407178
24,0,7022.3,83.35,0.0,4.0,180.0,0.6,0.0316,False,False,False,False,False,False,True,0.031110995025052664,0.5311109950250527
4,1,489.51,108.03,0.0,4.0,230.0,2.8,0.0822,False,False,False,False,False,False,True,0.07899600622649783,0.5789960062264978
6,1,847.16,81.6,0.0,3.0,250.0,1.0,0.0,False,False,False,False,False,False,True,0.0,0.5
5,0,658.75,223.82,0.0,3.0,250.0,2.7,0.0791,False,False,False,False,False,False,True,0.0761273603875509,0.5761273603875509
6,1,1225.0,184.0,0.0,3.0,230.0,1.2,0.066,False,False,False,False,False,False,True,0.0639133257436528,0.5639133257436528
5,0,659.89,182.29,0.0,3.0,250.0,2.5,0.0424,False,False,False,False,False,False,True,0.04152574682849831,0.5415257468284983
5,0,477.27,134.26,0.0,3.0,250.0,1.3,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
22,0,10564.51,602.08,0.0,3.0,270.0,1.0,0.039,False,False,False,False,False,False,True,0.038258712117090345,0.5382587121170903
3,1,652.5,165.0,0.0,1.0,290.0,2.2,0.0679,False,False,False,False,False,False,True,0.06569410319536245,0.5656941031953624
6,0,383.99,70.92,0.0,1.0,290.0,0.8,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
2,1,97.0,53.0,0.0,1.0,290.0,1.5,0.0574,False,True,False,False,False,False,False,0.05581306481921278,0.5558130648192128
4,1,533.49,125.8,0.0,1.0,270.0,2.5,0.0299,False,False,False,False,False,False,True,0.02946171014961901,0.529461710149619
4,1,419.74,92.67,0.0,3.0,20.0,3.0,0.1202,False,False,False,False,False,False,True,0.11350724079359488,0.6135072407935949
5,0,553.26,166.37,0.0,2.0,70.0,4.0,0.1097,False,False,False,False,False,False,True,0.10408970852438094,0.6040897085243809
1,0,330.0,330.0,0.0,2.0,230.0,1.5,0.0749,False,False,False,False,False,False,True,0.07222763399688076,0.5722276339968808
4,1,517.31,125.95,0.0,2.0,230.0,3.7,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
25,1,10319.0,119.0,0.0,2.0,320.0,2.4,0.078,False,False,False,False,False,False,True,0.07510747248680541,0.5751074724868054
6,0,634.89,186.99,0.0,1.0,290.0,3.0,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
3,0,401.57,146.77,0.0,2.0,270.0,2.3,0.0516,False,False,False,False,False,False,True,0.050312813873589095,0.5503128138735891
8,1,716.47,162.89,0.0,3.0,250.0,3.3,0.0485,False,False,False,False,False,False,True,0.04736057135983759,0.5473605713598376
2,0,72.0,72.0,0.0,1.0,270.0,1.0,0.1057,False,False,True,False,False,False,False,0.10047861856621904,0.600478618566219
13,0,9902.16,762.1,0.0,1.0,270.0,7.6,0.039,False,False,False,False,False,False,True,0.038258712117090345,0.5382587121170903
4,1,342.91,75.35,0.0,1.0,270.0,1.8,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
5,1,1013.78,183.03,0.0,1.0,50.0,0.8,0.0618,False,False,False,False,False,False,True,0.059965581167434064,0.5599655811674341
4,1,516.82,27.92,0.0,1.0,70.0,2.0,0.0848,False,False,False,False,False,False,True,0.08139563820399408,0.5813956382039941
4,1,10119.71,942.48,0.0,1.0,50.0,3.9,0.2202,False,False,False,False,False,False,True,0.19901477973561504,0.699014779735615
2,1,164.1,54.7,0.0,2.0,70.0,2.0,0.0594,False,True,False,False,False,False,False,0.05770271012828925,0.5577027101282892
2,0,109.09,76.03,0.0,2.0,50.0,1.3,0.0734,False,True,False,False,False,False,False,0.07083118076059143,0.5708311807605915
6,1,741.87,159.12,0.0,2.0,20.0,1.4,0.0959,False,False,False,False,False,False,True,0.09157594348720946,0.5915759434872094
11,7,462887.67,23427.78,0.0,2.0,20.0,3.8,0.0785,False,False,False,False,False,False,True,0.07557118684707402,0.575571186847074
5,1,2964.13,449.41,0.0,2.0,20.0,4.7,0.082,False,False,False,False,False,False,True,0.07881118042428978,0.5788111804242898
3,1,213.0,56.8,0.0,1.0,70.0,3.9,0.0821,False,False,False,False,False,False,True,0.07890359759546595,0.578903597595466
3,1,292.06,74.8,0.0,2.0,270.0,3.0,0.1075,False,False,False,False,False,False,True,0.10210522293715366,0.6021052229371536
7,1,5764.72,761.25,0.0,2.0,270.0,3.9,0.0548,False,False,False,False,False,False,True,0.05335117549699458,0.5533511754969945
18,5,48661.0,3392.0,0.0,2.0,250.0,6.1,0.0979,False,False,False,False,False,False,True,0.09339926425854968,0.5933992642585497
4,1,1476.44,260.0,0.0,1.0,250.0,3.8,0.0875,False,False,False,False,False,False,True,0.08388148398070211,0.583881483980702
7,1,2086.47,304.0,0.0,3.0,250.0,2.8,0.0972,False,False,False,False,False,False,True,0.09276148008131112,0.5927614800813111
6,1,945.15,15.0,0.1,3.0,270.0,1.7,0.0892,False,False,False,False,False,False,True,0.08544348181746748,0.5854434818174675
1,0,8.0,8.0,0.0,5.0,270.0,2.4,0.0554,True,False,False,False,False,False,False,0.05391984198943043,0.5539198419894305
20,1,10188.25,32.77,0.0,4.0,270.0,2.4,0.0331,False,False,False,False,False,False,True,0.03256399087326267,0.5325639908732627
15,4,14443.0,806.76,0.0,4.0,270.0,1.1,0.0678,False,False,False,False,False,False,True,0.0656004570839488,0.5656004570839488
3,1,204.86,50.24,0.0,2.0,230.0,5.8,0.073,False,False,False,False,False,False,True,0.07045846364856141,0.5704584636485615
3,1,663.12,165.78,0.0,3.0,250.0,1.5,0.0445,False,False,False,False,False,False,True,0.04353830201448342,0.5435383020144834
7,1,3888.57,744.46,0.0,2.0,270.0,3.5,0.0697,False,False,False,False,False,False,True,0.06737823532994809,0.5673782353299481
5,1,1267.2,244.8,0.0,2.0,270.0,3.2,0.0503,False,False,False,False,False,False,True,0.04907583764659263,0.5490758376465926
20,2,28837.34,1365.29,0.0,1.0,290.0,3.8,0.1072,False,False,False,False,False,False,True,0.10183430588126807,0.6018343058812681
3,1,551.13,145.45,0.0,4.0,290.0,2.1,0.0732,False,False,False,False,False,False,True,0.07064483956933203,0.570644839569332
6,1,1620.68,232.86,0.0,5.0,290.0,1.0,0.0795,False,False,False,False,False,False,True,0.07649797097272498,0.5764979709727249
2,1,183.0,54.45,0.0,6.0,320.0,2.9,0.0587,False,True,False,False,False,False,False,0.05704174036719702,0.557041740367197
24,1,124392.77,7840.88,0.0,6.0,320.0,0.3,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
20,1,11857.6,172.0,0.0,5.0,250.0,1.8,0.0557,False,False,False,False,False,False,True,0.05420405401351211,0.5542040540135121
4,1,3216.12,663.86,0.0,5.0,250.0,5.0,0.0563,False,False,False,False,False,False,True,0.05477223584697947,0.5547722358469794
4,3,2465.23,412.99,0.0,5.0,250.0,3.5,0.1065,False,False,False,False,False,False,True,0.10120188050896729,0.6012018805089673
1,1,74.08,18.71,0.0,5.0,250.0,2.8,0.0737,False,False,False,False,False,False,True,0.07111062745795275,0.5711106274579527
11,2,2376.77,177.28,0.0,5.0,270.0,3.1,0.1065,False,False,False,False,False,False,True,0.10120188050896729,0.6012018805089673
6,1,1024.16,197.4,0.0,6.0,270.0,1.5,0.0731,False,False,False,False,False,False,True,0.0705516559509447,0.5705516559509447
5,1,494.8,110.99,0.0,6.0,290.0,2.6,0.0836,False,False,False,False,False,False,True,0.08028883122880298,0.580288831228803
4,1,330.82,73.54,0.0,6.0,290.0,4.9,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
3,2,3614.36,722.8,0.0,3.0,290.0,4.5,0.0764,False,False,False,False,False,False,True,0.07362213987061368,0.5736221398706137
7,1,1704.09,250.9,0.0,3.0,270.0,2.6,0.0734,False,False,False,False,False,False,True,0.07083118076059143,0.5708311807605915
6,0,460.74,123.3,0.0,2.0,290.0,2.5,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
6,1,562.81,99.51,0.0,1.0,290.0,4.0,0.1542,False,False,False,False,False,False,True,0.14340746329472898,0.643407463294729
3,1,1195.06,296.58,0.0,1.0,290.0,5.8,0.0893,False,False,False,False,False,False,True,0.08553528810626275,0.5855352881062628
4,0,571.58,247.2,0.0,2.0,270.0,3.5,0.1166,False,False,False,False,False,False,True,0.11028835389412302,0.6102883538941231
2,1,339.54,194.05,0.0,5.0,340.0,4.1,0.1086,False,True,False,False,False,False,False,0.10309795800356726,0.6030979580035672
14,1,13115.11,865.17,0.0,3.0,290.0,4.2,0.1813,False,False,False,False,False,False,True,0.16661552697233717,0.6666155269723372
17,2,7852.29,300.5,0.0,2.0,270.0,2.7,0.1311,False,False,False,False,False,False,True,0.12319061055519832,0.6231906105551983
2,1,296.54,106.12,0.0,1.0,270.0,2.5,0.0745,False,True,False,False,False,False,False,0.07185543710042809,0.5718554371004281
13,2,5724.35,373.97,0.0,3.0,250.0,1.8,0.1086,False,False,False,False,False,False,True,0.10309795800356726,0.6030979580035672
5,0,477.0,100.6,0.0,3.0,250.0,3.5,0.0621,False,False,False,False,False,False,True,0.060248080345356884,0.5602480803453569
5,1,2155.68,360.48,0.0,2.0,250.0,4.8,0.039,False,False,False,False,False,False,True,0.038258712117090345,0.5382587121170903
5,0,586.28,173.94,0.0,2.0,250.0,1.1,0.1033,False,False,False,False,False,False,True,0.09830568878412335,0.5983056887841234
20,8,39513.0,1201.0,0.0,2.0,250.0,3.8,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
12,0,6656.16,0.0,0.0,2.0,270.0,4.1,0.0731,False,False,False,False,False,False,True,0.0705516559509447,0.5705516559509447
3,1,455.53,139.93,0.0,1.0,50.0,2.9,0.0516,False,False,False,False,False,False,True,0.050312813873589095,0.5503128138735891
5,2,2901.0,479.0,0.0,2.0,50.0,3.5,0.1457,False,False,False,False,False,False,True,0.13601580391744317,0.6360158039174432
10,1,966.12,150.72,0.0,1.0,70.0,2.7,0.1075,False,False,False,False,False,False,True,0.10210522293715366,0.6021052229371536
4,0,316.96,94.9,0.0,1.0,180.0,2.2,0.0992,False,False,False,False,False,False,True,0.09458264248594785,0.5945826424859478
2,0,198.34,99.17,0.0,1.0,180.0,1.6,0.0592,False,False,False,True,False,False,False,0.05751390620060671,0.5575139062006067
4,1,569.62,121.39,0.0,1.0,180.0,2.9,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
4,1,1153.06,268.04,0.0,3.0,250.0,1.6,0.086,False,False,False,False,False,False,True,0.08250122151174369,0.5825012215117437
18,2,357039.0,98.85,0.0,3.0,200.0,3.2,0.0765,False,False,False,False,False,False,True,0.07371503782228067,0.5737150378222806
4,1,658.05,137.89,0.0,3.0,250.0,3.0,0.0799,False,False,False,False,False,False,True,0.07686844425657699,0.576868444256577
2,0,197.32,120.69,0.0,3.0,270.0,3.3,0.1394,False,True,False,False,False,False,False,0.13050180806415815,0.6305018080641581
15,4,11766.14,664.49,0.0,2.0,270.0,1.7,0.1091,False,False,False,False,False,False,True,0.10354887562855887,0.6035488756285589
20,2,8271.44,479.27,0.0,3.0,270.0,3.3,0.0763,False,False,False,False,False,False,True,0.0735292332881155,0.5735292332881154
6,1,1084.96,306.5,0.0,2.0,270.0,4.6,0.0698,False,False,False,False,False,False,True,0.06747171511501267,0.5674717151150127
4,1,1671.2,307.29,0.0,3.0,270.0,1.3,0.0627,False,False,False,False,False,False,True,0.06081283939651243,0.5608128393965124
5,0,447.84,124.32,0.0,1.0,270.0,1.5,0.0893,False,False,False,False,False,False,True,0.08553528810626275,0.5855352881062628
2,1,671.45,490.62,0.0,1.0,250.0,4.2,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
22,4,56225.64,2795.94,0.0,2.0,270.0,1.6,0.0783,False,False,False,False,False,False,True,0.07538572690588961,0.5753857269058896
5,0,486.15,151.11,0.0,2.0,290.0,3.1,0.048,False,False,False,False,False,False,True,0.046883585898850416,0.5468835858988504
2,0,36.0,18.0,0.0,2.0,290.0,2.1,0.0773,True,False,False,False,False,False,False,0.0744579109180098,0.5744579109180098
3,1,345.83,45.04,0.0,2.0,290.0,3.0,0.0589,False,False,False,False,False,False,True,0.057230633454271714,0.5572306334542717
4,1,317.33,74.28,0.0,2.0,290.0,2.1,0.0587,False,False,False,False,False,False,True,0.05704174036719702,0.557041740367197
4,1,415.1,415.1,0.0,2.0,290.0,0.6,0.0724,False,False,False,False,False,False,True,0.06989912737966718,0.5698991273796672
6,0,1385.36,411.32,0.0,3.0,290.0,2.2,0.1196,False,False,False,False,False,False,True,0.11297147865916139,0.6129714786591614
6,1,884.99,132.89,0.0,3.0,290.0,4.8,0.1017,False,False,False,False,False,False,True,0.09685444136388219,0.5968544413638822
3,1,440.5,109.2,0.0,3.0,270.0,2.5,0.0663,False,False,False,False,False,False,True,0.0641947120419968,0.5641947120419968
4,2,1681.58,307.39,0.0,3.0,270.0,3.0,0.0683,False,False,False,False,False,False,True,0.06606859996970468,0.5660685999697047
12,2,5272.84,353.28,0.0,3.0,270.0,1.6,0.067,False,False,False,False,False,False,True,0.06485097231961633,0.5648509723196163
7,1,2731.1,288.72,0.0,1.0,340.0,3.0,0.0721,False,False,False,False,False,False,True,0.069619341880057,0.569619341880057
15,1,8326.26,540.18,0.0,2.0,290.0,3.7,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
6,0,658.24,176.72,0.0,2.0,270.0,2.7,0.0751,False,False,False,False,False,False,True,0.07241368050904531,0.5724136805090453
3,1,460.23,118.95,0.0,3.0,290.0,2.3,0.0728,False,False,False,False,False,False,True,0.07027205298533172,0.5702720529853317
1,0,82.61,47.9,0.0,3.0,290.0,1.4,0.1564,False,False,False,True,False,False,False,0.14531173116005394,0.6453117311600539
1,0,60.0,60.0,0.0,4.0,320.0,2.3,0.0813,False,False,False,False,False,False,True,0.07816402096935436,0.5781640209693544
18,1,136148.64,6858.44,0.0,5.0,270.0,3.2,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
3,1,178.93,49.76,0.0,5.0,270.0,4.3,0.0889,False,False,False,False,False,False,True,0.08516801236987823,0.5851680123698783
3,1,344.26,92.1,0.0,4.0,270.0,3.5,0.1174,False,True,False,False,False,False,False,0.11100455804291136,0.6110045580429113
3,1,1498.36,369.06,0.0,4.0,290.0,1.0,0.0728,False,False,False,False,False,False,True,0.07027205298533172,0.5702720529853317
4,1,1244.94,272.28,0.0,3.0,270.0,3.2,0.0474,False,False,False,False,False,False,True,0.04631090286325026,0.5463109028632502
4,0,2717.3,679.28,0.0,2.0,290.0,3.5,0.0937,False,False,False,False,False,False,True,0.08956644335904305,0.5895664433590431
5,1,516.79,102.2,0.0,2.0,320.0,2.3,0.0773,False,False,False,False,False,False,True,0.0744579109180098,0.5744579109180098
4,1,742.09,150.0,0.0,3.0,290.0,1.1,0.0531,False,False,False,False,False,False,True,0.05173819540441444,0.5517381954044145
6,0,683.46,176.07,0.0,2.0,290.0,3.2,0.0823,False,False,False,False,False,False,True,0.07908840631896367,0.5790884063189636
7,2,1712.7,285.45,0.0,2.0,290.0,3.5,0.086,False,False,False,False,False,False,True,0.08250122151174369,0.5825012215117437
15,1,7883.92,65.46,0.0,4.0,270.0,2.2,0.02,False,False,False,False,False,False,True,0.019802627296179712,0.5198026272961798
7,1,1117.74,256.84,0.0,4.0,270.0,1.7,0.0875,False,False,False,False,False,False,True,0.08388148398070211,0.583881483980702
4,1,512.96,97.07,0.0,3.0,270.0,2.0,0.086,False,True,False,False,False,False,False,0.08250122151174369,0.5825012215117437
1,0,42.0,42.0,0.0,2.0,290.0,1.2,0.0571,False,True,False,False,False,False,False,0.055529309792480296,0.5555293097924803
1,0,128.0,128.0,0.0,2.0,290.0,1.3,0.0632,False,False,True,False,False,False,False,0.061283228416898525,0.5612832284168985
5,1,933.19,196.29,0.0,4.0,320.0,7.3,0.1432,False,False,False,False,False,False,True,0.1338313476335206,0.6338313476335206
8,1,7431.16,981.76,0.0,3.0,290.0,2.7,0.0369,False,False,False,False,False,False,True,0.03623549258209543,0.5362354925820955
2,0,197.29,187.95,0.0,3.0,290.0,4.5,0.075,False,False,False,False,False,False,True,0.07232066157962612,0.5723206615796261
3,1,2115.5,797.97,0.0,2.0,270.0,5.9,0.0316,False,False,False,False,False,False,True,0.031110995025052664,0.5311109950250527
15,1,16611.55,80.0,0.0,1.0,290.0,6.4,0.1111,False,False,False,False,False,False,True,0.10535051560782598,0.6053505156078259
2,1,220.48,71.94,0.0,1.0,290.0,0.8,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
2,1,231.3,79.2,0.0,1.0,320.0,1.3,0.0646,False,True,False,False,False,False,False,0.06259914175651997,0.5625991417565199
3,1,254.16,63.54,0.0,1.0,200.0,3.3,0.0768,False,False,False,False,False,False,True,0.0739936799083263,0.5739936799083263
21,2,12515.58,84.87,0.0,2.0,290.0,1.0,0.0854,False,False,False,False,False,False,True,0.08194858264716741,0.5819485826471674
4,0,366.09,146.67,0.0,3.0,200.0,2.7,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
5,1,1282.36,363.3,0.0,3.0,200.0,3.0,0.0611,False,False,False,False,False,False,True,0.05930610589740757,0.5593061058974076
3,1,218.7,56.94,0.0,3.0,200.0,1.0,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
11,1,2378.2,261.65,0.0,3.0,200.0,1.0,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
5,0,577.28,170.2,0.0,3.0,200.0,6.5,0.0584,False,False,False,False,False,False,True,0.056758333818608876,0.5567583338186088
5,5,11645.16,952.08,0.0,3.0,250.0,3.1,0.0684,False,False,False,False,False,True,False,0.06616220225366876,0.5661622022536688
3,1,295.59,98.02,0.0,3.0,250.0,3.3,0.0508,False,True,False,False,False,False,False,0.04955177882924775,0.5495517788292478
3,1,806.4,201.6,0.0,3.0,250.0,5.6,0.0812,False,False,False,False,False,False,True,0.07807153542015549,0.5780715354201555
7,0,9888.77,1388.63,0.0,3.0,250.0,1.2,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
5,0,519.2,155.5,0.0,4.0,250.0,2.5,0.0747,False,False,False,False,False,False,True,0.07204155286497055,0.5720415528649705
2,1,294.89,106.16,0.0,3.0,230.0,6.4,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
5,0,525.25,146.28,0.0,3.0,230.0,6.7,0.0833,False,False,False,False,False,False,True,0.0800119379693847,0.5800119379693847
15,1,7302.05,33.0,0.0,3.0,250.0,3.1,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
5,0,659.26,172.95,0.0,1.0,290.0,3.5,0.049,False,False,False,False,False,False,True,0.04783732941416013,0.5478373294141601
10,1,4930.88,653.14,0.0,1.0,270.0,1.2,0.0663,False,False,False,False,False,False,True,0.0641947120419968,0.5641947120419968
2,1,270.78,98.96,0.0,1.0,50.0,3.3,0.0331,False,False,False,False,False,False,True,0.03256399087326267,0.5325639908732627
6,2,2559.6,286.4,0.0,2.0,20.0,2.9,0.0684,False,False,False,False,False,False,True,0.06616220225366876,0.5661622022536688
4,1,767.67,159.57,0.0,2.0,50.0,3.2,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
15,1,10310.54,84.2,0.0,2.0,200.0,0.3,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
15,1,13220.58,801.42,0.0,2.0,200.0,2.3,0.0702,False,False,False,False,False,False,True,0.0678455468950672,0.5678455468950672
2,1,230.03,150.08,0.0,2.0,180.0,1.8,0.1066,False,True,False,False,False,False,False,0.10129225148187232,0.6012922514818724
5,0,340.0,102.0,0.0,2.0,250.0,3.8,0.1026,False,False,False,False,False,False,True,0.09767102717344615,0.5976710271734461
15,1,5584.96,425.6,0.0,2.0,250.0,3.3,0.086,False,False,False,False,False,False,True,0.08250122151174369,0.5825012215117437
3,1,462.9,28.05,0.0,2.0,250.0,3.4,0.0707,False,False,False,False,False,False,True,0.0683126401820873,0.5683126401820873
3,1,469.44,117.36,0.0,3.0,200.0,2.9,0.02,False,False,False,False,False,False,True,0.019802627296179712,0.5198026272961798
2,1,226.08,75.36,0.0,3.0,200.0,2.8,0.1665,False,False,False,False,False,False,True,0.1540078124793476,0.6540078124793476
5,1,549.85,93.38,0.0,3.0,200.0,4.0,0.1059,False,False,False,False,False,False,True,0.10065948309917724,0.6006594830991773
3,1,359.0,104.79,0.0,3.0,250.0,1.0,0.087,False,False,False,False,False,False,True,0.08342160813907239,0.5834216081390724
11,2,1854.29,245.2,0.0,4.0,250.0,4.0,0.1294,False,False,False,False,False,False,True,0.12168651825659926,0.6216865182565993
5,1,599.66,216.6,0.0,3.0,270.0,2.3,0.0677,False,False,False,False,False,False,True,0.06550680220211962,0.5655068022021196
14,0,5387.72,84.97,0.0,3.0,270.0,4.3,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
5,1,298.5,64.93,0.0,3.0,270.0,5.7,0.0457,False,False,False,False,False,False,True,0.04468651762240602,0.544686517622406
4,1,1058.71,220.8,0.0,1.0,290.0,3.7,0.0747,False,False,False,False,False,False,True,0.07204155286497055,0.5720415528649705
13,2,8720.04,1028.7,0.0,1.0,270.0,2.4,0.0678,False,False,False,False,False,False,True,0.0656004570839488,0.5656004570839488
17,3,2708.89,205.32,0.0,1.0,290.0,0.8,0.0773,False,False,False,False,False,False,True,0.0744579109180098,0.5744579109180098
37,6,120641.28,2854.12,0.0,1.0,270.0,2.3,0.4137,False,False,False,False,False,False,True,0.3462103808908498,0.8462103808908499
4,1,492.52,102.48,0.0,1.0,290.0,2.5,0.0722,False,False,False,False,False,False,True,0.0697126124113003,0.5697126124113003
3,1,325.68,81.72,0.0,1.0,290.0,2.9,0.1931,False,False,False,False,False,False,True,0.17655496189961756,0.6765549618996176
3,1,528.97,107.8,0.0,0.0,0.0,1.4,0.1325,False,False,False,False,False,False,True,0.12442757837505203,0.624427578375052
3,1,1111.0,111.0,0.0,2.0,20.0,1.5,0.0815,False,False,False,False,False,False,True,0.0783489664109764,0.5783489664109764
2,1,248.01,70.35,0.0,2.0,20.0,1.7,0.0822,False,True,False,False,False,False,False,0.07899600622649783,0.5789960062264978
5,0,547.92,164.32,0.0,2.0,20.0,8.2,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
4,1,288.0,63.0,0.0,2.0,20.0,1.3,0.0673,False,False,False,False,False,False,True,0.06513209493778223,0.5651320949377823
7,1,1277.36,172.66,0.0,1.0,250.0,3.9,0.0879,False,False,False,False,False,False,True,0.08424923244489992,0.5842492324448999
3,0,1892.12,105.82,0.0,2.0,230.0,1.5,0.127,False,False,False,False,False,False,True,0.11955923505763925,0.6195592350576392
4,2,8918.53,3111.87,0.0,2.0,230.0,6.4,0.0894,False,False,False,False,True,False,False,0.08562708596743704,0.5856270859674371
4,1,804.0,241.4,0.0,3.0,200.0,2.7,0.1044,False,False,False,False,False,False,True,0.09930220107386231,0.5993022010738623
4,1,0.0,55.99,0.0,3.0,200.0,4.4,0.0574,False,False,False,False,False,False,True,0.05581306481921278,0.5558130648192128
3,1,418.59,104.62,0.0,3.0,230.0,2.5,0.0859,False,True,False,False,False,False,False,0.08240913624071772,0.5824091362407178
4,1,659.4,132.12,0.0,0.0,0.0,2.0,0.083,False,False,False,False,False,False,True,0.07973496801885356,0.5797349680188536
3,1,286.09,92.89,0.0,0.0,0.0,2.3,0.0331,False,False,False,False,False,False,True,0.03256399087326267,0.5325639908732627
6,3,2931.74,336.89,0.0,3.0,270.0,4.0,0.1077,False,False,False,False,False,False,True,0.1022857935407501,0.6022857935407501
22,5,54705.65,4770.3,0.0,4.0,290.0,0.2,0.1096,False,False,False,False,False,False,True,0.10399959001848477,0.6039995900184848
5,1,730.19,116.69,0.0,5.0,270.0,2.4,0.1239,False,False,False,False,False,False,True,0.11680477954208435,0.6168047795420843
5,1,953.91,15.0,0.0,5.0,270.0,3.4,0.1248,False,False,False,False,False,False,True,0.1176052420742634,0.6176052420742634
15,2,47938.33,2938.89,0.0,5.0,290.0,4.2,0.1301,False,False,False,False,False,False,True,0.12230612438396803,0.622306124383968
7,1,10729.28,1982.69,0.0,5.0,290.0,4.8,0.1418,False,False,False,False,False,False,True,0.1326059645480218,0.6326059645480218
6,2,2999.79,509.8,0.0,4.0,270.0,2.8,0.0831,False,False,False,False,False,False,True,0.07982729985955439,0.5798272998595544
5,0,337.61,102.31,0.0,4.0,270.0,2.8,0.0793,False,False,False,False,False,False,True,0.07631268284916358,0.5763126828491636
3,1,743.28,0.0,0.0,4.0,270.0,0.2,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
6,1,974.68,178.33,0.0,4.0,270.0,3.7,0.0743,False,False,False,False,False,False,True,0.07166928669035966,0.5716692866903597
6,1,1469.11,302.84,0.0,3.0,270.0,2.8,0.0998,False,False,False,False,False,False,True,0.09512834509157728,0.5951283450915773
2,1,285.29,113.72,0.0,2.0,320.0,5.5,0.071,False,True,False,False,False,False,False,0.06859279146561172,0.5685927914656117
5,1,1060.76,3.0,0.0,1.0,20.0,1.5,0.0778,True,False,False,False,False,False,False,0.07492192651725926,0.5749219265172593
6,1,1299.65,211.6,0.0,1.0,20.0,2.2,0.0554,False,False,False,False,False,False,True,0.05391984198943043,0.5539198419894305
5,0,654.87,156.21,0.0,2.0,290.0,4.0,0.1092,False,False,False,False,False,False,True,0.10363903475948592,0.6036390347594859
11,2,2376.77,177.28,0.0,3.0,20.0,3.3,0.0451,False,False,False,False,False,True,False,0.04411257461832095,0.544112574618321
3,1,299.13,83.22,0.0,2.0,290.0,2.9,0.0873,False,False,False,False,False,False,True,0.08369755902156674,0.5836975590215667
15,1,837568.0,49.94,0.0,2.0,320.0,1.9,0.0494,False,False,False,False,False,False,True,0.04821857227047433,0.5482185722704743
13,2,2440.27,164.45,0.0,4.0,250.0,4.0,0.0874,False,False,False,False,False,False,True,0.08378952572968325,0.5837895257296832
5,2,31224.45,520262.0,0.0,4.0,270.0,2.0,0.0857,False,False,False,False,False,False,True,0.0822249402556694,0.5822249402556694
2,1,314.13,197.98,0.0,3.0,250.0,5.0,0.1589,True,False,False,False,False,False,False,0.14747127935820828,0.6474712793582083
5,0,281.38,74.43,0.0,3.0,250.0,6.4,0.068,False,False,False,False,False,False,True,0.0657877405380031,0.5657877405380031
3,1,1364.22,357.18,0.0,4.0,270.0,2.7,0.0,False,False,False,False,False,False,True,0.0,0.5
4,0,358.13,134.02,0.0,3.0,250.0,4.2,0.0571,False,False,False,False,False,False,True,0.055529309792480296,0.5555293097924803
1,0,84.07,84.07,0.0,2.0,270.0,4.5,0.088,False,True,False,False,False,False,False,0.08434114843375087,0.5843411484337508
3,1,280.0,87.0,0.0,3.0,270.0,2.6,0.0258,False,False,False,False,False,False,True,0.025472795973031023,0.525472795973031
1,0,5.76,5.76,0.0,2.0,20.0,4.4,0.0889,True,False,False,False,False,False,False,0.08516801236987823,0.5851680123698783
