bottom_area,totar,ground_nof,bstory_cnt,lat,lon,time_unit_tmprt,time_unit_ws,time_unit_wd,time_unit_humidity,spt_frstt_dist,strc_etc,strc_brick,strc_block,strc_wood,strc_steel,strc_src,strc_rc
5.600604760138834,7.579346796576366,2.1972245773362196,1.0986122886681098,37.503944,127.0350952,,,,,1.3609765531356006,False,False,False,False,False,False,True
6.335036520844418,8.43500652042829,1.9459101490553132,1.0986122886681098,37.5037331,127.0351197,,,,,1.3609765531356006,False,False,False,False,False,False,True
6.326918408217976,8.532747592076069,2.1972245773362196,1.0986122886681098,37.5034993,127.0352295,,,,,1.3609765531356006,False,False,False,False,False,False,True
5.031613700481447,6.723014798950873,2.0794415416798357,0.6931471805599453,37.5041537,127.0346952,,,,,1.3609765531356006,False,False,False,False,False,False,True
4.91654437069666,6.489736704802353,1.6094379124341003,0.6931471805599453,37.5031119,127.0330164,,,,,1.410986973710262,False,False,False,False,False,False,True
5.7915796539334385,7.697221221465515,1.0986122886681098,1.6094379124341003,37.5032126,127.0334633,,,,,1.410986973710262,False,False,False,False,False,False,True
5.536388938446483,6.645012943054637,1.0986122886681098,0.6931471805599453,37.5032913,127.033673,,,,,1.3862943611198906,False,False,False,False,False,False,True
5.166156462945698,6.20617261960109,1.0986122886681098,0.6931471805599453,37.50334710000001,127.0338601,,,,,1.3862943611198906,False,False,False,False,False,False,True
5.090062427727577,5.7439642642890325,1.0986122886681098,0.0,37.5033997,127.0340368,,,,,1.3862943611198906,False,False,False,False,False,False,True
4.680555912893981,5.719787048797917,1.0986122886681098,0.6931471805599453,37.5035886,127.0344587,,,,,1.3862943611198906,False,True,False,False,False,False,False
4.810719868901253,5.757670732545066,1.0986122886681098,0.6931471805599453,37.5034763,127.034514,,,,,1.3862943611198906,False,True,False,False,False,False,False
5.116915386813465,5.7647521349792195,1.0986122886681098,0.6931471805599453,37.5032698,127.0344722,,,,,1.3862943611198906,False,True,False,False,False,False,False
4.959622662073724,5.596345731053962,1.0986122886681098,0.6931471805599453,37.5032218,127.0343108,,,,,1.3862943611198906,False,True,False,False,False,False,False
5.081714875777208,6.603089801489943,1.3862943611198906,1.0986122886681098,37.519726,127.0442561,,,,,1.1939224684724346,False,False,False,False,False,False,True
4.9527236554772625,6.414278293550759,1.6094379124341003,0.6931471805599453,37.5236944,127.0530051,,,,,1.0647107369924282,False,False,False,False,False,False,True
5.058027656398856,6.672640355886707,1.3862943611198906,1.0986122886681098,37.5197786,127.0439523,,,,,1.1939224684724346,False,False,False,False,False,False,True
5.0832039869290915,6.330665201068264,1.6094379124341003,0.6931471805599453,37.5198048,127.043801,,,,,1.1939224684724346,False,False,False,False,False,False,True
4.947624494286852,6.352158902379387,1.3862943611198906,0.6931471805599453,37.5198304,127.0436473,,,,,1.1939224684724346,False,False,False,False,False,False,True
5.101511415553109,6.4902378323497985,1.3862943611198906,0.6931471805599453,37.5196573,127.0436011,,,,,1.1939224684724346,False,False,False,False,False,False,True
4.989820154382335,6.274196889833849,1.3862943611198906,0.6931471805599453,37.5196293,127.0437547,,,,,1.1939224684724346,False,False,False,False,False,False,True
4.989820154382335,6.274196889833849,1.3862943611198906,0.6931471805599453,37.519603,127.0439062,,,,,1.1939224684724346,False,False,False,False,False,False,True
4.851014122823077,6.877244523777115,2.0794415416798357,0.6931471805599453,37.51950590000001,127.0492833,,,,,1.0647107369924282,False,False,False,False,False,False,True
5.899376670105168,8.143276167751036,2.1972245773362196,0.6931471805599453,37.5239019,127.0482642,,,,,1.1631508098056809,False,False,False,False,False,False,True
5.616989255686562,8.642482208800667,3.044522437723423,1.6094379124341003,37.5240354,127.0484871,,,,,1.1631508098056809,False,False,False,False,False,False,True
6.192219329943782,8.677514507930525,2.1972245773362196,1.3862943611198906,37.5236221,127.04805,,,,,1.1631508098056809,False,False,False,False,False,False,True
5.109333666880532,7.051162742276866,1.9459101490553132,0.6931471805599453,37.5238062,127.0479044,,,,,1.1631508098056809,False,False,False,False,False,False,True
4.738126413236717,5.804773457796085,1.791759469228055,0.0,37.4799773,127.0478391,,,,,1.5686159179138452,False,False,False,False,False,False,True
4.654531615525816,5.994310493557901,1.791759469228055,0.0,37.4799614,127.0476878,,,,,1.5686159179138452,False,False,False,False,False,False,True
4.545314018834726,5.511006459958388,1.0986122886681098,0.6931471805599453,37.4799454,127.0475365,,,,,1.5686159179138452,False,True,False,False,False,False,False
6.288044416495374,8.479161051629697,2.6390573296152584,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
6.5748945131426595,3.8772244998854504,0.6931471805599453,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
6.1391730923021015,8.404423070083329,2.70805020110221,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
6.88850110125999,10.018159531648461,3.5553480614894135,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
6.1391730923021015,8.476725300860439,2.772588722239781,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
6.1391730923021015,8.441227494760401,2.772588722239781,0.0,37.4786358,127.0538806,,,,,1.547562508716013,False,False,False,False,False,False,True
